Player,Team,Season,PPG,RPG,APG,WinPct,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP,is_outlier
Kawhi Leonard,LAC,20/21,24.8,6.5,5.2,0.653,8.8,0,126,110,26.0,7.3,28.6,4.2,True
Bam Adebayo,MIA,20/21,18.7,9.0,5.4,0.556,8.8,0,122,108,22.7,4.9,23.7,3.7,False
Joel Embiid,PHI,20/21,28.5,10.6,2.8,0.681,8.8,0,121,104,30.3,7.5,35.3,3.8,True
Zion Williamson,NOP,20/21,27.0,7.2,3.7,0.431,8.7,0,124,115,27.1,5.8,29.8,4.0,True
Deandre Ayton,PHO,20/21,14.4,10.5,1.4,0.708,8.4,0,127,109,20.3,1.2,18.2,1.7,False
Clint Capela,ATL,20/21,15.2,14.3,0.8,0.569,8.2,0,125,106,24.3,2.7,19.9,2.2,True
Mikal Bridges,PHO,20/21,13.5,4.3,2.1,0.708,8.0,0,131,112,16.4,3.3,14.9,3.1,True
Jonas Valančiūnas,MEM,20/21,17.1,12.5,1.8,0.528,7.8,0,126,108,24.4,3.0,22.4,2.2,True
Julius Randle,NYK,20/21,24.1,10.2,6.0,0.569,7.8,0,111,107,19.7,3.8,29.3,3.9,False
Luka Dončić,DAL,20/21,27.7,8.0,8.6,0.583,7.7,0,114,111,25.3,6.8,36.0,5.1,True
Enes Freedom,POR,20/21,11.2,11.0,1.2,0.583,7.5,0,133,113,22.4,0.6,17.4,1.2,True
Kyrie Irving,BRK,20/21,26.9,4.8,6.0,0.667,7.4,0,121,114,24.4,5.5,30.4,3.6,False
DeMar DeRozan,SAS,20/21,21.6,4.2,6.9,0.458,7.4,0,122,115,22.0,3.1,26.1,2.6,False
Montrezl Harrell,LAL,20/21,13.5,6.2,1.1,0.583,7.3,0,127,106,22.7,3.0,21.7,2.0,False
Trae Young,ATL,20/21,25.3,3.9,9.4,0.569,7.2,0,117,116,23.0,3.7,33.0,3.0,True
Tobias Harris,PHI,20/21,19.5,6.8,3.5,0.681,7.1,0,118,108,20.0,3.7,23.9,2.9,False
Joe Ingles,UTA,20/21,12.1,3.6,4.7,0.722,7.0,0,129,111,15.9,3.5,16.6,2.6,False
Domantas Sabonis,IND,20/21,20.3,12.0,6.7,0.472,6.9,0,115,110,20.6,3.8,24.1,3.3,True
Ivica Zubac,LAC,20/21,9.0,7.2,1.2,0.653,6.9,0,135,110,19.1,1.0,15.1,1.2,True
Michael Porter Jr.,DEN,20/21,19.0,7.3,1.1,0.653,6.9,0,125,112,20.6,3.1,21.7,2.5,False
John Collins,ATL,20/21,17.6,7.4,1.2,0.569,6.7,0,125,112,20.6,2.3,22.2,2.0,False
Jrue Holiday,MIL,20/21,17.7,4.5,6.1,0.639,6.6,0,121,111,20.0,3.4,22.2,2.6,False
Jayson Tatum,BOS,20/21,26.4,7.4,4.3,0.5,6.5,0,114,112,21.3,3.9,30.8,3.4,False
Khris Middleton,MIL,20/21,20.4,6.0,5.4,0.639,6.4,0,116,113,18.2,1.3,25.0,1.9,False
Donovan Mitchell,UTA,20/21,26.4,4.4,5.2,0.722,6.2,0,115,110,21.3,4.3,33.5,2.8,False
Mike Conley,UTA,20/21,16.2,3.5,6.0,0.722,6.1,0,123,109,19.2,4.9,23.1,2.6,False
Richaun Holmes,SAC,20/21,14.2,8.3,1.7,0.431,6.1,0,130,115,20.2,0.6,17.5,1.2,False
Chris Boucher,TOR,20/21,13.6,6.7,1.0,0.375,6.1,0,127,109,21.9,3.3,20.5,2.0,False
Ben Simmons,PHI,20/21,14.3,7.2,6.9,0.681,6.0,0,114,106,18.3,2.9,20.2,2.3,False
Bradley Beal,WAS,20/21,31.3,4.7,4.4,0.472,5.9,0,114,115,22.7,3.4,34.1,2.9,True
Zach LaVine,CHI,20/21,27.4,5.0,4.9,0.431,5.9,0,115,114,21.5,4.0,31.0,3.1,False
Jakob Poeltl,SAS,20/21,8.6,7.9,1.9,0.458,5.7,0,123,109,17.5,0.8,13.4,1.3,False
Royce O'Neale,UTA,20/21,7.0,6.8,2.5,0.722,5.6,0,121,108,9.9,1.0,9.6,1.7,False
Kyle Anderson,MEM,20/21,12.4,5.7,3.6,0.528,5.6,0,118,109,17.2,3.3,18.5,2.5,False
LeBron James,LAL,20/21,25.0,7.7,7.8,0.583,5.6,0,114,106,24.2,8.1,31.9,3.8,True
Karl-Anthony Towns,MIN,20/21,24.8,10.6,4.5,0.319,5.4,0,117,113,23.1,4.5,29.1,2.8,False
Robert Williams,BOS,20/21,8.0,6.9,1.8,0.5,5.3,0,139,104,25.7,6.0,15.0,2.0,True
Paul George,LAC,20/21,23.3,6.6,5.2,0.653,5.3,0,113,110,20.5,4.2,30.0,2.9,False
Brook Lopez,MIL,20/21,12.3,5.0,0.7,0.639,5.3,0,121,111,15.4,0.0,16.9,0.9,False
Brandon Ingram,NOP,20/21,23.8,4.9,4.9,0.431,5.3,0,115,116,19.2,2.2,28.0,2.2,False
Terry Rozier,CHA,20/21,20.4,4.4,4.2,0.458,5.2,0,113,114,17.1,1.6,24.4,2.2,False
Joe Harris,BRK,20/21,14.1,3.6,1.9,0.667,5.2,0,126,117,14.1,0.4,16.2,1.3,False
Nerlens Noel,NYK,20/21,5.1,6.4,0.7,0.569,5.2,0,121,101,14.8,1.4,9.2,1.3,False
Bojan Bogdanović,UTA,20/21,17.0,3.9,1.9,0.722,5.2,0,113,112,14.0,-0.4,22.8,0.9,False
Mason Plumlee,DET,20/21,10.4,9.3,3.6,0.278,5.1,0,122,109,18.7,2.2,16.3,1.6,False
Derrick Favors,UTA,20/21,5.4,5.5,0.6,0.722,5.1,0,138,103,19.7,2.6,13.0,1.2,True
Thaddeus Young,CHI,20/21,12.1,6.2,4.3,0.431,5.1,0,116,110,20.3,3.3,22.3,2.2,False
Jalen Brunson,DAL,20/21,12.6,3.4,3.5,0.583,5.1,0,123,116,17.1,0.9,20.2,1.2,False
Nicolas Batum,LAC,20/21,8.1,4.7,2.2,0.653,5.0,0,124,110,12.9,2.1,11.8,1.9,False
Kevin Durant,BRK,20/21,26.9,7.1,5.6,0.667,5.0,0,122,112,26.4,7.2,31.2,2.7,True
Devin Booker,PHO,20/21,25.6,4.2,4.3,0.708,4.9,0,110,114,19.2,0.3,32.7,1.3,False
Jaylen Brown,BOS,20/21,24.7,6.0,3.4,0.5,4.8,0,112,113,19.9,2.5,29.7,2.3,False
T.J. McConnell,IND,20/21,8.6,3.7,6.6,0.472,4.8,0,117,110,16.9,1.4,15.3,1.5,False
Bobby Portis,MIL,20/21,11.4,7.1,1.1,0.639,4.8,0,121,109,19.9,1.5,20.9,1.2,False
CJ McCollum,POR,20/21,23.1,3.9,4.7,0.583,4.7,0,120,118,20.8,3.9,27.1,2.4,False
Reggie Bullock,NYK,20/21,10.9,3.4,1.5,0.569,4.6,0,118,111,11.1,-0.1,14.4,0.9,False
Danny Green,PHI,20/21,9.5,3.8,1.7,0.681,4.6,0,114,108,12.1,1.9,14.0,1.9,False
Draymond Green,GSW,20/21,7.0,7.1,8.9,0.542,4.6,0,110,106,13.3,1.7,13.1,1.9,True
Jamal Murray,DEN,20/21,21.2,4.0,4.8,0.653,4.6,0,116,114,18.3,2.0,24.8,1.7,False
Harrison Barnes,SAC,20/21,16.1,6.6,3.5,0.431,4.5,0,123,119,15.4,0.2,17.2,1.1,False
Dorian Finney-Smith,DAL,20/21,9.8,5.4,1.7,0.583,4.4,0,124,114,12.0,0.1,12.2,1.0,False
Bruce Brown,BRK,20/21,8.8,5.4,1.6,0.667,4.4,0,124,112,16.1,-0.1,15.9,0.7,False
Tim Hardaway Jr.,DAL,20/21,16.6,3.3,1.8,0.583,4.3,0,116,116,15.7,0.4,23.4,1.2,False
Fred VanVleet,TOR,20/21,19.6,4.2,6.3,0.375,4.3,0,113,113,16.8,2.5,23.9,2.2,False
Kristaps Porziņģis,DAL,20/21,20.1,8.9,1.6,0.583,4.3,0,117,110,21.3,2.2,26.5,1.4,False
Kentavious Caldwell-Pope,LAL,20/21,9.7,2.7,1.9,0.583,4.2,0,114,109,10.7,-0.5,14.2,0.7,False
Pascal Siakam,TOR,20/21,21.4,7.2,4.5,0.375,4.2,0,111,113,17.7,0.8,26.3,1.4,False
Miles Bridges,CHA,20/21,12.7,6.0,2.2,0.458,4.2,0,116,113,14.7,0.2,17.3,1.1,False
Malcolm Brogdon,IND,20/21,21.2,5.2,5.9,0.472,4.2,0,113,115,17.9,2.1,25.9,2.0,False
Jordan Clarkson,UTA,20/21,18.4,4.0,2.5,0.722,4.2,0,109,110,17.1,1.4,29.7,1.6,False
Brandon Clarke,MEM,20/21,10.3,5.6,1.6,0.528,4.2,0,119,109,17.3,1.5,17.2,1.3,False
De'Aaron Fox,SAC,20/21,25.2,3.5,7.2,0.431,4.2,0,113,118,20.7,1.8,31.0,2.0,False
Kyle Lowry,TOR,20/21,17.2,5.4,7.3,0.375,4.1,0,117,115,16.5,1.6,21.4,1.5,False
RJ Barrett,NYK,20/21,17.6,5.8,3.0,0.569,4.1,0,106,110,13.4,-1.2,23.4,0.5,False
Jeff Green,BRK,20/21,11.0,3.9,1.6,0.667,4.1,0,122,116,13.0,-0.8,15.6,0.5,False
Seth Curry,PHI,20/21,12.5,2.4,2.7,0.681,4.0,0,118,112,12.9,-0.3,17.1,0.7,False
Isaiah Stewart,DET,20/21,7.9,6.7,0.9,0.278,4.0,0,118,109,16.4,-1.1,15.5,0.3,False
Steven Adams,NOP,20/21,7.6,8.9,1.9,0.431,4.0,0,122,112,15.1,-0.3,11.7,0.7,False
Dwight Howard,PHI,20/21,7.0,8.4,0.9,0.681,4.0,0,113,102,17.8,-1.5,18.2,0.1,False
DeAndre Jordan,BRK,20/21,7.5,7.5,1.6,0.667,3.9,0,127,111,17.1,1.0,13.1,0.9,False
Andrew Wiggins,GSW,20/21,18.6,4.9,2.4,0.542,3.9,0,107,111,15.0,-0.4,23.3,1.0,False
Bogdan Bogdanović,ATL,20/21,16.4,3.6,3.3,0.569,3.9,0,122,114,17.6,3.6,21.3,1.8,False
Taj Gibson,NYK,20/21,5.4,5.6,0.8,0.569,3.8,0,139,105,16.0,1.3,9.7,0.8,True
Dwight Powell,DAL,20/21,5.9,4.0,1.1,0.583,3.8,0,136,110,16.8,0.6,13.2,0.6,True
Dennis Schröder,LAL,20/21,15.4,3.5,5.8,0.583,3.8,0,107,109,13.8,-1.1,22.9,0.4,False
Doug McDermott,IND,20/21,13.6,3.3,1.3,0.472,3.8,0,121,118,15.6,-0.6,20.0,0.6,False
Jae'Sean Tate,HOU,20/21,11.3,5.3,2.5,0.236,3.8,0,114,115,13.8,-1.4,16.4,0.3,False
Robert Covington,POR,20/21,8.5,6.7,1.7,0.583,3.7,0,113,112,11.2,0.2,11.5,1.2,False
Duncan Robinson,MIA,20/21,13.1,3.5,1.8,0.556,3.7,0,113,114,11.0,-1.0,16.6,0.6,False
Danilo Gallinari,ATL,20/21,13.3,4.1,1.5,0.569,3.7,0,123,114,16.3,1.1,21.2,1.0,False
Terance Mann,LAC,20/21,7.0,3.6,1.6,0.653,3.7,0,125,112,13.8,-0.2,15.1,0.6,False
Reggie Jackson,LAC,20/21,10.7,2.9,3.1,0.653,3.7,0,116,113,14.2,0.4,19.9,0.9,False
Russell Westbrook,WAS,20/21,22.2,11.5,11.7,0.472,3.7,0,105,110,19.5,3.7,30.2,3.4,True
Robin Lopez,WAS,20/21,9.0,3.8,0.8,0.472,3.7,0,124,116,16.7,-1.0,17.1,0.4,False
Anthony Davis,LAL,20/21,21.8,7.9,3.1,0.583,3.7,0,110,104,22.1,4.8,29.2,2.0,False
Donte DiVincenzo,MIL,20/21,10.4,5.8,3.1,0.639,3.6,0,112,112,13.0,0.2,16.7,1.0,False
Marcus Morris,LAC,20/21,13.4,4.1,1.0,0.653,3.6,0,117,113,14.5,0.0,20.1,0.8,False
Kevin Huerter,ATL,20/21,11.9,3.3,3.5,0.569,3.6,0,112,115,12.2,-0.3,17.2,1.0,False
Cameron Payne,PHO,20/21,8.4,2.4,3.6,0.708,3.6,0,122,112,17.4,3.1,19.8,1.4,False
Pat Connaughton,MIL,20/21,6.8,4.8,1.2,0.639,3.5,0,121,112,11.3,0.0,11.6,0.8,False
Jaxson Hayes,NOP,20/21,7.5,4.3,0.6,0.431,3.5,0,132,112,19.1,0.6,16.2,0.6,True
Gordon Hayward,CHA,20/21,19.6,5.9,4.1,0.458,3.5,0,114,113,17.6,1.6,23.9,1.4,False
Shai Gilgeous-Alexander,OKC,20/21,23.7,4.7,5.9,0.306,3.5,0,118,115,21.6,4.1,27.8,1.8,False
Collin Sexton,CLE,20/21,24.3,3.1,4.4,0.306,3.5,0,111,118,18.0,-0.2,29.7,1.0,False
Tyrese Haliburton,SAC,20/21,13.0,3.0,5.3,0.431,3.5,0,118,118,16.2,1.4,18.1,1.5,False
Devonte' Graham,CHA,20/21,14.8,2.7,5.4,0.458,3.4,0,115,116,14.6,0.7,21.4,1.1,False
Mitchell Robinson,NYK,20/21,8.3,8.1,0.5,0.569,3.4,0,131,104,17.7,1.2,11.8,0.7,True
Kevon Looney,GSW,20/21,4.1,5.3,2.0,0.542,3.4,0,130,111,11.9,-0.9,9.4,0.3,False
Myles Turner,IND,20/21,12.6,6.5,1.0,0.472,3.3,0,112,108,15.3,0.4,16.4,0.9,False
Jae Crowder,PHO,20/21,10.0,4.7,2.1,0.708,3.3,0,113,111,11.8,1.1,15.7,1.3,False
Dejounte Murray,SAS,20/21,15.7,7.1,5.4,0.458,3.3,0,106,111,16.5,0.8,23.4,1.5,False
Alec Burks,NYK,20/21,12.7,4.6,2.2,0.569,3.3,0,114,109,14.8,1.5,21.3,1.1,False
Marcus Smart,BOS,20/21,13.1,3.5,5.7,0.5,3.3,0,114,113,13.8,-0.3,18.4,0.7,False
Kemba Walker,BOS,20/21,19.3,4.0,4.9,0.5,3.3,0,114,114,17.7,2.1,26.1,1.4,False
Kyle Kuzma,LAL,20/21,12.9,6.1,1.9,0.583,3.3,0,105,109,12.7,-0.4,20.3,0.8,False
Cody Zeller,CHA,20/21,9.4,6.8,1.8,0.458,3.3,0,123,112,18.2,-0.5,18.3,0.4,False
Keldon Johnson,SAS,20/21,12.8,6.0,1.8,0.458,3.3,0,111,114,13.8,-1.6,19.2,0.2,False
Saddiq Bey,DET,20/21,12.2,4.5,1.4,0.278,3.3,0,112,114,12.6,-0.5,18.7,0.7,False
Lonzo Ball,NOP,20/21,14.6,4.8,5.7,0.431,3.2,0,110,113,15.2,1.7,20.5,1.6,False
Immanuel Quickley,NYK,20/21,11.4,2.1,2.0,0.569,3.2,0,113,111,15.8,0.9,25.6,0.9,False
Paul Millsap,DEN,20/21,9.0,4.7,1.8,0.653,3.2,0,117,110,16.4,1.0,18.6,0.9,False
Ja Morant,MEM,20/21,19.1,4.0,7.4,0.528,3.2,0,108,115,16.7,-0.4,27.2,0.8,False
Naz Reid,MIN,20/21,11.2,4.6,1.0,0.319,3.2,0,115,113,18.2,-0.2,22.5,0.6,False
Jerami Grant,DET,20/21,22.3,4.6,2.8,0.278,3.2,0,109,114,16.9,1.1,28.5,1.4,False
Ricky Rubio,MIN,20/21,8.6,3.3,6.4,0.319,3.1,0,113,115,13.5,-1.9,16.0,0.0,False
Jarred Vanderbilt,MIN,20/21,5.4,5.8,1.2,0.319,3.1,0,122,110,16.2,-0.1,12.3,0.5,False
Justin Holiday,IND,20/21,10.5,3.6,1.7,0.472,3.1,0,112,114,10.4,-1.0,14.0,0.6,False
Facundo Campazzo,DEN,20/21,6.1,2.1,3.6,0.653,3.1,0,117,112,11.6,-0.6,13.1,0.5,False
OG Anunoby,TOR,20/21,15.9,5.5,2.2,0.375,3.1,0,113,112,15.4,1.2,19.3,1.2,False
Tomáš Satoranský,CHI,20/21,7.7,2.4,4.7,0.431,3.1,0,118,114,13.8,-0.5,15.2,0.5,False
Dāvis Bertāns,WAS,20/21,11.5,2.9,0.9,0.472,3.1,0,120,116,11.4,-0.8,15.9,0.4,False
Juan Toscano-Anderson,GSW,20/21,5.7,4.4,2.8,0.542,3.0,0,121,109,12.6,0.8,11.0,0.8,False
Serge Ibaka,LAC,20/21,11.1,6.7,1.8,0.653,3.0,0,119,110,18.2,1.4,20.1,0.8,False
Lauri Markkanen,CHI,20/21,13.6,5.3,0.9,0.431,3.0,0,115,113,15.2,0.1,20.2,0.7,False
Desmond Bane,MEM,20/21,9.2,3.1,1.7,0.528,2.9,0,115,114,12.2,-0.8,16.1,0.5,False
Kendrick Nunn,MIA,20/21,14.6,3.2,2.6,0.556,2.9,0,111,113,14.2,-0.5,20.9,0.6,False
Maxi Kleber,DAL,20/21,7.1,5.2,1.4,0.583,2.9,0,123,113,10.6,0.0,10.6,0.7,False
Willy Hernangómez,NOP,20/21,7.8,7.1,1.1,0.431,2.9,0,125,111,19.6,0.0,17.0,0.4,False
Xavier Tillman Sr.,MEM,20/21,6.6,4.3,1.3,0.528,2.9,0,119,110,14.7,-0.2,14.3,0.5,False
Tristan Thompson,BOS,20/21,7.6,8.1,1.2,0.5,2.9,0,116,112,14.2,-2.5,14.8,-0.2,False
Monte Morris,DEN,20/21,10.2,2.0,3.2,0.653,2.9,0,121,115,14.0,-0.3,16.5,0.5,False
Kenrich Williams,OKC,20/21,8.0,4.1,2.3,0.306,2.8,0,116,114,14.0,-0.7,15.3,0.4,False
Raul Neto,WAS,20/21,8.7,2.4,2.3,0.472,2.8,0,115,113,13.0,-0.6,15.8,0.5,False
LaMelo Ball,CHA,20/21,15.7,5.9,6.1,0.458,2.8,0,108,110,17.5,1.8,26.1,1.4,False
Tyus Jones,MEM,20/21,6.3,2.0,3.7,0.528,2.8,0,115,112,15.0,0.8,16.6,0.9,False
Willie Cauley-Stein,DAL,20/21,5.3,4.5,0.7,0.583,2.8,0,128,110,14.3,-1.3,12.0,0.2,False
Shake Milton,PHI,20/21,13.0,2.3,3.1,0.681,2.8,0,109,112,14.6,-1.6,24.9,0.1,False
Matisse Thybulle,PHI,20/21,3.9,1.9,1.0,0.681,2.8,0,104,103,10.1,1.9,9.4,1.3,False
Christian Wood,HOU,20/21,21.0,9.6,1.7,0.236,2.8,0,111,112,20.0,1.4,25.9,1.1,False
Marc Gasol,LAL,20/21,5.0,4.1,2.1,0.583,2.8,0,115,105,12.2,2.3,11.8,1.1,False
Josh Hart,NOP,20/21,9.2,8.0,2.3,0.431,2.7,0,117,113,12.2,-0.8,13.5,0.4,False
Luke Kennard,LAC,20/21,8.3,2.6,1.7,0.653,2.7,0,117,114,12.7,-0.2,17.1,0.6,False
P.J. Washington,CHA,20/21,12.9,6.5,2.5,0.458,2.7,0,105,111,13.4,-0.9,19.4,0.6,False
Bryn Forbes,MIL,20/21,10.0,1.6,0.6,0.639,2.7,0,119,117,12.8,-1.3,18.5,0.2,False
Damion Lee,GSW,20/21,6.5,3.2,1.3,0.542,2.7,0,121,111,11.8,0.2,12.8,0.6,False
Grayson Allen,MEM,20/21,10.6,3.2,2.2,0.528,2.7,0,116,113,12.8,-0.2,16.8,0.6,False
Moses Brown,OKC,20/21,8.6,8.9,0.2,0.306,2.6,0,117,109,18.8,-2.4,16.9,-0.1,False
Georges Niang,UTA,20/21,6.9,2.4,0.8,0.722,2.6,0,114,111,11.4,-0.3,17.4,0.5,False
JaMychal Green,DEN,20/21,8.1,4.8,0.9,0.653,2.6,0,116,112,13.6,-1.5,17.6,0.1,False
Carmelo Anthony,POR,20/21,13.4,3.1,1.5,0.583,2.6,0,112,117,14.6,-1.1,23.1,0.4,False
Cameron Johnson,PHO,20/21,9.6,3.3,1.4,0.708,2.6,0,112,113,11.8,-0.2,17.0,0.7,False
Payton Pritchard,BOS,20/21,7.7,2.4,1.8,0.5,2.5,0,117,115,12.4,-0.7,16.7,0.4,False
Patrick Williams,CHI,20/21,9.2,4.6,1.4,0.431,2.5,0,105,112,10.5,-2.4,14.9,-0.2,False
Josh Richardson,DAL,20/21,12.1,3.3,2.6,0.583,2.4,0,109,114,11.9,-1.7,18.4,0.1,False
Derrick Jones Jr.,POR,20/21,6.8,3.5,0.8,0.583,2.4,0,121,116,11.9,-1.4,12.3,0.2,False
Jusuf Nurkić,POR,20/21,11.5,9.0,3.4,0.583,2.4,0,113,109,20.5,2.5,22.3,1.0,False
Alex Caruso,LAL,20/21,6.4,2.9,2.8,0.583,2.4,0,106,106,11.1,0.0,14.8,0.6,False
Coby White,CHI,20/21,15.1,4.1,4.8,0.431,2.4,0,106,115,12.0,-2.4,22.5,-0.2,False
Eric Bledsoe,NOP,20/21,12.2,3.4,3.8,0.431,2.3,0,108,116,11.5,-2.0,18.5,0.0,False
Garrison Mathews,WAS,20/21,5.5,1.4,0.4,0.472,2.3,0,130,116,9.7,-1.8,11.5,0.1,False
Drew Eubanks,SAS,20/21,5.8,4.5,0.8,0.458,2.3,0,118,109,17.9,0.0,17.1,0.4,False
Bismack Biyombo,CHA,20/21,5.0,5.3,1.2,0.458,2.3,0,113,113,11.7,-3.0,11.5,-0.4,False
Buddy Hield,SAC,20/21,16.6,4.7,3.6,0.431,2.2,0,109,119,12.8,-0.6,20.7,0.9,False
De'Anthony Melton,MEM,20/21,9.1,3.1,2.5,0.528,2.2,0,110,109,15.2,2.3,19.5,1.1,False
KJ Martin,HOU,20/21,9.3,5.4,1.1,0.236,2.2,0,117,114,14.6,-1.8,15.6,0.0,False
Will Barton,DEN,20/21,12.7,4.0,3.2,0.653,2.2,0,107,114,11.8,-1.9,19.0,0.1,False
Kelly Oubre Jr.,GSW,20/21,15.4,6.0,1.3,0.542,2.2,0,103,110,13.3,-1.9,22.1,0.0,False
Nikola Jokić,DEN,21/22,27.1,13.8,7.9,0.585,15.2,1,126,105,32.8,13.7,31.9,9.8,False
Giannis Antetokounmpo,MIL,21/22,29.9,11.6,5.8,0.622,12.9,0,124,106,32.1,11.2,34.9,7.4,True
Joel Embiid,PHI,21/22,30.6,11.7,4.2,0.622,12.0,0,119,105,31.2,9.2,37.2,6.5,True
Rudy Gobert,UTA,21/22,15.6,14.7,1.1,0.598,11.7,0,137,103,24.7,4.6,16.9,3.6,True
Karl-Anthony Towns,MIN,21/22,24.6,9.8,3.6,0.561,10.3,0,121,110,24.1,5.0,27.8,4.4,False
Trae Young,ATL,21/22,28.4,3.7,9.7,0.524,10.0,0,119,118,25.4,5.2,34.4,4.8,True
Robert Williams,BOS,21/22,10.0,9.6,2.0,0.622,9.9,0,148,102,22.1,5.5,11.5,3.4,True
Jayson Tatum,BOS,21/22,26.9,8.0,4.4,0.622,9.6,0,113,106,21.8,5.0,32.1,4.8,True
Chris Paul,PHO,21/22,14.7,4.4,10.8,0.78,9.4,0,124,107,20.8,5.4,19.7,4.0,True
Jimmy Butler,MIA,21/22,21.4,5.9,5.5,0.646,9.2,0,124,108,23.6,6.3,26.5,4.0,True
Mikal Bridges,PHO,21/22,14.2,4.2,2.3,0.78,8.9,0,125,110,14.4,1.6,15.0,2.6,False
DeMar DeRozan,CHI,21/22,27.9,5.2,4.9,0.561,8.8,0,117,115,23.1,2.5,31.8,3.1,False
Mitchell Robinson,NYK,21/22,8.5,8.6,0.5,0.451,8.5,0,143,106,20.7,2.2,11.4,2.0,True
Jarrett Allen,CLE,21/22,16.1,10.8,1.6,0.537,8.5,0,132,106,23.0,3.9,18.1,2.7,True
Kevin Durant,BRK,21/22,29.9,7.4,6.4,0.537,8.4,0,121,112,25.6,7.2,31.2,4.8,True
Clint Capela,ATL,21/22,11.1,11.9,1.2,0.524,8.3,0,132,109,21.4,2.0,15.5,2.1,True
Dwight Powell,DAL,21/22,8.7,4.9,1.2,0.634,8.2,0,142,110,18.1,0.9,14.0,1.3,True
Pascal Siakam,TOR,21/22,22.8,8.5,5.3,0.585,8.1,0,116,110,20.3,3.5,25.8,3.6,False
Stephen Curry,GSW,21/22,25.5,5.2,6.3,0.646,8.0,0,115,108,21.4,5.8,30.8,4.4,False
Luka Dončić,DAL,21/22,28.4,9.1,8.7,0.634,7.6,0,110,107,25.1,8.2,37.4,5.9,True
Devin Booker,PHO,21/22,26.8,5.0,4.8,0.78,7.6,0,113,109,21.3,4.1,32.0,3.6,False
Al Horford,BOS,21/22,10.2,7.7,3.4,0.622,7.6,0,124,104,16.7,4.3,14.8,3.2,False
Jalen Brunson,DAL,21/22,16.3,3.9,4.8,0.634,7.5,0,118,112,17.1,0.9,21.9,1.9,False
LeBron James,LAL,21/22,30.3,8.2,6.2,0.402,7.5,0,117,111,26.2,7.7,32.3,5.1,True
Dejounte Murray,SAS,21/22,21.1,8.3,9.2,0.415,7.3,0,113,108,22.3,5.4,27.3,4.4,True
Tyrese Maxey,PHI,21/22,17.5,3.2,4.3,0.622,7.3,0,121,115,16.2,0.6,20.2,1.8,False
Jonas Valančiūnas,NOP,21/22,17.8,11.4,2.6,0.439,7.3,0,118,111,21.2,1.9,23.8,2.2,False
Deandre Ayton,PHO,21/22,17.2,10.2,1.4,0.78,7.3,0,124,105,21.9,2.8,21.4,2.1,False
Miles Bridges,CHA,21/22,20.2,7.0,3.8,0.524,7.2,0,117,114,17.9,1.5,22.6,2.5,False
Ivica Zubac,LAC,21/22,10.3,8.5,1.6,0.512,7.2,0,126,107,19.2,0.7,16.8,1.3,False
Desmond Bane,MEM,21/22,18.2,4.4,2.7,0.683,7.2,0,119,110,17.6,2.7,23.1,2.7,False
Donovan Mitchell,UTA,21/22,25.9,4.2,5.3,0.598,7.2,0,114,111,21.6,4.3,32.9,3.6,False
Bam Adebayo,MIA,21/22,19.1,10.1,3.4,0.646,7.2,0,117,104,21.8,3.8,25.0,2.7,False
Jakob Poeltl,SAS,21/22,13.5,9.3,2.8,0.415,6.9,0,123,110,20.8,1.6,18.3,1.7,False
Jrue Holiday,MIL,21/22,18.3,4.5,6.8,0.622,6.9,0,117,112,19.8,3.2,23.5,2.9,False
Steven Adams,MEM,21/22,6.9,10.0,3.4,0.683,6.8,0,125,108,17.6,2.0,12.0,2.0,False
Kevon Looney,GSW,21/22,6.0,7.3,2.0,0.646,6.8,0,128,105,15.7,0.9,12.2,1.3,False
Mike Conley,UTA,21/22,13.7,3.0,5.3,0.598,6.7,0,120,111,17.2,3.1,20.9,2.7,False
Ja Morant,MEM,21/22,27.4,5.7,6.7,0.683,6.7,0,116,111,24.4,6.1,33.7,3.9,False
Fred VanVleet,TOR,21/22,20.3,4.4,6.7,0.585,6.7,0,115,111,17.3,3.6,23.7,3.5,False
Scottie Barnes,TOR,21/22,15.3,7.5,3.5,0.585,6.6,0,116,111,16.3,0.9,19.0,1.9,False
Dorian Finney-Smith,DAL,21/22,11.0,4.7,1.9,0.634,6.6,0,119,110,12.5,0.8,13.8,1.9,False
Kyle Lowry,MIA,21/22,13.4,4.5,7.5,0.646,6.4,0,118,110,15.0,2.0,18.2,2.1,True
Darius Garland,CLE,21/22,21.7,3.3,8.6,0.537,6.3,0,112,112,19.0,2.6,27.8,2.8,True
Brandon Clarke,MEM,21/22,10.4,5.3,1.3,0.683,6.3,0,138,108,23.7,4.2,17.7,2.0,True
Alec Burks,NYK,21/22,11.7,4.9,3.0,0.451,6.1,0,117,110,13.7,0.8,17.7,1.7,False
Harrison Barnes,SAC,21/22,16.4,5.6,2.4,0.366,6.0,0,121,118,15.7,0.2,18.8,1.4,False
Jarred Vanderbilt,MIN,21/22,6.9,8.4,1.3,0.561,6.0,0,127,108,15.3,0.2,10.9,1.1,False
Jordan Poole,GSW,21/22,18.5,3.4,4.0,0.646,6.0,0,112,110,16.1,1.0,26.0,1.7,False
Chris Boucher,TOR,21/22,9.4,6.2,0.3,0.585,6.0,0,124,108,17.9,0.1,17.8,0.9,False
Daniel Gafford,WAS,21/22,9.4,5.7,0.9,0.427,6.0,0,134,111,21.8,1.6,16.7,1.3,True
