Player,Team,Season,ORtg,DRtg,PER,BPM,USG%,VORP
Bismack Biyombo,CHO,20/21,113,113,11.7,-3.0,11.5,-0.4
Buddy Hield,SAC,20/21,109,119,12.8,-0.6,20.7,0.9
De'Anthony Melton,MEM,20/21,110,109,15.2,2.3,19.5,1.1
Torrey Craig,MILPHO,20/21,120,109,14.2,0.4,14.3,0.5
KJ Martin,HOU,20/21,117,114,14.6,-1.8,15.6,0.0
Will Barton,DEN,20/21,107,114,11.8,-1.9,19.0,0.1
Kelly Oubre Jr.,GSW,20/21,103,110,13.3,-1.9,22.1,0.0
Nikola Jokić,DEN,21/22,126,105,32.8,13.7,31.9,9.8
Giannis Antetokounmpo,MIL,21/22,124,106,32.1,11.2,34.9,7.4
Joel Embiid,PHI,21/22,119,105,31.2,9.2,37.2,6.5
Rudy Gobert,UTA,21/22,137,103,24.7,4.6,16.9,3.6
Karl-Anthony Towns,MIN,21/22,121,110,24.1,5.0,27.8,4.4
Trae Young,ATL,21/22,119,118,25.4,5.2,34.4,4.8
Robert Williams,BOS,21/22,148,102,22.1,5.5,11.5,3.4
Jayson Tatum,BOS,21/22,113,106,21.8,5.0,32.1,4.8
Chris Paul,PHO,21/22,124,107,20.8,5.4,19.7,4.0
Jimmy Butler,MIA,21/22,124,108,23.6,6.3,26.5,4.0
Mikal Bridges,PHO,21/22,125,110,14.4,1.6,15.0,2.6
DeMar DeRozan,CHI,21/22,117,115,23.1,2.5,31.8,3.1
Mitchell Robinson,NYK,21/22,143,106,20.7,2.2,11.4,2.0
Jarrett Allen,CLE,21/22,132,106,23.0,3.9,18.1,2.7
Kevin Durant,BRK,21/22,121,112,25.6,7.2,31.2,4.8
Clint Capela,ATL,21/22,132,109,21.4,2.0,15.5,2.1
Dwight Powell,DAL,21/22,142,110,18.1,0.9,14.0,1.3
Pascal Siakam,TOR,21/22,116,110,20.3,3.5,25.8,3.6
Stephen Curry,GSW,21/22,115,108,21.4,5.8,30.8,4.4
James Harden,BRKPHI,21/22,115,111,20.9,4.0,27.2,3.7
Luka Dončić,DAL,21/22,110,107,25.1,8.2,37.4,5.9
Devin Booker,PHO,21/22,113,109,21.3,4.1,32.0,3.6
Al Horford,BOS,21/22,124,104,16.7,4.3,14.8,3.2
Jalen Brunson,DAL,21/22,118,112,17.1,0.9,21.9,1.9
LeBron James,LAL,21/22,117,111,26.2,7.7,32.3,5.1
Dejounte Murray,SAS,21/22,113,108,22.3,5.4,27.3,4.4
Tyrese Maxey,PHI,21/22,121,115,16.2,0.6,20.2,1.8
Jonas Valančiūnas,NOP,21/22,118,111,21.2,1.9,23.8,2.2
Montrezl Harrell,CHOWAS,21/22,134,114,23.2,3.9,20.2,2.4
Deandre Ayton,PHO,21/22,124,105,21.9,2.8,21.4,2.1
Miles Bridges,CHO,21/22,117,114,17.9,1.5,22.6,2.5
Ivica Zubac,LAC,21/22,126,107,19.2,0.7,16.8,1.3
Desmond Bane,MEM,21/22,119,110,17.6,2.7,23.1,2.7
Donovan Mitchell,UTA,21/22,114,111,21.6,4.3,32.9,3.6
Bam Adebayo,MIA,21/22,117,104,21.8,3.8,25.0,2.7
Domantas Sabonis,INDSAC,21/22,121,113,21.9,4.1,22.3,3.2
Tyrese Haliburton,INDSAC,21/22,119,115,18.2,2.6,19.0,3.1
Jakob Poeltl,SAS,21/22,123,110,20.8,1.6,18.3,1.7
Jrue Holiday,MIL,21/22,117,112,19.8,3.2,23.5,2.9
Steven Adams,MEM,21/22,125,108,17.6,2.0,12.0,2.0
Kevon Looney,GSW,21/22,128,105,15.7,0.9,12.2,1.3
Mike Conley,UTA,21/22,120,111,17.2,3.1,20.9,2.7
Ja Morant,MEM,21/22,116,111,24.4,6.1,33.7,3.9
Fred VanVleet,TOR,21/22,115,111,17.3,3.6,23.7,3.5
Scottie Barnes,TOR,21/22,116,111,16.3,0.9,19.0,1.9
Dorian Finney-Smith,DAL,21/22,119,110,12.5,0.8,13.8,1.9
Kyle Lowry,MIA,21/22,118,110,15.0,2.0,18.2,2.1
Darius Garland,CLE,21/22,112,112,19.0,2.6,27.8,2.8
Brandon Clarke,MEM,21/22,138,108,23.7,4.2,17.7,2.0
Alec Burks,NYK,21/22,117,110,13.7,0.8,17.7,1.7
Harrison Barnes,SAC,21/22,121,118,15.7,0.2,18.8,1.4
Jarred Vanderbilt,MIN,21/22,127,108,15.3,0.2,10.9,1.1
Jordan Poole,GSW,21/22,112,110,16.1,1.0,26.0,1.7
Chris Boucher,TOR,21/22,124,108,17.9,0.1,17.8,0.9
Daniel Gafford,WAS,21/22,134,111,21.8,1.6,16.7,1.3
Terry Rozier,CHO,21/22,117,115,17.6,1.7,23.2,2.3
Zach LaVine,CHI,21/22,115,116,20.0,2.4,28.8,2.6
LaMelo Ball,CHO,21/22,111,112,19.7,3.4,28.2,3.3
Hassan Whiteside,UTA,21/22,132,104,22.9,2.1,17.1,1.2
Jaylen Brown,BOS,21/22,109,108,18.9,2.1,30.5,2.2
Kevin Love,CLE,21/22,117,108,19.6,4.5,25.1,2.7
Cameron Johnson,PHO,21/22,123,109,15.2,2.7,17.5,2.1
Gary Trent Jr.,TOR,21/22,114,112,14.7,0.2,21.8,1.3
Tobias Harris,PHI,21/22,113,112,15.9,0.0,21.7,1.3
Kristaps Porziņģis,DALWAS,21/22,116,107,23.7,3.9,29.5,2.2
Marcus Smart,BOS,21/22,110,107,13.6,0.5,18.3,1.5
Bobby Portis,MIL,21/22,115,110,17.7,0.2,21.3,1.1
Royce O'Neale,UTA,21/22,122,111,10.3,0.8,9.9,1.7
Terance Mann,LAC,21/22,117,112,13.4,-0.6,16.0,0.8
Isaiah Hartenstein,LAC,21/22,127,106,22.0,4.5,18.4,2.0
Monte Morris,DEN,21/22,120,115,14.7,0.0,17.4,1.1
Jaren Jackson Jr.,MEM,21/22,109,106,17.0,-0.1,25.4,1.0
Khris Middleton,MIL,21/22,112,112,18.1,1.6,26.7,1.9
Bojan Bogdanović,UTA,21/22,116,115,15.7,0.0,23.7,1.1
Evan Mobley,CLE,21/22,109,107,16.1,0.6,20.4,1.5
Aaron Gordon,DEN,21/22,115,114,15.3,-0.6,19.7,0.9
Gary Payton II,GSW,21/22,129,103,17.8,3.7,14.3,1.8
Andrew Wiggins,GSW,21/22,109,109,15.0,0.4,23.1,1.4
Derrick White,BOSSAS,21/22,114,112,14.8,0.9,19.9,1.6
Andre Drummond,BRKPHI,21/22,114,102,21.0,1.3,19.0,1.2
Tyus Jones,MEM,21/22,125,112,16.5,1.7,16.6,1.4
Grant Williams,BOS,21/22,122,109,11.2,-0.4,12.6,0.8
Jaxson Hayes,NOP,21/22,132,113,18.5,0.2,16.4,0.8
John Collins,ATL,21/22,122,114,18.7,1.5,20.5,1.5
P.J. Tucker,MIA,21/22,120,110,11.3,0.6,11.7,1.3
Wendell Carter Jr.,ORL,21/22,115,110,18.4,1.6,20.9,1.7
Lauri Markkanen,CLE,21/22,117,110,14.7,0.4,19.5,1.1
JaVale McGee,PHO,21/22,118,102,22.6,0.8,22.8,0.8
Keldon Johnson,SAS,21/22,114,114,15.2,-0.5,21.3,0.9
Otto Porter Jr.,GSW,21/22,121,104,15.9,3.1,15.0,1.8
Christian Wood,HOU,21/22,114,113,19.1,1.6,23.3,1.9
Bruce Brown,BRK,21/22,121,111,15.0,0.7,15.0,1.2
Mason Plumlee,CHO,21/22,122,111,14.7,0.0,11.7,0.9
Herbert Jones,NOP,21/22,114,112,12.3,-0.5,13.7,0.9
Shai Gilgeous-Alexander,OKC,21/22,111,113,20.9,3.4,30.8,2.7
Anthony Davis,LAL,21/22,115,109,23.9,3.8,27.1,2.0
Nikola Vučević,CHI,21/22,107,110,18.2,0.9,24.5,1.8
Luke Kennard,LAC,21/22,119,113,13.3,0.5,16.8,1.2
Mo Bamba,ORL,21/22,113,108,16.5,0.7,17.2,1.2
Pat Connaughton,MIL,21/22,124,113,13.4,1.2,14.0,1.4
Javonte Green,CHI,21/22,131,112,14.0,0.1,11.5,0.8
D'Angelo Russell,MIN,21/22,112,115,16.3,0.8,25.1,1.4
Josh Hart,NOPPOR,21/22,117,113,16.1,0.9,18.6,1.3
Jae Crowder,PHO,21/22,109,105,11.3,1.1,14.6,1.5
Anthony Edwards,MIN,21/22,108,112,16.5,1.2,26.4,2.0
Isaac Okoro,CLE,21/22,120,113,10.4,-1.7,12.4,0.1
Immanuel Quickley,NYK,21/22,114,112,14.6,0.2,22.2,1.0
Seth Curry,BRKPHI,21/22,115,115,13.7,-0.6,18.5,0.8
Onyeka Okongwu,ATL,21/22,138,111,19.8,0.8,14.0,0.7
John Konchar,MEM,21/22,133,109,14.0,1.5,9.9,1.2
Grayson Allen,MIL,21/22,122,114,12.7,0.4,15.2,1.1
Patrick Beverley,MIN,21/22,119,111,14.8,2.7,16.1,1.7
Spencer Dinwiddie,DALWAS,21/22,114,115,15.1,0.3,21.4,1.1
Franz Wagner,ORL,21/22,110,114,14.7,-0.7,21.2,0.8
Saddiq Bey,DET,21/22,110,116,14.0,-0.3,21.3,1.2
Caleb Martin,MIA,21/22,119,108,14.8,1.1,16.3,1.1
Duncan Robinson,MIA,21/22,113,112,10.6,-0.6,17.7,0.7
Obi Toppin,NYK,21/22,120,111,18.3,2.0,20.8,1.2
Cody Martin,CHO,21/22,120,114,12.7,-0.5,12.1,0.7
Jeff Green,DEN,21/22,119,115,12.5,-2.5,16.3,-0.2
Brandon Ingram,NOP,21/22,111,115,18.7,2.0,29.3,1.9
Amir Coffey,LAC,21/22,120,113,13.0,-0.3,15.8,0.7
Tyler Herro,MIA,21/22,107,111,16.2,0.7,28.8,1.5
Matisse Thybulle,PHI,21/22,116,108,11.2,1.1,9.5,1.3
OG Anunoby,TOR,21/22,112,111,14.8,0.5,20.5,1.1
Nicolas Batum,LAC,21/22,118,109,13.5,2.3,13.3,1.6
De'Anthony Melton,MEM,21/22,108,107,15.2,1.9,21.3,1.6
Evan Fournier,NYK,21/22,109,113,12.3,-0.7,20.8,0.7
Bogdan Bogdanović,ATL,21/22,114,116,15.4,1.3,21.6,1.5
Delon Wright,ATL,21/22,126,112,13.8,2.2,10.3,1.6
Danilo Gallinari,ATL,21/22,120,117,14.3,-0.2,18.4,0.8
Max Strus,MIA,21/22,116,112,12.7,0.9,18.1,1.2
Draymond Green,GSW,21/22,109,103,14.3,3.2,14.3,1.8
Malik Monk,LAL,21/22,112,115,14.4,-0.5,20.1,0.8
Jusuf Nurkić,POR,21/22,112,112,20.0,0.3,23.6,0.9
Carmelo Anthony,LAL,21/22,114,114,14.8,-0.5,20.4,0.7
CJ McCollum,NOPPOR,21/22,111,117,18.3,1.9,27.5,2.1
Trey Lyles,DETSAC,21/22,116,114,16.4,-0.3,20.7,0.7
Josh Richardson,BOSSAS,21/22,113,110,12.8,0.1,17.6,0.9
Jordan Clarkson,UTA,21/22,108,113,14.9,-0.6,26.8,0.7
Dwight Howard,LAL,21/22,128,109,18.2,-0.2,14.6,0.4
Dewayne Dedmon,MIA,21/22,117,105,15.9,-1.0,16.9,0.3
Kyle Anderson,MEM,21/22,110,106,14.4,1.2,16.2,1.2
Nic Claxton,BRK,21/22,130,111,18.6,0.5,15.1,0.6
Isaiah Stewart,DET,21/22,113,112,14.0,-3.3,14.6,-0.6
Drew Eubanks,PORSAS,21/22,120,113,18.0,-1.4,17.5,0.2
P.J. Washington,CHO,21/22,114,113,13.6,-0.1,15.6,0.9
Kyrie Irving,BRK,21/22,117,114,21.4,3.0,29.4,1.4
Damian Jones,SAC,21/22,128,113,18.3,0.3,16.2,0.6
Devin Vassell,SAS,21/22,109,112,13.3,-0.5,18.9,0.7
Kelly Oubre Jr.,CHO,21/22,111,115,14.9,-1.4,23.0,0.3
Richaun Holmes,SAC,21/22,127,114,17.8,-0.5,15.8,0.4
Robert Covington,LACPOR,21/22,108,110,12.4,0.2,13.5,1.1
Will Barton,DEN,21/22,108,114,13.4,-0.5,20.8,0.9
Naz Reid,MIN,21/22,113,109,17.2,0.0,21.4,0.6
Reggie Bullock,DAL,21/22,111,112,9.2,-1.4,13.3,0.3
Willy Hernangómez,NOP,21/22,122,111,22.2,0.2,22.5,0.5
Julius Randle,NYK,21/22,102,109,15.7,0.5,28.7,1.6
Myles Turner,IND,21/22,117,111,17.4,1.4,17.1,1.1
Payton Pritchard,BOS,21/22,120,110,15.0,1.8,18.6,1.0
LaMarcus Aldridge,BRK,21/22,119,112,19.6,0.7,22.4,0.7
Jae'Sean Tate,HOU,21/22,111,116,14.3,-1.8,19.6,0.1
Jonathan Kuminga,GSW,21/22,112,108,15.2,-1.5,22.7,0.1
Nemanja Bjelica,GSW,21/22,111,105,14.2,1.4,17.8,1.0
Ayo Dosunmu,CHI,21/22,113,115,11.2,-2.0,14.1,0.0
Maxi Kleber,DAL,21/22,109,107,11.0,-0.4,13.3,0.6
Dennis Schröder,BOSHOU,21/22,107,112,13.0,-1.9,22.6,0.0
KJ Martin,HOU,21/22,118,118,14.3,-1.2,16.3,0.4
Isaiah Roby,OKC,21/22,120,111,18.3,0.6,19.0,0.6
Tre Jones,SAS,21/22,120,114,15.0,-0.5,15.6,0.4
Cedi Osman,CLE,21/22,111,112,13.3,0.2,21.1,0.8
Austin Reaves,LAL,21/22,123,116,11.5,-1.9,12.4,0.0
Malik Beasley,MIN,21/22,111,116,11.9,-0.7,19.4,0.7
Gordon Hayward,CHO,21/22,113,116,15.1,-0.7,20.7,0.5
Patty Mills,BRK,21/22,112,117,10.4,-1.7,16.4,0.2
Norman Powell,LACPOR,21/22,116,119,16.3,-0.3,23.1,0.6
Kevin Huerter,ATL,21/22,112,117,11.9,-1.2,17.5,0.4
Kentavious Caldwell-Pope,WAS,21/22,109,116,12.6,-1.5,19.0,0.3
Jaylen Nowell,MIN,21/22,121,115,16.8,0.8,21.0,0.7
Georges Niang,PHI,21/22,113,115,10.7,-1.9,16.8,0.0
Jalen Smith,INDPHO,21/22,119,111,18.4,-0.5,20.3,0.3
Devonte' Graham,NOP,21/22,109,116,12.1,-1.0,19.5,0.5
Garrison Mathews,HOU,21/22,120,118,11.0,-2.3,14.4,-0.1
Moritz Wagner,ORL,21/22,118,112,18.1,1.6,22.9,0.9
JaMychal Green,DEN,21/22,114,109,14.1,-1.8,17.2,0.0
Malcolm Brogdon,IND,21/22,116,118,18.0,2.3,24.6,1.3
Damion Lee,GSW,21/22,111,109,10.9,-2.0,15.8,0.0
Taj Gibson,NYK,21/22,127,110,12.0,-2.0,10.0,0.0
Khem Birch,TOR,21/22,124,111,13.2,-1.3,11.2,0.2
Landry Shamet,PHO,21/22,111,112,10.2,-1.2,16.8,0.3
De'Aaron Fox,SAC,21/22,107,117,17.4,-0.6,29.1,0.7
Gabe Vincent,MIA,21/22,107,111,10.6,-1.4,17.8,0.2
Precious Achiuwa,TOR,21/22,105,110,12.7,-2.6,18.5,-0.2
Cory Joseph,DET,21/22,115,116,11.4,-2.1,14.3,0.0
Marcus Morris,LAC,21/22,108,112,13.7,-1.4,23.2,0.3
Jaden McDaniels,MIN,21/22,108,113,10.3,-2.9,15.3,-0.4
Deni Avdija,WAS,21/22,106,113,11.6,-1.7,16.3,0.1
Bones Hyland,DEN,21/22,109,112,14.4,-0.4,23.8,0.5
Josh Green,DAL,21/22,114,109,11.9,-1.0,13.9,0.3
Terry Taylor,IND,21/22,135,119,19.0,-0.6,15.9,0.2
Nikola Jokić,DEN,23/24,131,108,31.0,13.2,29.3,10.6
Shai Gilgeous-Alexander,OKC,23/24,129,110,29.3,9.0,32.8,7.1
Giannis Antetokounmpo,MIL,23/24,126,112,29.9,9.0,33.0,7.2
Domantas Sabonis,SAC,23/24,127,112,23.2,6.5,22.2,6.2
Luka Dončić,DAL,23/24,122,113,28.1,9.9,36.0,8.0
Anthony Davis,LAL,23/24,124,109,25.8,5.1,26.7,4.9
Rudy Gobert,MIN,23/24,131,104,19.3,1.8,15.4,2.5
Jalen Brunson,NYK,23/24,124,117,23.4,5.8,32.5,5.4
Jarrett Allen,CLE,23/24,131,110,21.8,3.0,19.4,3.1
Jayson Tatum,BOS,23/24,121,111,22.3,5.1,30.2,4.7
Devin Booker,PHO,23/24,124,117,21.9,3.0,29.8,3.1
DeMar DeRozan,CHI,23/24,122,118,19.7,1.8,25.8,2.8
Jimmy Butler,MIA,23/24,129,113,22.0,4.6,24.0,3.4
Tyrese Haliburton,IND,23/24,129,119,23.3,6.9,24.6,5.0
Chet Holmgren,OKC,23/24,122,108,20.4,3.4,21.6,3.3
Kawhi Leonard,LAC,23/24,124,114,23.2,5.5,26.5,4.4
LeBron James,LAL,23/24,120,114,23.7,6.5,29.2,5.4
Derrick White,BOS,23/24,126,112,16.9,3.8,18.6,3.5
Fred VanVleet,HOU,23/24,123,114,16.7,3.4,19.7,3.6
James Harden,LAC,23/24,125,116,18.6,4.1,20.6,3.8
Kevin Durant,PHO,23/24,118,114,21.2,4.0,29.0,4.3
Mike Conley,MIN,23/24,129,111,15.8,3.4,16.0,3.0
Tyrese Maxey,PHI,23/24,121,117,19.8,3.1,28.0,3.4
Isaiah Hartenstein,NYK,23/24,136,108,18.9,3.5,12.0,2.6
Kristaps Porziņģis,BOS,23/24,128,109,23.2,5.1,25.1,3.0
Daniel Gafford,DALWAS,23/24,140,112,21.7,2.6,14.7,2.1
Damian Lillard,MIL,23/24,120,118,19.6,2.1,28.4,2.7
Zion Williamson,NOP,23/24,119,113,22.8,3.8,29.7,3.3
Anthony Edwards,MIN,23/24,112,110,19.7,3.3,32.3,3.7
Joel Embiid,PHI,23/24,124,109,34.1,11.6,39.6,4.5
Paul George,LAC,23/24,119,114,19.3,3.2,26.6,3.3
Jalen Williams,OKC,23/24,122,114,19.1,2.3,23.7,2.4
Bam Adebayo,MIA,23/24,115,109,19.8,2.4,24.9,2.7
Stephen Curry,GSW,23/24,119,117,20.6,5.2,31.3,4.4
Aaron Gordon,DEN,23/24,125,114,16.8,1.3,17.8,1.9
Jonas Valančiūnas,NOP,23/24,123,110,19.8,1.2,20.8,1.6
Alperen Şengün,HOU,23/24,118,111,22.0,4.9,27.0,3.5
Kyrie Irving,DAL,23/24,122,116,21.9,4.9,28.1,3.6
Grayson Allen,PHO,23/24,130,117,13.8,1.3,14.5,2.0
Pascal Siakam,INDTOR,23/24,121,119,19.7,1.9,25.3,2.7
Ivica Zubac,LAC,23/24,132,113,19.3,0.8,16.4,1.3
Nic Claxton,BRK,23/24,124,111,18.7,1.2,15.6,1.7
Donte DiVincenzo,NYK,23/24,120,113,16.0,3.4,21.3,3.2
De'Aaron Fox,SAC,23/24,113,114,20.1,2.7,31.0,3.2
Donovan Mitchell,CLE,23/24,117,111,22.1,5.8,31.4,3.9
Franz Wagner,ORL,23/24,116,112,17.6,1.2,25.7,1.9
Herbert Jones,NOP,23/24,124,113,13.2,0.6,14.1,1.6
Clint Capela,ATL,23/24,128,115,20.7,0.1,17.3,1.0
Jrue Holiday,BOS,23/24,121,113,14.4,2.1,16.3,2.4
Karl-Anthony Towns,MIN,23/24,115,109,18.8,2.5,27.4,2.3
Al Horford,BOS,23/24,135,111,15.0,3.6,12.0,2.5
Lauri Markkanen,UTA,23/24,128,120,21.5,3.6,25.0,2.6
Michael Porter Jr.,DEN,23/24,117,114,15.5,0.1,20.7,1.3
Payton Pritchard,BOS,23/24,129,115,15.3,1.0,17.2,1.4
Tobias Harris,PHI,23/24,118,114,16.5,0.9,20.7,1.7
CJ McCollum,NOP,23/24,118,114,17.9,3.1,24.7,2.8
Jaylen Brown,BOS,23/24,113,112,18.6,0.7,28.9,1.6
Jamal Murray,DEN,23/24,119,114,20.7,4.1,27.9,2.9
Austin Reaves,LAL,23/24,119,118,15.5,0.4,20.3,1.6
Brook Lopez,MIL,23/24,121,114,14.8,1.0,16.0,1.8
Myles Turner,IND,23/24,120,115,19.3,0.9,23.4,1.5
Jusuf Nurkić,PHO,23/24,114,108,17.4,1.1,19.1,1.6
Josh Hart,NYK,23/24,115,113,11.8,0.0,13.5,1.4
Jabari Smith Jr.,HOU,23/24,116,113,13.8,-0.4,17.6,1.0
Moritz Wagner,ORL,23/24,126,112,20.6,2.0,22.8,1.4
Evan Mobley,CLE,23/24,122,109,20.1,2.9,20.6,1.9
Collin Sexton,UTA,23/24,122,123,19.9,1.9,27.5,2.0
Nikola Vučević,CHI,23/24,114,115,17.7,0.1,23.3,1.4
Trey Murphy III,NOP,23/24,127,114,16.3,2.5,18.6,1.9
Paolo Banchero,ORL,23/24,109,112,17.3,1.3,29.7,2.3
Keegan Murray,SAC,23/24,117,116,13.3,-0.9,18.1,0.8
Nick Richards,CHO,23/24,134,118,16.7,-2.3,13.3,-0.1
Paul Reed,PHI,23/24,123,110,17.4,0.4,15.9,0.9
Brandon Ingram,NOP,23/24,115,114,18.2,1.2,27.2,1.7
D'Angelo Russell,LAL,23/24,116,118,16.0,0.9,23.0,1.8
Luke Kornet,BOS,23/24,157,110,19.8,3.4,11.0,1.3
Tre Jones,SAS,23/24,123,118,14.7,-0.4,15.2,0.9
Dereck Lively II,DAL,23/24,139,112,18.1,0.5,12.6,0.8
Andre Drummond,CHI,23/24,119,107,23.0,0.1,21.3,0.7
Naz Reid,MIN,23/24,111,107,16.0,1.5,23.1,1.7
Alex Caruso,CHI,23/24,119,113,14.5,2.5,14.7,2.3
Kelly Olynyk,TORUTA,23/24,124,118,17.4,1.8,17.5,1.7
Dejounte Murray,ATL,23/24,114,119,17.7,1.7,26.6,2.6
Sam Hauser,BOS,23/24,126,114,13.0,1.2,15.0,1.4
Jalen Duren,DET,23/24,122,115,18.7,-0.1,18.5,0.9
Trayce Jackson-Davis,GSW,23/24,136,112,21.6,2.8,16.4,1.4
Kentavious Caldwell-Pope,DEN,23/24,119,115,10.7,-1.4,12.9,0.4
Obi Toppin,IND,23/24,129,119,16.5,1.5,16.8,1.5
Immanuel Quickley,NYKTOR,23/24,119,119,16.7,1.3,23.8,1.7
Jalen Suggs,ORL,23/24,113,110,14.1,1.0,19.7,1.5
Coby White,CHI,23/24,115,120,14.5,-0.7,22.7,0.9
Bobby Portis,MIL,23/24,115,113,17.5,-0.8,22.9,0.6
Harrison Barnes,SAC,23/24,122,119,11.9,-1.8,15.7,0.1
Trae Young,ATL,23/24,117,122,20.3,2.6,30.5,2.2
Jonathan Kuminga,GSW,23/24,117,116,17.0,-0.4,24.1,0.8
Luguentz Dort,OKC,23/24,117,114,11.1,-1.6,15.4,0.2
Tyus Jones,WAS,23/24,126,121,16.5,0.7,16.3,1.3
Onyeka Okongwu,ATL,23/24,138,118,16.9,-0.4,13.7,0.5
Kyle Anderson,MIN,23/24,114,109,12.7,1.1,14.5,1.4
Wendell Carter Jr.,ORL,23/24,122,111,15.9,0.9,17.2,1.0
John Collins,UTA,23/24,121,118,17.5,-0.9,20.4,0.5
Chris Paul,GSW,23/24,124,115,14.7,1.0,15.6,1.2
Amen Thompson,HOU,23/24,118,109,18.2,1.8,18.5,1.3
Josh Giddey,OKC,23/24,111,112,16.6,1.5,23.1,1.8
Scottie Barnes,TOR,23/24,114,116,19.5,3.7,24.8,3.0
Nickeil Alexander-Walker,MIN,23/24,115,111,10.9,0.2,14.8,1.1
Mikal Bridges,BRK,23/24,112,118,14.9,-0.4,24.3,1.2
Isaac Okoro,CLE,23/24,121,115,11.4,-1.1,13.9,0.4
Terance Mann,LAC,23/24,127,119,12.0,-1.5,13.6,0.2
Brandin Podziemski,GSW,23/24,118,115,13.0,-0.1,15.4,0.9
Rui Hachimura,LAL,23/24,121,117,15.0,-0.9,18.5,0.5
Norman Powell,LAC,23/24,120,119,13.9,-0.8,20.0,0.6
Ayo Dosunmu,CHI,23/24,118,119,13.4,-0.8,17.2,0.7
Walker Kessler,UTA,23/24,128,114,18.0,0.9,12.8,1.1
Aaron Nesmith,IND,23/24,123,119,12.8,-0.5,16.0,0.8
Larry Nance Jr.,NOP,23/24,131,111,14.9,2.0,11.3,1.2
Kevon Looney,GSW,23/24,134,113,15.1,0.6,11.3,0.8
Cason Wallace,OKC,23/24,122,113,12.0,0.1,12.9,0.9
Jaime Jaquez Jr.,MIA,23/24,112,113,12.9,-1.9,18.7,0.1
Jalen Smith,IND,23/24,133,117,20.7,2.4,19.4,1.2
Bogdan Bogdanović,ATL,23/24,116,120,14.7,0.2,22.3,1.4
Bradley Beal,PHO,23/24,117,117,16.3,0.4,22.7,1.1
Deandre Ayton,POR,23/24,115,114,18.9,0.3,21.1,1.0
Max Strus,CLE,23/24,112,114,11.7,-0.6,17.4,0.8
Terry Rozier,CHOMIA,23/24,114,118,17.3,1.5,25.9,1.8
T.J. McConnell,IND,23/24,121,117,20.9,3.0,23.7,1.6
Julius Randle,NYK,23/24,113,114,18.9,1.9,29.9,1.6
Jalen Johnson,ATL,23/24,117,116,16.3,1.2,19.1,1.5
Jakob Poeltl,TOR,23/24,125,115,18.9,0.7,16.2,0.9
Victor Wembanyama,SAS,23/24,104,106,23.1,5.2,32.2,3.8
Goga Bitadze,ORL,23/24,128,107,17.8,2.1,13.3,1.0
Aaron Wiggins,OKC,23/24,125,113,15.6,0.7,16.4,0.8
Spencer Dinwiddie,BRKLAL,23/24,117,119,11.7,-1.9,16.6,0.1
Miles McBride,NYK,23/24,126,116,13.1,-0.1,16.4,0.6
Cole Anthony,ORL,23/24,110,111,14.6,0.1,23.7,1.0
Duncan Robinson,MIA,23/24,114,115,12.2,-0.9,19.0,0.6
Devin Vassell,SAS,23/24,113,118,15.7,0.0,23.5,1.1
Caris LeVert,CLE,23/24,110,113,14.6,0.2,23.1,1.1
Draymond Green,GSW,23/24,116,112,14.5,2.4,15.3,1.6
Jonathan Isaac,ORL,23/24,124,105,19.2,3.8,16.7,1.4
Klay Thompson,GSW,23/24,113,118,13.9,-0.4,24.2,0.9
Malik Beasley,MIL,23/24,117,118,10.3,-1.8,14.6,0.1
Kyle Lowry,MIAPHI,23/24,118,114,10.9,-1.0,12.9,0.4
Malik Monk,SAC,23/24,113,117,16.0,0.6,25.9,1.2
Isaiah Joe,OKC,23/24,121,115,13.4,0.9,16.6,1.0
Buddy Hield,INDPHI,23/24,114,118,13.3,0.4,19.2,1.3
Saddiq Bey,ATL,23/24,120,121,13.1,-1.8,17.0,0.1
Precious Achiuwa,NYKTOR,23/24,114,112,14.6,-1.4,15.9,0.2
Royce O'Neale,BRKPHO,23/24,115,115,11.1,0.0,13.9,1.0
Christian Braun,DEN,23/24,116,114,12.1,-1.9,15.7,0.0
Khris Middleton,MIL,23/24,115,116,17.0,1.1,23.9,1.2
Jaden McDaniels,MIN,23/24,108,112,9.4,-2.6,15.7,-0.3
Cameron Johnson,BRK,23/24,118,117,14.5,0.4,19.6,1.0
Nicolas Batum,LACPHI,23/24,126,115,10.2,-0.4,8.6,0.6
Isaiah Jackson,IND,23/24,135,112,21.5,1.7,17.2,0.7
Dennis Schröder,BRKTOR,23/24,114,121,13.3,-1.8,20.3,0.1
Kevin Love,MIA,23/24,121,109,18.5,3.6,21.9,1.3
Deni Avdija,WAS,23/24,112,119,14.9,-0.9,20.2,0.6
Dwight Powell,DAL,23/24,147,115,14.5,-0.3,9.1,0.4
Drew Eubanks,PHO,23/24,123,113,14.4,-1.2,13.2,0.2
Derrick Jones Jr.,DAL,23/24,116,116,11.7,-1.5,14.9,0.2
Haywood Highsmith,MIA,23/24,118,112,11.1,-0.7,12.4,0.5
Desmond Bane,MEM,23/24,114,116,18.5,2.8,28.5,1.7
Jalen Green,HOU,23/24,107,115,14.7,-0.5,27.4,1.0
Keldon Johnson,SAS,23/24,112,118,14.2,-1.7,21.9,0.2
Kelly Oubre Jr.,PHI,23/24,109,114,13.5,-2.3,22.4,-0.1
Jaren Jackson Jr.,MEM,23/24,107,113,17.4,0.4,30.4,1.3
