Player,Team,Season,ORtg,DRtg,PER,BPM,USG%,VORP
Gordon Hayward,UTA,14/15,111,105,20.2,4.0,26.2,4.0
Al Horford,ATL,14/15,114,102,21.4,4.1,22.2,3.6
Kawhi Leonard,SAS,14/15,113,96,22.0,5.9,23.0,4.1
LaMarcus Aldridge,POR,14/15,108,102,22.8,2.9,30.2,3.1
Marcin Gortat,WAS,14/15,114,100,18.2,1.5,17.6,2.1
Draymond Green,GSW,14/15,110,97,16.4,3.5,17.2,3.5
Derrick Favors,UTA,14/15,113,102,21.8,2.5,23.8,2.6
Paul Millsap,ATL,14/15,109,99,20.0,3.4,23.8,3.3
Jonas Valančiūnas,TOR,14/15,121,105,20.6,0.5,19.1,1.3
Danny Green,SAS,14/15,114,100,16.5,4.6,17.5,3.8
John Wall,WAS,14/15,105,102,19.9,3.6,26.1,4.0
Jeff Teague,ATL,14/15,111,104,20.6,2.9,25.3,2.8
Andre Drummond,DET,14/15,107,100,21.4,-0.1,22.0,1.2
Kyle Korver,ATL,14/15,122,106,14.8,2.8,14.4,3.0
Dirk Nowitzki,DAL,14/15,113,107,19.2,2.2,24.9,2.4
Zach Randolph,MEM,14/15,107,101,19.5,1.3,24.3,1.9
Kyle Lowry,TOR,14/15,110,107,19.3,3.0,25.4,3.1
DeMarre Carroll,ATL,14/15,117,104,15.9,1.7,16.9,2.0
Nikola Vučević,ORL,14/15,109,106,21.5,0.9,26.0,1.8
Ty Lawson,DEN,14/15,113,111,18.5,2.2,20.6,2.8
Brook Lopez,BRK,14/15,112,105,22.7,1.2,26.3,1.6
Eric Bledsoe,PHO,14/15,107,106,18.4,2.1,23.7,2.9
Mike Conley,MEM,14/15,110,104,18.6,2.8,23.7,2.7
Greg Monroe,DET,14/15,110,103,21.2,2.0,23.9,2.1
Goran Dragić,MIAPHO,14/15,112,110,17.4,0.8,21.8,1.8
Tristan Thompson,CLE,14/15,121,106,15.6,-1.2,14.0,0.4
Harrison Barnes,GSW,14/15,116,104,13.4,0.1,14.9,1.2
JJ Redick,LAC,14/15,118,111,16.2,1.3,21.0,2.0
Khris Middleton,MIL,14/15,109,102,15.6,1.6,19.9,2.2
Lou Williams,TOR,14/15,114,109,19.9,2.6,27.0,2.3
Trevor Ariza,HOU,14/15,107,103,12.7,1.0,16.5,2.2
Tyler Zeller,BOS,14/15,119,105,18.9,0.9,19.6,1.3
Enes Freedom,OKCUTA,14/15,111,106,20.3,-0.9,24.7,0.6
Ed Davis,LAL,14/15,124,107,20.0,1.5,14.8,1.6
Giannis Antetokounmpo,MIL,14/15,105,101,14.8,0.0,19.6,1.2
Wesley Matthews,POR,14/15,114,105,16.1,3.1,19.8,2.6
Patrick Patterson,TOR,14/15,122,108,14.6,2.5,13.1,2.4
Rudy Gay,SAC,14/15,110,110,19.7,2.7,27.0,2.9
Brandan Wright,BOSDALPHO,14/15,133,104,20.4,3.7,13.6,2.1
Isaiah Thomas,BOSPHO,14/15,114,109,20.6,3.2,27.8,2.3
DeMarcus Cousins,SAC,14/15,104,101,25.2,4.3,34.1,3.2
Nikola Mirotić,CHI,14/15,111,101,17.9,2.3,22.8,1.8
Anthony Morrow,OKC,14/15,124,108,14.8,1.8,16.5,1.7
Timofey Mozgov,CLEDEN,14/15,113,105,16.6,-0.7,16.9,0.7
Kenneth Faried,DEN,14/15,111,106,18.4,-0.1,20.3,1.0
Serge Ibaka,OKC,14/15,109,104,16.6,0.9,18.9,1.6
Joakim Noah,CHI,14/15,109,102,15.3,2.1,13.7,2.1
Chandler Parsons,DAL,14/15,112,108,16.3,1.6,20.6,2.0
Paul Pierce,WAS,14/15,112,104,15.2,1.5,19.9,1.7
George Hill,IND,14/15,117,103,21.5,5.3,23.8,2.3
Luol Deng,MIA,14/15,110,109,15.5,0.0,19.5,1.2
Brandon Bass,BOS,14/15,112,106,16.3,0.0,19.5,1.0
Hassan Whiteside,MIA,14/15,117,97,26.2,4.1,21.1,1.8
Andrew Bogut,GSW,14/15,110,97,15.8,2.4,13.2,1.8
Nicolas Batum,POR,14/15,106,103,13.1,2.1,14.6,2.4
Jeff Green,BOSMEM,14/15,106,106,14.4,-0.2,21.9,1.2
Robin Lopez,POR,14/15,117,104,16.2,0.1,15.5,0.9
Amir Johnson,TOR,14/15,115,107,15.4,-0.1,15.7,0.9
Andre Iguodala,GSW,14/15,110,103,12.3,0.9,13.3,1.5
Ömer Aşık,NOP,14/15,112,105,15.5,-1.2,14.0,0.4
Gorgui Dieng,MIN,14/15,113,108,17.2,0.2,15.0,1.2
Reggie Jackson,DETOKC,14/15,106,108,17.2,1.1,24.6,1.8
P.J. Tucker,PHO,14/15,108,105,12.5,0.4,13.9,1.4
Courtney Lee,MEM,14/15,109,106,11.5,-0.5,15.2,0.9
Taj Gibson,CHI,14/15,112,104,16.1,-0.4,17.6,0.7
Tobias Harris,ORL,14/15,107,108,16.7,0.5,22.5,1.5
Kevin Durant,OKC,14/15,121,105,27.6,10.0,29.1,2.8
Mason Plumlee,BRK,14/15,109,103,18.0,0.1,19.2,0.9
Al Jefferson,CHO,14/15,101,100,19.7,1.6,26.3,1.8
Donatas Motiejūnas,HOU,14/15,107,105,14.4,-0.5,19.1,0.8
Tyreke Evans,NOP,14/15,103,107,17.7,1.2,26.1,2.2
Markieff Morris,PHO,14/15,102,105,15.8,-0.3,23.3,1.1
Cory Joseph,SAS,14/15,115,104,15.5,1.4,17.0,1.2
Brandon Knight,MILPHO,14/15,103,104,17.1,1.6,25.9,1.9
Kemba Walker,CHO,14/15,103,104,17.6,2.3,25.9,2.3
Luis Scola,IND,14/15,104,101,16.8,-0.3,22.8,0.7
Marvin Williams,CHO,14/15,106,103,11.8,0.0,13.3,1.0
Matt Barnes,LAC,14/15,108,107,11.3,-0.3,14.9,1.0
David West,IND,14/15,103,102,16.0,1.6,21.0,1.7
Roy Hibbert,IND,14/15,101,101,15.4,-1.2,21.3,0.4
Devin Harris,DAL,14/15,113,108,14.8,1.4,18.0,1.4
Zaza Pachulia,MIL,14/15,103,100,15.6,0.4,19.1,1.0
Jared Dudley,MIL,14/15,112,104,12.3,0.6,13.5,1.1
Mike Dunleavy,CHI,14/15,113,106,11.6,0.0,14.2,0.9
Steven Adams,OKC,14/15,108,104,14.1,-1.3,14.3,0.3
Tony Allen,MEM,14/15,103,98,14.6,1.6,16.6,1.5
James Johnson,TOR,14/15,114,104,17.9,2.4,17.4,1.5
Joe Johnson,BRK,14/15,105,110,14.1,-0.1,20.3,1.3
Tony Parker,SAS,14/15,105,107,15.9,-1.3,24.5,0.3
Tiago Splitter,SAS,14/15,117,101,18.9,2.3,18.4,1.1
Rodney Stuckey,IND,14/15,104,105,15.4,0.3,23.4,1.1
Bismack Biyombo,CHO,14/15,115,99,15.2,-1.1,11.6,0.3
Jared Sullinger,BOS,14/15,106,103,17.9,1.1,23.6,1.2
Ersan İlyasova,MIL,14/15,111,103,16.8,1.1,22.1,1.0
C.J. Watson,IND,14/15,110,104,15.4,1.3,18.8,1.2
Nerlens Noel,PHI,14/15,96,99,15.0,-0.3,17.0,1.0
Marcus Morris,PHO,14/15,107,107,13.7,0.1,19.0,1.1
Marreese Speights,GSW,14/15,108,102,19.5,-1.9,29.1,0.0
Robert Covington,PHI,14/15,104,104,14.7,0.7,21.8,1.3
DeMar DeRozan,TOR,14/15,104,109,17.4,-0.9,28.4,0.6
Danilo Gallinari,DEN,14/15,114,109,16.8,2.4,21.5,1.6
Aron Baynes,SAS,14/15,116,103,15.9,-1.8,17.8,0.1
Jae Crowder,BOSDAL,14/15,108,104,13.9,0.5,17.5,1.0
Cody Zeller,CHO,14/15,108,102,14.1,-0.6,15.6,0.5
Darren Collison,SAC,14/15,112,110,17.5,2.1,20.9,1.6
Michael Kidd-Gilchrist,CHO,14/15,106,103,15.1,-0.5,18.4,0.6
Kris Humphries,WAS,14/15,108,101,15.4,-1.0,18.3,0.3
Bradley Beal,WAS,14/15,102,105,14.0,0.1,22.5,1.1
Manu Ginóbili,SAS,14/15,103,102,16.2,1.7,23.9,1.5
J.R. Smith,CLENYK,14/15,107,108,13.6,0.7,19.3,1.5
Wilson Chandler,DEN,14/15,104,109,13.2,-0.6,20.1,0.9
Boris Diaw,SAS,14/15,103,105,12.7,-0.4,18.3,0.8
Deron Williams,BRK,14/15,105,109,15.7,0.2,22.3,1.2
Monta Ellis,DAL,14/15,100,107,16.5,-0.1,27.9,1.3
John Henson,MIL,14/15,106,98,18.0,0.7,18.1,0.8
Chris Bosh,MIA,14/15,106,106,19.8,1.3,28.4,1.3
Jamal Crawford,LAC,14/15,106,109,16.6,0.7,27.6,1.2
Trevor Booker,UTA,14/15,107,104,15.3,-0.2,18.1,0.7
Amar'e Stoudemire,DALNYK,14/15,112,107,20.3,0.1,23.8,0.7
C.J. Miles,IND,14/15,103,104,14.1,0.9,23.9,1.3
Gerald Henderson,CHO,14/15,102,106,13.2,-1.4,20.7,0.4
Beno Udrih,MEM,14/15,108,105,15.4,0.5,19.6,0.9
Chris Andersen,MIA,14/15,121,103,16.1,1.1,12.3,0.9
Kelly Olynyk,BOS,14/15,105,102,15.9,0.4,21.1,0.8
Dwight Howard,HOU,14/15,105,100,19.2,-0.4,23.3,0.5
Jason Terry,HOU,14/15,112,106,11.4,0.5,14.3,1.0
Solomon Hill,IND,14/15,101,105,10.2,-1.5,15.9,0.3
Dwyane Wade,MIA,14/15,102,108,21.4,2.1,34.7,2.1
Ryan Anderson,NOP,14/15,109,110,15.6,-0.3,23.4,0.7
Victor Oladipo,ORL,14/15,101,108,15.9,-0.4,25.2,1.1
Patrick Beverley,HOU,14/15,107,106,11.3,0.1,16.1,0.9
Jonas Jerebko,BOSDET,14/15,114,105,15.0,0.9,16.2,0.9
Tyler Hansbrough,TOR,14/15,132,107,13.3,-1.3,10.5,0.2
D.J. Augustin,DETOKC,14/15,107,110,13.9,-1.2,19.8,0.4
Alex Len,PHO,14/15,107,103,13.5,-1.8,13.7,0.1
Jrue Holiday,NOP,14/15,109,107,18.8,2.8,23.1,1.6
Brandon Jennings,DET,14/15,110,109,19.7,3.3,26.3,1.6
Kosta Koufos,MEM,14/15,103,99,14.2,-1.2,15.8,0.2
Al-Farouq Aminu,DAL,14/15,107,102,14.4,0.7,15.2,1.0
Chris Kaman,POR,14/15,103,101,17.3,-0.8,22.5,0.4
Shaun Livingston,GSW,14/15,107,104,12.9,-0.8,15.9,0.4
Aaron Brooks,CHI,14/15,103,107,14.4,-0.8,25.0,0.5
Alexis Ajinça,NOP,14/15,113,103,19.9,-0.3,21.1,0.4
David Lee,GSW,14/15,112,100,17.8,0.9,19.6,0.7
Jodie Meeks,DET,14/15,110,109,14.1,-0.5,20.1,0.5
Tarik Black,HOULAL,14/15,118,108,14.7,-2.1,13.8,0.0
Thaddeus Young,BRKMIN,14/15,102,109,15.7,-0.1,21.5,1.1
Corey Brewer,HOUMIN,14/15,101,106,13.9,-1.0,21.6,0.5
Nenê,WAS,14/15,100,102,14.3,-0.8,21.8,0.5
Terrence Jones,HOU,14/15,114,102,18.3,1.2,18.4,0.7
Quincy Pondexter,MEMNOP,14/15,112,110,9.9,-2.1,13.8,0.0
Marcus Smart,BOS,14/15,101,104,11.0,-0.5,15.1,0.7
Marco Belinelli,SAS,14/15,107,106,12.4,-1.0,18.8,0.4
Carmelo Anthony,NYK,14/15,106,110,21.5,3.0,32.2,1.8
Eric Gordon,NOP,14/15,106,111,12.7,-1.0,19.8,0.5
Lavoy Allen,IND,14/15,109,102,14.9,0.0,15.2,0.6
Kentavious Caldwell-Pope,DET,14/15,101,109,11.2,-1.7,19.5,0.2
Leandro Barbosa,GSW,14/15,111,104,15.3,0.3,20.5,0.6
O.J. Mayo,MIL,14/15,101,105,13.5,-0.6,23.6,0.6
Carl Landry,SAC,14/15,115,111,14.9,-2.3,18.1,-0.1
Meyers Leonard,POR,14/15,117,102,14.8,0.6,15.8,0.6
Mario Chalmers,MIA,14/15,100,107,11.7,-2.5,18.9,-0.3
Greivis Vásquez,TOR,14/15,105,110,12.6,-1.0,19.8,0.5
Otto Porter Jr.,WAS,14/15,105,104,11.6,-0.5,15.1,0.6
Anthony Tolliver,DETPHO,14/15,112,109,11.1,-1.4,14.7,0.2
Alan Anderson,BRK,14/15,109,109,10.6,-1.5,14.2,0.2
J.J. Barea,DAL,14/15,109,110,15.1,-0.3,21.2,0.6
Omri Casspi,SAC,14/15,110,110,14.4,-0.8,18.7,0.4
Mike Scott,ATL,14/15,108,106,15.1,-0.5,21.4,0.4
Jeremy Lin,LAL,14/15,104,110,15.6,-0.4,21.9,0.8
Rasual Butler,WAS,14/15,104,105,11.4,-0.8,17.9,0.4
Arron Afflalo,DENPOR,14/15,103,111,10.7,-2.5,19.0,-0.3
Jarrett Jack,BRK,14/15,101,109,14.6,-1.1,22.6,0.5
Hollis Thompson,PHI,14/15,105,108,10.9,-1.8,15.9,0.1
Miles Plumlee,MILPHO,14/15,107,103,13.4,-0.6,12.0,0.4
Evan Turner,BOS,14/15,96,104,12.8,-1.0,19.5,0.6
Ben McLemore,SAC,14/15,104,112,10.4,-2.2,17.2,-0.2
Dennis Schröder,ATL,14/15,101,106,15.7,-1.3,27.0,0.2
Tayshaun Prince,BOSDETMEM,14/15,108,107,12.0,-0.6,15.0,0.5
Avery Bradley,BOS,14/15,99,107,11.5,-2.2,21.0,-0.1
Thabo Sefolosha,ATL,14/15,106,100,13.8,1.0,14.6,0.8
Tony Snell,CHI,14/15,108,107,10.2,-1.4,14.1,0.2
Nikola Jokić,DEN,20/21,130,109,31.3,12.1,29.6,8.8
Rudy Gobert,UTA,20/21,131,101,23.5,4.9,17.0,3.8
Damian Lillard,POR,20/21,125,118,25.6,6.3,31.4,5.0
Giannis Antetokounmpo,MIL,20/21,122,107,29.2,9.0,32.5,5.6
Jimmy Butler,MIA,20/21,127,108,26.5,7.7,26.6,4.3
Chris Paul,PHO,20/21,124,111,21.4,4.6,22.6,3.6
Stephen Curry,GSW,20/21,119,111,26.3,8.7,34.8,5.8
Kawhi Leonard,LAC,20/21,126,110,26.0,7.3,28.6,4.2
Bam Adebayo,MIA,20/21,122,108,22.7,4.9,23.7,3.7
Joel Embiid,PHI,20/21,121,104,30.3,7.5,35.3,3.8
Zion Williamson,NOP,20/21,124,115,27.1,5.8,29.8,4.0
Deandre Ayton,PHO,20/21,127,109,20.3,1.2,18.2,1.7
Clint Capela,ATL,20/21,125,106,24.3,2.7,19.9,2.2
Mikal Bridges,PHO,20/21,131,112,16.4,3.3,14.9,3.1
Jonas Valančiūnas,MEM,20/21,126,108,24.4,3.0,22.4,2.2
Julius Randle,NYK,20/21,111,107,19.7,3.8,29.3,3.9
Luka Dončić,DAL,20/21,114,111,25.3,6.8,36.0,5.1
Enes Freedom,POR,20/21,133,113,22.4,0.6,17.4,1.2
Kyrie Irving,BRK,20/21,121,114,24.4,5.5,30.4,3.6
DeMar DeRozan,SAS,20/21,122,115,22.0,3.1,26.1,2.6
Montrezl Harrell,LAL,20/21,127,106,22.7,3.0,21.7,2.0
Trae Young,ATL,20/21,117,116,23.0,3.7,33.0,3.0
Tobias Harris,PHI,20/21,118,108,20.0,3.7,23.9,2.9
Joe Ingles,UTA,20/21,129,111,15.9,3.5,16.6,2.6
James Harden,BRKHOU,20/21,122,112,24.5,7.2,28.4,3.7
Domantas Sabonis,IND,20/21,115,110,20.6,3.8,24.1,3.3
Ivica Zubac,LAC,20/21,135,110,19.1,1.0,15.1,1.2
Michael Porter Jr.,DEN,20/21,125,112,20.6,3.1,21.7,2.5
John Collins,ATL,20/21,125,112,20.6,2.3,22.2,2.0
Jrue Holiday,MIL,20/21,121,111,20.0,3.4,22.2,2.6
Jayson Tatum,BOS,20/21,114,112,21.3,3.9,30.8,3.4
Jarrett Allen,BRKCLE,20/21,127,112,20.1,1.1,16.6,1.4
Khris Middleton,MIL,20/21,116,113,18.2,1.3,25.0,1.9
Nikola Vučević,CHIORL,20/21,112,110,22.9,5.3,29.3,4.4
Donovan Mitchell,UTA,20/21,115,110,21.3,4.3,33.5,2.8
Mike Conley,UTA,20/21,123,109,19.2,4.9,23.1,2.6
Richaun Holmes,SAC,20/21,130,115,20.2,0.6,17.5,1.2
Chris Boucher,TOR,20/21,127,109,21.9,3.3,20.5,2.0
Ben Simmons,PHI,20/21,114,106,18.3,2.9,20.2,2.3
Bradley Beal,WAS,20/21,114,115,22.7,3.4,34.1,2.9
Zach LaVine,CHI,20/21,115,114,21.5,4.0,31.0,3.1
Jakob Poeltl,SAS,20/21,123,109,17.5,0.8,13.4,1.3
Royce O'Neale,UTA,20/21,121,108,9.9,1.0,9.6,1.7
Kyle Anderson,MEM,20/21,118,109,17.2,3.3,18.5,2.5
LeBron James,LAL,20/21,114,106,24.2,8.1,31.9,3.8
Karl-Anthony Towns,MIN,20/21,117,113,23.1,4.5,29.1,2.8
Robert Williams,BOS,20/21,139,104,25.7,6.0,15.0,2.0
Paul George,LAC,20/21,113,110,20.5,4.2,30.0,2.9
Brook Lopez,MIL,20/21,121,111,15.4,0.0,16.9,0.9
Brandon Ingram,NOP,20/21,115,116,19.2,2.2,28.0,2.2
Terry Rozier,CHO,20/21,113,114,17.1,1.6,24.4,2.2
Joe Harris,BRK,20/21,126,117,14.1,0.4,16.2,1.3
Nerlens Noel,NYK,20/21,121,101,14.8,1.4,9.2,1.3
Bojan Bogdanović,UTA,20/21,113,112,14.0,-0.4,22.8,0.9
Mason Plumlee,DET,20/21,122,109,18.7,2.2,16.3,1.6
Derrick Favors,UTA,20/21,138,103,19.7,2.6,13.0,1.2
Thaddeus Young,CHI,20/21,116,110,20.3,3.3,22.3,2.2
Jalen Brunson,DAL,20/21,123,116,17.1,0.9,20.2,1.2
Kelly Olynyk,HOUMIA,20/21,115,110,16.4,1.2,19.7,1.6
Nicolas Batum,LAC,20/21,124,110,12.9,2.1,11.8,1.9
Kevin Durant,BRK,20/21,122,112,26.4,7.2,31.2,2.7
Devin Booker,PHO,20/21,110,114,19.2,0.3,32.7,1.3
Jaylen Brown,BOS,20/21,112,113,19.9,2.5,29.7,2.3
T.J. McConnell,IND,20/21,117,110,16.9,1.4,15.3,1.5
Bobby Portis,MIL,20/21,121,109,19.9,1.5,20.9,1.2
Norman Powell,PORTOR,20/21,116,116,16.2,0.4,22.6,1.3
CJ McCollum,POR,20/21,120,118,20.8,3.9,27.1,2.4
Reggie Bullock,NYK,20/21,118,111,11.1,-0.1,14.4,0.9
Danny Green,PHI,20/21,114,108,12.1,1.9,14.0,1.9
Draymond Green,GSW,20/21,110,106,13.3,1.7,13.1,1.9
Jamal Murray,DEN,20/21,116,114,18.3,2.0,24.8,1.7
Harrison Barnes,SAC,20/21,123,119,15.4,0.2,17.2,1.1
Dorian Finney-Smith,DAL,20/21,124,114,12.0,0.1,12.2,1.0
Bruce Brown,BRK,20/21,124,112,16.1,-0.1,15.9,0.7
Tim Hardaway Jr.,DAL,20/21,116,116,15.7,0.4,23.4,1.2
Delon Wright,DETSAC,20/21,118,113,16.3,2.2,16.3,1.8
Fred VanVleet,TOR,20/21,113,113,16.8,2.5,23.9,2.2
Daniel Theis,BOSCHI,20/21,120,111,15.0,0.0,15.6,0.8
Kristaps Porziņģis,DAL,20/21,117,110,21.3,2.2,26.5,1.4
Kentavious Caldwell-Pope,LAL,20/21,114,109,10.7,-0.5,14.2,0.7
Pascal Siakam,TOR,20/21,111,113,17.7,0.8,26.3,1.4
Miles Bridges,CHO,20/21,116,113,14.7,0.2,17.3,1.1
Malcolm Brogdon,IND,20/21,113,115,17.9,2.1,25.9,2.0
Jordan Clarkson,UTA,20/21,109,110,17.1,1.4,29.7,1.6
Brandon Clarke,MEM,20/21,119,109,17.3,1.5,17.2,1.3
De'Aaron Fox,SAC,20/21,113,118,20.7,1.8,31.0,2.0
Kyle Lowry,TOR,20/21,117,115,16.5,1.6,21.4,1.5
RJ Barrett,NYK,20/21,106,110,13.4,-1.2,23.4,0.5
Jeff Green,BRK,20/21,122,116,13.0,-0.8,15.6,0.5
Seth Curry,PHI,20/21,118,112,12.9,-0.3,17.1,0.7
Isaiah Stewart,DET,20/21,118,109,16.4,-1.1,15.5,0.3
Steven Adams,NOP,20/21,122,112,15.1,-0.3,11.7,0.7
Dwight Howard,PHI,20/21,113,102,17.8,-1.5,18.2,0.1
DeAndre Jordan,BRK,20/21,127,111,17.1,1.0,13.1,0.9
Andrew Wiggins,GSW,20/21,107,111,15.0,-0.4,23.3,1.0
Bogdan Bogdanović,ATL,20/21,122,114,17.6,3.6,21.3,1.8
Taj Gibson,NYK,20/21,139,105,16.0,1.3,9.7,0.8
Dwight Powell,DAL,20/21,136,110,16.8,0.6,13.2,0.6
Dennis Schröder,LAL,20/21,107,109,13.8,-1.1,22.9,0.4
Khem Birch,ORLTOR,20/21,121,113,15.1,-1.0,13.6,0.4
Doug McDermott,IND,20/21,121,118,15.6,-0.6,20.0,0.6
Jae'Sean Tate,HOU,20/21,114,115,13.8,-1.4,16.4,0.3
Robert Covington,POR,20/21,113,112,11.2,0.2,11.5,1.2
Duncan Robinson,MIA,20/21,113,114,11.0,-1.0,16.6,0.6
Danilo Gallinari,ATL,20/21,123,114,16.3,1.1,21.2,1.0
Terance Mann,LAC,20/21,125,112,13.8,-0.2,15.1,0.6
Reggie Jackson,LAC,20/21,116,113,14.2,0.4,19.9,0.9
Russell Westbrook,WAS,20/21,105,110,19.5,3.7,30.2,3.4
Robin Lopez,WAS,20/21,124,116,16.7,-1.0,17.1,0.4
Anthony Davis,LAL,20/21,110,104,22.1,4.8,29.2,2.0
Donte DiVincenzo,MIL,20/21,112,112,13.0,0.2,16.7,1.0
Marcus Morris,LAC,20/21,117,113,14.5,0.0,20.1,0.8
Kevin Huerter,ATL,20/21,112,115,12.2,-0.3,17.2,1.0
Cameron Payne,PHO,20/21,122,112,17.4,3.1,19.8,1.4
Pat Connaughton,MIL,20/21,121,112,11.3,0.0,11.6,0.8
Jaxson Hayes,NOP,20/21,132,112,19.1,0.6,16.2,0.6
Gordon Hayward,CHO,20/21,114,113,17.6,1.6,23.9,1.4
Shai Gilgeous-Alexander,OKC,20/21,118,115,21.6,4.1,27.8,1.8
Collin Sexton,CLE,20/21,111,118,18.0,-0.2,29.7,1.0
Tyrese Haliburton,SAC,20/21,118,118,16.2,1.4,18.1,1.5
Daniel Gafford,CHIWAS,20/21,131,107,22.2,2.2,16.7,0.8
Devonte' Graham,CHO,20/21,115,116,14.6,0.7,21.4,1.1
Mitchell Robinson,NYK,20/21,131,104,17.7,1.2,11.8,0.7
Wendell Carter Jr.,CHIORL,20/21,114,111,16.7,-1.3,19.3,0.2
Kevon Looney,GSW,20/21,130,111,11.9,-0.9,9.4,0.3
Myles Turner,IND,20/21,112,108,15.3,0.4,16.4,0.9
Jae Crowder,PHO,20/21,113,111,11.8,1.1,15.7,1.3
Dejounte Murray,SAS,20/21,106,111,16.5,0.8,23.4,1.5
Alec Burks,NYK,20/21,114,109,14.8,1.5,21.3,1.1
Marcus Smart,BOS,20/21,114,113,13.8,-0.3,18.4,0.7
Kemba Walker,BOS,20/21,114,114,17.7,2.1,26.1,1.4
Kyle Kuzma,LAL,20/21,105,109,12.7,-0.4,20.3,0.8
Cody Zeller,CHO,20/21,123,112,18.2,-0.5,18.3,0.4
Keldon Johnson,SAS,20/21,111,114,13.8,-1.6,19.2,0.2
Saddiq Bey,DET,20/21,112,114,12.6,-0.5,18.7,0.7
Lonzo Ball,NOP,20/21,110,113,15.2,1.7,20.5,1.6
Immanuel Quickley,NYK,20/21,113,111,15.8,0.9,25.6,0.9
Paul Millsap,DEN,20/21,117,110,16.4,1.0,18.6,0.9
Ja Morant,MEM,20/21,108,115,16.7,-0.4,27.2,0.8
Naz Reid,MIN,20/21,115,113,18.2,-0.2,22.5,0.6
Jerami Grant,DET,20/21,109,114,16.9,1.1,28.5,1.4
Derrick Rose,DETNYK,20/21,112,111,18.3,1.9,25.8,1.3
Ricky Rubio,MIN,20/21,113,115,13.5,-1.9,16.0,0.0
Jarred Vanderbilt,MIN,20/21,122,110,16.2,-0.1,12.3,0.5
Justin Holiday,IND,20/21,112,114,10.4,-1.0,14.0,0.6
Facundo Campazzo,DEN,20/21,117,112,11.6,-0.6,13.1,0.5
OG Anunoby,TOR,20/21,113,112,15.4,1.2,19.3,1.2
Tomáš Satoranský,CHI,20/21,118,114,13.8,-0.5,15.2,0.5
Dāvis Bertāns,WAS,20/21,120,116,11.4,-0.8,15.9,0.4
Juan Toscano-Anderson,GSW,20/21,121,109,12.6,0.8,11.0,0.8
Serge Ibaka,LAC,20/21,119,110,18.2,1.4,20.1,0.8
Lauri Markkanen,CHI,20/21,115,113,15.2,0.1,20.2,0.7
Desmond Bane,MEM,20/21,115,114,12.2,-0.8,16.1,0.5
Kendrick Nunn,MIA,20/21,111,113,14.2,-0.5,20.9,0.6
Maxi Kleber,DAL,20/21,123,113,10.6,0.0,10.6,0.7
Willy Hernangómez,NOP,20/21,125,111,19.6,0.0,17.0,0.4
Xavier Tillman Sr.,MEM,20/21,119,110,14.7,-0.2,14.3,0.5
Tristan Thompson,BOS,20/21,116,112,14.2,-2.5,14.8,-0.2
Monte Morris,DEN,20/21,121,115,14.0,-0.3,16.5,0.5
Kenrich Williams,OKC,20/21,116,114,14.0,-0.7,15.3,0.4
Raul Neto,WAS,20/21,115,113,13.0,-0.6,15.8,0.5
LaMelo Ball,CHO,20/21,108,110,17.5,1.8,26.1,1.4
Tyus Jones,MEM,20/21,115,112,15.0,0.8,16.6,0.9
Evan Fournier,BOSORL,20/21,115,115,16.7,1.1,23.1,1.0
Willie Cauley-Stein,DAL,20/21,128,110,14.3,-1.3,12.0,0.2
Shake Milton,PHI,20/21,109,112,14.6,-1.6,24.9,0.1
Matisse Thybulle,PHI,20/21,104,103,10.1,1.9,9.4,1.3
Christian Wood,HOU,20/21,111,112,20.0,1.4,25.9,1.1
Marc Gasol,LAL,20/21,115,105,12.2,2.3,11.8,1.1
Josh Hart,NOP,20/21,117,113,12.2,-0.8,13.5,0.4
Tony Bradley,OKCPHI,20/21,131,109,20.7,1.3,15.8,0.6
Alex Len,TORWAS,20/21,119,110,16.4,-0.1,16.3,0.5
Luke Kennard,LAC,20/21,117,114,12.7,-0.2,17.1,0.6
P.J. Washington,CHO,20/21,105,111,13.4,-0.9,19.4,0.6
Bryn Forbes,MIL,20/21,119,117,12.8,-1.3,18.5,0.2
Damion Lee,GSW,20/21,121,111,11.8,0.2,12.8,0.6
Grayson Allen,MEM,20/21,116,113,12.8,-0.2,16.8,0.6
Moses Brown,OKC,20/21,117,109,18.8,-2.4,16.9,-0.1
Georges Niang,UTA,20/21,114,111,11.4,-0.3,17.4,0.5
JaMychal Green,DEN,20/21,116,112,13.6,-1.5,17.6,0.1
Carmelo Anthony,POR,20/21,112,117,14.6,-1.1,23.1,0.4
Cameron Johnson,PHO,20/21,112,113,11.8,-0.2,17.0,0.7
Payton Pritchard,BOS,20/21,117,115,12.4,-0.7,16.7,0.4
Patrick Williams,CHI,20/21,105,112,10.5,-2.4,14.9,-0.2
Josh Richardson,DAL,20/21,109,114,11.9,-1.7,18.4,0.1
Derrick Jones Jr.,POR,20/21,121,116,11.9,-1.4,12.3,0.2
Jusuf Nurkić,POR,20/21,113,109,20.5,2.5,22.3,1.0
Alex Caruso,LAL,20/21,106,106,11.1,0.0,14.8,0.6
Caris LeVert,BRKIND,20/21,107,113,17.8,0.4,28.7,0.9
Coby White,CHI,20/21,106,115,12.0,-2.4,22.5,-0.2
Eric Bledsoe,NOP,20/21,108,116,11.5,-2.0,18.5,0.0
Garrison Mathews,WAS,20/21,130,116,9.7,-1.8,11.5,0.1
Drew Eubanks,SAS,20/21,118,109,17.9,0.0,17.1,0.4
