Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP
Wesley Matthews,POR,12/13,14.8,2.8,2.5,0.402,4.7,0,111,111,14.1,0.5,19.1,1.5
Monta Ellis,MIL,12/13,19.2,3.9,6.0,0.463,4.6,0,100,105,16.2,0.6,26.3,2.1
Metta World Peace,LAL,12/13,12.4,5.0,1.5,0.549,4.6,0,105,106,12.5,0.4,17.5,1.5
Manu Ginóbili,SAS,12/13,11.8,3.4,4.6,0.707,4.5,0,107,100,19.0,3.6,25.2,2.0
John Wall,WAS,12/13,18.5,4.0,7.6,0.354,4.5,0,105,103,20.8,3.9,29.3,2.4
Spencer Hawes,PHI,12/13,11.0,7.2,2.2,0.415,4.5,0,103,104,16.0,-0.5,20.9,0.9
Emeka Okafor,WAS,12/13,9.7,8.8,1.2,0.354,4.5,0,100,99,15.8,-0.7,19.5,0.7
Andre Drummond,DET,12/13,7.9,7.6,0.5,0.354,4.5,0,114,99,21.6,2.5,17.2,1.4
Shane Battier,MIA,12/13,6.6,2.3,1.0,0.805,4.4,0,122,107,10.7,1.0,11.0,1.4
Boris Diaw,SAS,12/13,5.8,3.4,2.4,0.707,4.4,0,113,103,11.9,0.8,12.0,1.2
Tyreke Evans,SAC,12/13,15.2,4.4,3.5,0.341,4.4,0,110,111,18.1,1.8,22.3,1.9
Mike Dunleavy,MIL,12/13,10.5,3.9,1.9,0.463,4.4,0,111,107,13.6,0.4,17.3,1.2
DeMarcus Cousins,SAC,12/13,17.1,9.9,2.7,0.341,4.4,0,102,106,20.2,0.2,28.1,1.2
Tyler Hansbrough,IND,12/13,7.0,4.6,0.4,0.605,4.4,0,110,101,15.3,-1.9,20.6,0.0
Derrick Favors,UTA,12/13,9.4,7.1,1.0,0.524,4.4,0,104,101,17.5,-0.5,20.6,0.7
Luis Scola,PHO,12/13,12.8,6.6,2.2,0.305,4.4,0,105,107,16.7,-0.5,23.3,0.8
Luke Ridnour,MIN,12/13,11.5,2.5,3.8,0.378,4.3,0,107,108,13.0,-0.8,18.3,0.8
Reggie Evans,BRK,12/13,4.5,11.1,0.5,0.598,4.3,0,102,100,12.8,-1.7,11.0,0.1
Klay Thompson,GSW,12/13,16.6,3.7,2.2,0.573,4.3,0,102,107,12.7,-0.3,21.8,1.3
Antawn Jamison,LAL,12/13,9.4,4.8,0.7,0.549,4.3,0,114,108,15.3,-0.1,18.7,0.8
Steve Nash,LAL,12/13,12.7,2.8,6.7,0.549,4.3,0,117,111,16.0,0.4,17.8,1.0
Josh Smith,ATL,12/13,17.5,8.4,4.2,0.537,4.2,0,97,101,17.7,1.8,26.7,2.5
Raymond Felton,NYK,12/13,13.9,2.9,5.5,0.659,4.2,0,105,108,15.2,0.1,22.1,1.2
O.J. Mayo,DAL,12/13,15.3,3.5,4.4,0.5,4.2,0,104,109,13.9,-0.5,20.9,1.1
Brandan Wright,DAL,12/13,8.5,4.1,0.6,0.5,4.1,0,119,105,21.0,2.5,19.0,1.3
Nenê,WAS,12/13,12.6,6.7,2.9,0.354,4.0,0,103,101,17.0,1.3,23.4,1.3
Jason Terry,BOS,12/13,10.1,2.0,2.5,0.506,4.0,0,107,107,12.8,-0.2,18.0,1.0
Greg Smith,HOU,12/13,6.0,4.6,0.4,0.549,4.0,0,125,105,16.1,-0.6,14.7,0.4
Jerryd Bayless,MEM,12/13,8.7,2.2,3.3,0.683,4.0,0,104,103,13.5,0.1,20.8,1.0
Steve Novak,NYK,12/13,6.6,1.9,0.4,0.659,4.0,0,125,110,11.3,0.1,13.0,0.9
Jonas Valančiūnas,TOR,12/13,8.9,6.0,0.7,0.415,3.9,0,113,106,15.6,-1.2,16.9,0.3
Corey Brewer,DEN,12/13,12.1,2.9,1.5,0.695,3.9,0,104,105,14.7,0.4,23.4,1.2
C.J. Watson,BRK,12/13,6.8,1.8,2.0,0.598,3.8,0,113,107,13.9,0.9,17.2,1.1
Randy Foye,UTA,12/13,10.8,1.5,2.0,0.524,3.7,0,110,111,11.7,-0.6,18.1,0.8
Eric Bledsoe,LAC,12/13,8.5,3.0,3.1,0.683,3.7,0,102,101,17.5,3.5,22.5,2.2
Pau Gasol,LAL,12/13,13.7,8.6,4.1,0.549,3.7,0,107,106,16.7,2.0,20.5,1.7
Jason Thompson,SAC,12/13,10.9,6.7,1.0,0.341,3.6,0,108,111,14.6,-2.6,18.2,-0.3
Caron Butler,LAC,12/13,10.4,2.9,1.0,0.683,3.6,0,107,107,12.4,-1.3,20.2,0.3
Carlos Delfino,HOU,12/13,10.6,3.3,2.0,0.549,3.5,0,109,107,13.3,1.4,18.6,1.5
Dante Cunningham,MIN,12/13,8.7,5.1,0.8,0.378,3.5,0,103,105,13.3,-1.4,17.2,0.3
Elton Brand,DAL,12/13,7.2,6.0,1.0,0.5,3.4,0,105,102,15.2,-0.9,17.2,0.4
Marcin Gortat,PHO,12/13,11.1,8.5,1.2,0.305,3.4,0,104,105,15.4,-0.5,17.2,0.7
Courtney Lee,BOS,12/13,7.8,2.4,1.8,0.506,3.3,0,102,104,11.7,-0.5,15.7,0.7
Taj Gibson,CHI,12/13,8.0,5.3,0.9,0.549,3.3,0,104,101,14.4,-1.1,18.1,0.3
Devin Harris,ATL,12/13,9.9,2.0,3.4,0.537,3.3,0,108,106,14.6,0.1,19.5,0.8
Gerald Henderson,CHO,12/13,15.5,3.7,2.6,0.256,3.3,0,107,113,16.4,-1.1,23.5,0.5
Pablo Prigioni,NYK,12/13,3.5,1.8,3.0,0.659,3.2,0,116,106,13.0,0.1,11.7,0.7
Quincy Pondexter,MEM,12/13,6.4,2.2,1.0,0.683,3.2,0,114,104,11.0,-0.1,13.9,0.6
Marcus Thornton,SAC,12/13,12.7,2.5,1.3,0.341,3.2,0,111,114,16.3,0.3,23.1,1.0
Udonis Haslem,MIA,12/13,3.9,5.4,0.5,0.805,3.2,0,110,103,9.9,-3.2,10.7,-0.4
Al-Farouq Aminu,NOP,12/13,7.3,7.7,1.4,0.329,3.1,0,101,105,13.7,-0.1,14.6,1.0
Chris Wilcox,BOS,12/13,4.2,3.0,0.4,0.506,3.1,0,127,101,15.3,0.0,12.1,0.4
Trevor Ariza,WAS,12/13,9.5,4.8,2.0,0.354,3.1,0,102,101,14.0,2.1,17.9,1.6
Kirk Hinrich,CHI,12/13,7.6,2.6,5.2,0.549,3.1,0,103,105,10.8,-0.9,14.7,0.5
Gerald Wallace,BRK,12/13,7.7,4.6,2.6,0.598,3.1,0,101,104,11.6,0.7,14.5,1.3
DeMarre Carroll,UTA,12/13,6.0,2.8,0.9,0.524,3.1,0,115,106,15.5,1.3,16.4,0.9
Wilson Chandler,DEN,12/13,13.0,5.1,1.3,0.695,3.1,0,110,105,16.6,0.5,22.7,0.7
Derrick Williams,MIN,12/13,12.0,5.5,0.6,0.378,3.0,0,101,105,14.5,-1.5,23.5,0.2
Ricky Rubio,MIN,12/13,10.7,4.0,7.3,0.378,3.0,0,99,102,16.2,1.1,21.2,1.3
Bradley Beal,WAS,12/13,13.9,3.8,2.4,0.354,3.0,0,102,105,13.6,0.2,22.2,1.0
Marco Belinelli,CHI,12/13,9.6,1.9,2.0,0.549,3.0,0,104,107,10.4,-2.3,18.7,-0.1
Jodie Meeks,LAL,12/13,7.9,2.2,0.9,0.549,3.0,0,109,109,11.4,-1.0,16.7,0.4
P.J. Tucker,PHO,12/13,6.4,4.4,1.4,0.305,2.9,0,109,109,11.6,-1.5,12.8,0.2
Ramon Sessions,CHO,12/13,14.4,2.8,3.8,0.256,2.9,0,109,114,17.7,-0.4,25.7,0.7
D.J. Augustin,IND,12/13,4.7,1.2,2.2,0.605,2.8,0,109,104,11.0,-0.6,15.1,0.5
Harrison Barnes,GSW,12/13,9.2,4.1,1.2,0.573,2.8,0,102,107,11.0,-1.7,17.7,0.1
Zaza Pachulia,ATL,12/13,5.9,6.5,1.5,0.537,2.7,0,108,104,13.1,-1.7,14.6,0.1
Lamar Odom,LAC,12/13,4.0,5.9,1.7,0.683,2.7,0,95,99,10.9,-0.7,13.3,0.6
Amar'e Stoudemire,NYK,12/13,14.2,5.0,0.4,0.659,2.7,0,118,108,22.1,0.7,25.7,0.5
Jared Sullinger,BOS,12/13,6.0,5.9,0.8,0.506,2.7,0,113,102,13.5,-1.9,14.9,0.0
Kris Humphries,BRK,12/13,5.8,5.6,0.5,0.598,2.7,0,109,105,13.6,-3.0,16.3,-0.3
Chris Andersen,MIA,12/13,4.9,4.1,0.4,0.805,2.7,0,125,100,17.4,-0.2,14.4,0.3
Ekpe Udoh,MIL,12/13,4.2,3.3,0.6,0.463,2.7,0,109,105,12.0,-1.7,12.1,0.1
C.J. Miles,CLE,12/13,11.2,2.7,1.0,0.293,2.6,0,107,110,15.3,1.1,23.9,1.1
Mike Miller,MIA,12/13,4.8,2.7,1.7,0.805,2.6,0,117,105,13.5,1.5,14.4,0.8
Willie Green,LAC,12/13,6.2,1.3,0.8,0.683,2.5,0,113,108,11.8,-0.8,16.6,0.3
Matt Bonner,SAS,12/13,4.2,1.9,0.5,0.707,2.5,0,119,104,11.8,0.2,12.8,0.5
Reggie Jackson,OKC,12/13,5.3,2.4,1.7,0.732,2.5,0,108,104,14.2,0.1,18.6,0.5
Lavoy Allen,PHI,12/13,5.8,5.0,0.9,0.415,2.5,0,103,106,11.5,-3.3,14.8,-0.6
Rodney Stuckey,DET,12/13,11.5,2.8,3.6,0.354,2.5,0,103,111,13.0,-1.8,21.0,0.1
Maurice Harkless,ORL,12/13,8.2,4.4,0.7,0.244,2.4,0,101,107,12.5,-1.3,15.9,0.4
Meyers Leonard,POR,12/13,5.5,3.7,0.5,0.402,2.4,0,115,110,12.1,-3.3,13.9,-0.4
Lou Williams,ATL,12/13,14.1,2.1,3.6,0.537,2.4,0,106,107,15.9,1.0,23.6,0.9
Steve Blake,LAL,12/13,7.3,2.9,3.8,0.549,2.4,0,114,109,11.7,0.5,13.2,0.7
Derrick Rose,CHI,10/11,25.0,4.1,7.7,0.756,13.1,1,113,103,23.5,6.8,32.2,6.7
Dirk Nowitzki,DAL,10/11,23.0,7.0,2.6,0.695,11.1,0,118,105,23.4,5.1,28.2,4.5
LaMarcus Aldridge,POR,10/11,21.8,8.8,2.1,0.585,11.1,0,114,107,21.5,2.1,25.7,3.4
Chris Bosh,MIA,10/11,18.7,8.3,1.9,0.707,10.3,0,115,103,19.4,1.3,23.5,2.3
Lamar Odom,LAL,10/11,14.4,8.7,3.0,0.695,10.1,0,118,103,19.4,3.5,19.7,3.7
Al Horford,ATL,10/11,15.3,9.3,3.5,0.537,10.1,0,118,105,20.7,3.6,19.7,3.9
Ray Allen,BOS,10/11,16.5,3.4,2.7,0.683,10.0,0,116,104,16.4,2.9,19.8,3.6
Luol Deng,CHI,10/11,17.4,5.8,2.8,0.756,9.9,0,111,102,15.5,1.7,20.9,3.0
Manu Ginóbili,SAS,10/11,17.4,3.7,4.9,0.744,9.9,0,116,105,21.7,5.4,26.0,4.5
Nenê,DEN,10/11,14.5,7.6,2.0,0.61,9.6,0,123,104,20.4,3.6,18.8,3.2
Kevin Martin,HOU,10/11,23.4,3.2,2.5,0.524,9.5,0,117,111,21.4,3.4,29.6,3.5
Elton Brand,PHI,10/11,15.0,8.3,1.5,0.5,9.4,0,114,103,18.5,1.3,19.7,2.4
Kevin Garnett,BOS,10/11,14.9,8.9,2.4,0.683,9.0,0,110,95,20.6,4.7,22.3,3.8
Tony Parker,SAS,10/11,17.5,3.1,6.6,0.744,8.2,0,113,108,20.4,1.8,25.5,2.4
Amar'e Stoudemire,NYK,10/11,25.3,8.2,2.6,0.512,8.0,0,109,108,22.7,1.4,30.9,2.4
Marc Gasol,MEM,10/11,11.7,7.0,2.5,0.561,7.9,0,113,103,16.8,2.3,16.9,2.8
Al Jefferson,UTA,10/11,18.6,9.7,1.8,0.476,7.8,0,111,108,20.1,0.6,24.2,1.9
David West,NOP,10/11,18.9,7.6,2.3,0.561,7.8,0,111,104,20.4,2.8,25.8,3.0
Paul Millsap,UTA,10/11,17.3,7.6,2.5,0.476,7.7,0,114,108,19.8,1.9,22.6,2.5
Tim Duncan,SAS,10/11,13.4,8.9,2.7,0.744,7.7,0,111,100,21.9,4.4,22.9,3.5
Serge Ibaka,OKC,10/11,9.9,7.6,0.3,0.671,7.6,0,119,104,17.7,0.5,15.7,1.4
Wesley Matthews,POR,10/11,15.9,3.1,2.0,0.585,7.2,0,114,109,15.5,0.9,21.3,2.0
Beno Udrih,SAC,10/11,13.7,3.4,4.9,0.293,7.2,0,118,111,15.7,0.5,16.9,1.7
James Harden,OKC,10/11,12.2,3.1,2.1,0.671,7.1,0,119,108,16.4,1.9,19.5,2.2
Andre Miller,POR,10/11,12.7,3.7,7.0,0.585,7.0,0,111,108,17.8,1.6,20.6,2.4
Kyle Lowry,HOU,10/11,13.5,4.1,6.7,0.524,7.0,0,115,110,16.5,2.0,18.6,2.6
Danny Granger,IND,10/11,20.5,5.4,2.6,0.451,6.9,0,107,106,17.8,2.1,26.7,2.9
Joakim Noah,CHI,10/11,11.7,10.4,2.2,0.756,6.7,0,117,97,18.8,2.9,16.8,1.9
Andre Iguodala,PHI,10/11,14.1,5.8,6.3,0.5,6.7,0,110,104,17.2,3.2,19.2,3.2
Ty Lawson,DEN,10/11,11.7,2.6,4.7,0.61,6.7,0,118,110,17.9,2.1,19.6,2.2
Mike Conley,MEM,10/11,13.7,3.0,6.5,0.561,6.6,0,108,107,15.9,1.2,19.4,2.3
Stephen Curry,GSW,10/11,18.6,3.9,5.8,0.439,6.6,0,113,112,19.4,2.3,24.4,2.7
Nicolas Batum,POR,10/11,12.4,4.5,1.5,0.585,6.6,0,116,108,14.8,1.1,17.8,2.0
Greg Monroe,DET,10/11,9.4,7.5,1.3,0.366,6.6,0,120,109,18.0,0.4,15.4,1.4
Jameer Nelson,ORL,10/11,13.1,3.0,6.0,0.634,6.6,0,109,104,15.4,1.1,22.0,1.8
Andrew Bynum,LAL,10/11,11.3,9.4,1.4,0.695,6.6,0,121,100,21.1,3.2,17.6,2.0
Emeka Okafor,NOP,10/11,10.3,9.5,0.6,0.561,6.5,0,111,102,16.0,-0.4,15.8,0.9
Ryan Anderson,ORL,10/11,10.6,5.5,0.8,0.634,6.4,0,122,102,19.0,4.6,20.4,2.4
Josh Smith,ATL,10/11,16.5,8.5,3.3,0.537,6.4,0,104,102,19.2,2.8,24.7,3.2
Chuck Hayes,HOU,10/11,7.9,8.1,2.7,0.524,6.3,0,120,106,16.2,1.9,13.0,2.1
Brook Lopez,BRK,10/11,20.4,6.0,1.6,0.293,6.3,0,108,110,19.3,0.6,27.3,1.9
Brandon Bass,ORL,10/11,11.2,5.6,0.8,0.634,6.3,0,113,103,15.9,0.2,19.8,1.1
Arron Afflalo,DEN,10/11,12.6,3.6,2.4,0.61,6.2,0,123,111,13.6,1.4,14.8,2.0
D.J. Augustin,CHO,10/11,14.4,2.7,6.1,0.415,6.2,0,112,112,15.9,0.1,21.2,1.5
Thaddeus Young,PHI,10/11,12.7,5.3,1.0,0.5,6.2,0,110,104,18.4,1.0,22.1,1.6
George Hill,SAS,10/11,11.6,2.6,2.5,0.744,6.1,0,116,108,14.6,0.8,18.2,1.5
David Lee,GSW,10/11,16.5,9.8,3.2,0.439,6.0,0,111,110,17.8,-0.4,21.2,1.1
Monta Ellis,GSW,10/11,24.1,3.5,5.6,0.439,6.0,0,107,112,18.6,0.8,28.1,2.3
Richard Jefferson,SAS,10/11,11.0,3.8,1.3,0.744,5.9,0,116,109,12.4,0.3,15.4,1.4
Carlos Boozer,CHI,10/11,17.5,9.6,2.5,0.756,5.8,0,105,99,18.8,1.0,26.9,1.4
Dorell Wright,GSW,10/11,16.4,5.3,3.0,0.439,5.8,0,110,111,15.0,0.8,19.3,2.2
Jrue Holiday,PHI,10/11,14.0,4.0,6.5,0.5,5.7,0,104,106,15.4,0.8,20.8,2.0
Shawn Marion,DAL,10/11,12.5,6.9,1.4,0.695,5.6,0,107,103,17.0,0.3,21.5,1.3
Amir Johnson,TOR,10/11,9.6,6.4,1.1,0.268,5.6,0,124,110,17.6,0.3,15.3,1.1
Jared Dudley,PHO,10/11,10.6,3.9,1.3,0.488,5.6,0,119,111,15.6,1.8,16.9,2.0
Luis Scola,HOU,10/11,18.3,8.2,2.5,0.524,5.5,0,108,108,18.4,-0.4,25.7,1.0
Rudy Gay,MEM,10/11,19.8,6.2,2.8,0.561,5.5,0,108,105,17.8,2.8,23.3,2.6
Ronnie Brewer,CHI,10/11,6.2,3.2,1.7,0.756,5.4,0,110,98,13.8,2.4,13.9,2.0
Andrew Bogut,MIL,10/11,12.8,11.1,2.0,0.427,5.4,0,100,97,16.7,1.3,19.6,1.9
Kris Humphries,BRK,10/11,10.0,10.4,1.1,0.293,5.4,0,111,105,17.8,0.4,17.3,1.3
Jason Terry,DAL,10/11,15.8,1.9,4.1,0.695,5.3,0,106,108,15.9,0.9,24.7,1.9
Eric Gordon,LAC,10/11,22.3,2.9,4.4,0.39,5.3,0,112,112,18.5,2.0,26.5,2.2
Landry Fields,NYK,10/11,9.7,6.4,1.9,0.512,5.3,0,115,110,13.5,0.2,13.5,1.4
JaVale McGee,WAS,10/11,10.1,8.0,0.5,0.28,5.3,0,111,106,17.4,-0.4,16.3,0.9
DeAndre Jordan,LAC,10/11,7.1,7.2,0.5,0.39,5.2,0,116,105,14.8,-0.7,11.7,0.7
Taj Gibson,CHI,10/11,7.1,5.7,0.7,0.756,5.2,0,106,98,14.3,-0.9,16.8,0.5
Lou Williams,PHI,10/11,13.7,2.0,3.4,0.5,5.1,0,111,108,18.9,2.3,27.8,1.9
Jodie Meeks,PHI,10/11,10.5,2.3,1.1,0.5,5.1,0,116,108,12.5,0.2,15.7,1.1
Kyle Korver,CHI,10/11,8.3,1.8,1.5,0.756,5.1,0,115,104,13.0,1.1,18.3,1.3
Rodney Stuckey,DET,10/11,15.5,3.1,5.2,0.366,5.0,0,112,114,18.4,0.2,24.5,1.2
J.R. Smith,DEN,10/11,12.3,4.1,2.2,0.61,5.0,0,109,106,16.4,1.7,22.2,1.9
Glen Davis,BOS,10/11,11.7,5.4,1.2,0.683,4.9,0,101,100,12.8,-1.9,20.9,0.0
Josh McRoberts,IND,10/11,7.4,5.3,2.1,0.451,4.9,0,116,104,16.0,2.3,14.7,1.7
Boris Diaw,CHO,10/11,11.3,5.0,4.1,0.415,4.8,0,107,109,13.9,0.6,16.8,1.8
DeJuan Blair,SAS,10/11,8.3,7.0,1.0,0.744,4.8,0,106,100,17.1,-0.5,20.1,0.7
Luc Mbah a Moute,MIL,10/11,6.7,5.3,0.9,0.427,4.8,0,107,103,11.5,-1.3,13.1,0.4
Channing Frye,PHO,10/11,12.7,6.7,1.2,0.488,4.7,0,110,109,12.8,-0.3,16.9,1.1
Tony Allen,MEM,10/11,8.9,2.7,1.4,0.561,4.7,0,110,101,18.4,3.6,19.9,2.1
James Jones,MIA,10/11,5.9,2.0,0.5,0.707,4.7,0,128,107,11.1,1.0,12.0,1.2
Andrei Kirilenko,UTA,10/11,11.7,5.1,3.0,0.476,4.5,0,112,109,16.6,2.2,17.8,2.1
Mike Dunleavy,IND,10/11,11.2,4.5,1.7,0.451,4.5,0,115,107,14.6,1.6,16.9,1.5
JJ Redick,ORL,10/11,10.1,1.9,1.7,0.634,4.5,0,117,106,12.8,1.1,17.0,1.2
Metta World Peace,LAL,10/11,8.5,3.3,2.1,0.695,4.4,0,104,105,11.2,0.2,15.3,1.3
Ramon Sessions,CLE,10/11,13.3,3.1,5.2,0.232,4.4,0,110,114,19.0,0.3,24.2,1.3
Matt Bonner,SAS,10/11,7.3,3.6,0.9,0.744,4.4,0,125,108,13.5,1.9,13.4,1.4
Grant Hill,PHO,10/11,13.2,4.2,2.5,0.488,4.4,0,109,111,14.7,-0.5,20.1,0.9
John Salmons,MIL,10/11,14.0,3.6,3.5,0.427,4.3,0,101,105,12.8,-0.3,20.9,1.1
Darren Collison,IND,10/11,13.2,2.8,5.1,0.451,4.3,0,105,108,15.6,-0.3,21.9,1.0
Joe Johnson,ATL,10/11,18.2,4.0,4.7,0.537,4.2,0,105,110,16.4,-0.3,26.3,1.1
Toney Douglas,NYK,10/11,10.6,3.0,3.0,0.512,4.2,0,111,111,15.2,0.4,20.1,1.2
Thabo Sefolosha,OKC,10/11,5.1,4.4,1.4,0.671,4.1,0,112,106,10.4,0.6,9.4,1.3
Luke Ridnour,MIN,10/11,11.8,2.8,5.4,0.207,4.0,0,112,113,15.0,0.0,17.8,1.1
Marvin Williams,ATL,10/11,10.4,4.8,1.4,0.537,4.0,0,111,108,13.5,-0.8,17.2,0.6
Ed Davis,TOR,10/11,7.7,7.1,0.6,0.268,4.0,0,120,110,15.8,-0.9,13.3,0.4
Brandon Jennings,MIL,10/11,16.2,3.7,4.8,0.427,3.9,0,100,103,15.6,1.6,25.5,2.0
Ersan İlyasova,MIL,10/11,9.5,6.1,0.9,0.427,3.8,0,105,101,14.3,-0.6,19.1,0.5
Rudy Fernández,POR,10/11,8.6,2.2,2.5,0.585,3.8,0,108,108,13.4,0.9,18.7,1.3
Tyler Hansbrough,IND,10/11,11.0,5.2,0.6,0.451,3.8,0,109,107,16.4,-1.9,23.1,0.0
Darrell Arthur,MEM,10/11,9.1,4.3,0.7,0.561,3.8,0,106,104,15.7,-1.6,21.6,0.2
Marcus Camby,POR,10/11,4.7,10.3,2.1,0.585,3.7,0,105,100,14.8,1.5,11.7,1.4
Derek Fisher,LAL,10/11,6.8,1.9,2.7,0.695,3.7,0,105,107,8.9,-2.0,12.8,0.0
Reggie Williams,GSW,10/11,9.2,2.7,1.5,0.439,3.7,0,118,114,14.9,-0.2,18.7,0.7
Roy Hibbert,IND,10/11,12.7,7.5,2.0,0.451,3.6,0,100,104,15.9,-1.1,23.6,0.5
Keith Bogans,CHI,10/11,4.4,1.8,1.2,0.756,3.6,0,113,103,9.0,-0.2,11.4,0.7
Nick Collison,OKC,10/11,4.6,4.5,1.0,0.671,3.6,0,120,108,10.8,-1.2,9.8,0.3
Gary Neal,SAS,10/11,9.8,2.4,1.2,0.744,3.5,0,110,109,13.1,-0.3,20.6,0.7
Carlos Delfino,MIL,10/11,11.5,4.1,2.3,0.427,3.5,0,104,102,13.1,1.5,17.7,1.4
Kwame Brown,CHO,10/11,7.9,6.8,0.7,0.415,3.5,0,110,108,12.8,-2.8,14.9,-0.3
Chase Budinger,HOU,10/11,9.8,3.6,1.6,0.524,3.4,0,110,110,14.2,-0.2,19.9,0.8
Hakim Warrick,PHO,10/11,8.4,3.7,0.9,0.488,3.4,0,113,111,16.5,-1.0,20.9,0.3
Marco Belinelli,NOP,10/11,10.4,1.9,1.2,0.561,3.4,0,107,109,12.1,-0.6,20.0,0.7
Jamal Crawford,ATL,10/11,14.2,1.7,3.2,0.537,3.4,0,105,111,14.2,-1.0,23.4,0.6
Corey Maggette,MIL,10/11,12.0,3.6,1.3,0.427,3.4,0,105,105,15.8,-0.8,27.7,0.5
Trevor Ariza,NOP,10/11,11.0,5.4,2.2,0.561,3.4,0,97,104,11.3,-0.4,17.7,1.0
Tayshaun Prince,DET,10/11,14.1,4.2,2.8,0.366,3.3,0,108,115,15.1,-0.8,21.0,0.7
Joel Anthony,MIA,10/11,2.0,3.5,0.3,0.707,3.3,0,120,104,7.3,-1.6,5.3,0.2
Anthony Tolliver,MIN,10/11,6.7,4.5,1.3,0.207,3.3,0,122,112,13.3,0.0,13.1,0.7
DeMar DeRozan,TOR,10/11,17.2,3.8,1.8,0.268,3.2,0,106,115,14.5,-2.5,23.2,-0.3
J.J. Barea,DAL,10/11,9.5,2.0,3.9,0.695,3.2,0,106,109,14.8,-0.5,23.9,0.6
Kurt Thomas,CHI,10/11,4.1,5.8,1.2,0.756,3.2,0,108,98,10.0,-0.6,9.4,0.4
Ronny Turiaf,NYK,10/11,4.2,3.2,1.4,0.512,3.2,0,127,108,13.6,1.4,9.6,1.0
Chris Andersen,DEN,10/11,5.6,4.9,0.4,0.61,3.2,0,129,102,19.0,3.0,13.5,0.9
Charlie Villanueva,DET,10/11,11.1,3.9,0.6,0.366,3.1,0,109,111,15.9,-0.4,23.1,0.7
Zaza Pachulia,ATL,10/11,4.4,4.2,0.7,0.537,3.1,0,111,105,12.4,-2.8,14.5,-0.2
Shannon Brown,LAL,10/11,8.7,1.9,1.2,0.695,3.1,0,105,106,13.6,-0.8,22.2,0.5
Antonio McDyess,SAS,10/11,5.3,5.4,1.2,0.744,3.0,0,106,104,12.8,-0.7,14.9,0.4
Anthony Morrow,BRK,10/11,13.2,3.0,1.2,0.293,3.0,0,113,114,12.1,-1.0,18.0,0.5
Matt Barnes,LAL,10/11,6.7,4.3,1.3,0.695,3.0,0,112,103,14.6,0.6,16.6,0.7
Francisco García,SAC,10/11,9.7,2.3,1.2,0.293,3.0,0,113,109,13.5,1.0,17.3,1.0
Brad Miller,HOU,10/11,6.4,3.7,2.4,0.524,3.0,0,117,108,16.3,2.8,17.0,1.2
Jeff Foster,IND,10/11,3.3,6.2,0.8,0.451,3.0,0,122,104,14.3,-0.5,10.1,0.4
Mario Chalmers,MIA,10/11,6.4,2.1,2.5,0.707,2.9,0,103,104,10.3,-0.8,15.0,0.5
Zydrunas Ilgauskas,MIA,10/11,5.0,4.0,0.4,0.707,2.9,0,107,102,12.8,-2.7,16.0,-0.2
Keyon Dooling,MIL,10/11,7.1,1.5,3.0,0.427,2.9,0,103,106,11.3,-1.2,17.3,0.4
Jason Thompson,SAC,10/11,8.8,6.1,1.2,0.293,2.9,0,106,109,13.6,-2.2,17.9,-0.1
Sam Young,MEM,10/11,7.3,2.4,0.9,0.561,2.9,0,106,106,12.5,-0.9,17.3,0.5
Samuel Dalembert,SAC,10/11,8.0,8.2,0.8,0.293,2.9,0,100,105,14.1,-2.2,17.1,-0.1
Brendan Haywood,DAL,10/11,4.4,5.2,0.3,0.695,2.9,0,106,103,11.7,-1.9,12.4,0.0
Chris Wilcox,DET,10/11,7.4,4.8,0.8,0.366,2.8,0,116,110,18.0,-1.4,18.9,0.2
Nick Young,WAS,10/11,17.4,2.7,1.2,0.28,2.8,0,107,114,14.5,-1.3,24.4,0.4
Shaquille O'Neal,BOS,10/11,9.2,4.8,0.7,0.683,2.7,0,111,98,17.4,0.3,20.1,0.4
Courtney Lee,HOU,10/11,8.3,2.6,1.2,0.524,2.7,0,108,110,12.6,-1.1,17.9,0.4
Kenyon Martin,DEN,10/11,8.6,6.2,2.3,0.61,2.7,0,107,105,14.1,0.9,16.4,0.9
Ömer Aşık,CHI,10/11,2.8,3.7,0.4,0.756,2.7,0,104,97,11.8,-1.8,12.5,0.1
Trevor Booker,WAS,10/11,5.3,3.9,0.5,0.28,2.6,0,118,109,15.3,-0.9,13.9,0.3
Andris Biedriņš,GSW,10/11,5.0,7.2,1.0,0.439,2.6,0,109,107,12.1,-2.3,10.6,-0.1
Brandon Rush,IND,10/11,9.1,3.2,0.9,0.451,2.6,0,104,108,10.6,-0.8,15.9,0.5
Antawn Jamison,CLE,10/11,18.0,6.7,1.7,0.232,2.6,0,104,111,16.8,-0.1,26.0,0.9
Andrea Bargnani,TOR,10/11,21.4,5.2,1.8,0.268,2.5,0,105,115,16.4,-1.4,28.2,0.4
C.J. Miles,UTA,10/11,12.8,3.3,1.7,0.476,2.5,0,103,110,14.4,-1.0,25.1,0.5
Ryan Gomes,LAC,10/11,7.2,3.3,1.6,0.39,2.5,0,107,111,9.0,-2.1,12.7,-0.1
Shawne Williams,NYK,10/11,7.1,3.7,0.7,0.512,2.5,0,111,109,12.2,-0.7,15.2,0.4
Omri Casspi,SAC,10/11,8.6,4.3,1.0,0.293,2.5,0,106,109,11.7,-0.6,16.7,0.6
