Player,Team,Season,PPG,RPG,APG
Stephon Marbury,NYK,06_07,16.4,2.9,5.4
Richard Jefferson,NJN,06_07,16.3,4.4,2.7
Deron Williams,UTA,06_07,16.2,3.3,9.3
Al Jefferson,BOS,06_07,16.0,11.0,1.3
Jason Richardson,GSW,06_07,16.0,5.1,3.4
Lamar Odom,LAL,06_07,15.9,9.8,4.8
Stephen Jackson,GSWIND,06_07,15.5,3.0,3.8
Wally Szczerbiak,BOS,06_07,15.0,3.1,1.7
Larry Hughes,CLE,06_07,14.9,3.8,3.7
Ruben Patterson,MIL,06_07,14.7,5.4,2.9
Raja Bell,PHO,06_07,14.7,3.2,2.5
Earl Boykins,DENMIL,06_07,14.6,2.1,4.4
Kyle Korver,PHI,06_07,14.4,3.5,1.4
Emeka Okafor,CHA,06_07,14.4,11.3,1.2
Grant Hill,ORL,06_07,14.4,3.6,2.1
Tayshaun Prince,DET,06_07,14.3,5.2,2.8
Andrés Nocioni,CHI,06_07,14.1,5.7,1.1
Raymond Felton,CHA,06_07,14.0,3.4,7.0
T.J. Ford,TOR,06_07,14.0,3.1,7.9
Danny Granger,IND,06_07,13.9,4.6,1.4
Cuttino Mobley,LAC,06_07,13.8,3.4,2.5
Desmond Mason,NOK,06_07,13.7,4.6,1.5
Charlie Bell,MIL,06_07,13.5,2.9,3.0
Chris Wilcox,SEA,06_07,13.5,7.7,1.0
Andre Miller,DENPHI,06_07,13.4,4.4,7.8
Hedo Türkoğlu,ORL,06_07,13.3,4.0,3.2
Rafer Alston,HOU,06_07,13.3,3.4,5.4
Chucky Atkins,MEM,06_07,13.2,1.9,4.6
Marvin Williams,ATL,06_07,13.1,5.3,1.9
Jason Kidd,NJN,06_07,13.0,8.2,9.2
Josh Childress,ATL,06_07,13.0,6.2,2.3
J.R. Smith,DEN,06_07,13.0,2.3,1.4
Jameer Nelson,ORL,06_07,13.0,3.1,4.3
Quentin Richardson,NYK,06_07,13.0,7.2,2.2
Jamaal Tinsley,IND,06_07,12.8,3.3,6.9
Mike Dunleavy,GSWIND,06_07,12.8,5.3,2.8
Hakim Warrick,MEM,06_07,12.7,5.1,0.9
Anthony Parker,TOR,06_07,12.4,3.9,2.1
Rasheed Wallace,DET,06_07,12.3,7.2,1.7
Mark Blount,MIN,06_07,12.3,6.2,0.8
Sam Cassell,LAC,06_07,12.3,2.9,4.7
Andrew Bogut,MIL,06_07,12.3,8.8,3.0
Delonte West,BOS,06_07,12.2,3.0,4.4
Nenê,DEN,06_07,12.2,7.0,1.2
Zaza Pachulia,ATL,06_07,12.2,6.9,1.5
Matt Carroll,CHA,06_07,12.1,2.9,1.3
Ryan Gomes,BOS,06_07,12.1,5.6,1.6
Jerry Stackhouse,DAL,06_07,12.0,2.2,2.8
Jarrett Jack,POR,06_07,12.0,2.6,5.3
Sean May,CHA,06_07,11.9,6.7,1.9
Zydrunas Ilgauskas,CLE,06_07,11.9,7.7,1.6
Charlie Villanueva,MIL,06_07,11.8,5.8,0.9
Adam Morrison,CHA,06_07,11.8,2.9,2.1
Matt Harpring,UTA,06_07,11.6,4.6,1.3
Andrea Bargnani,TOR,06_07,11.6,3.9,0.8
Devin Brown,NOK,06_07,11.6,4.3,2.6
Tony Allen,BOS,06_07,11.5,3.8,1.7
Luke Walton,LAL,06_07,11.4,5.0,4.3
Tyronn Lue,ATL,06_07,11.4,1.9,3.6
Willie Green,PHI,06_07,11.3,2.1,1.5
Steve Francis,NYK,06_07,11.3,3.6,3.9
DeShawn Stevenson,WAS,06_07,11.2,2.6,2.7
Marcus Camby,DEN,06_07,11.2,11.7,3.2
Chris Webber,DETPHI,06_07,11.2,7.2,3.1
Mickaël Piétrus,GSW,06_07,11.1,4.5,0.9
Drew Gooden,CLE,06_07,11.1,8.5,1.1
Smush Parker,LAL,06_07,11.1,2.5,2.8
Tim Thomas,LAC,06_07,11.0,5.0,2.2
Luke Ridnour,SEA,06_07,11.0,2.3,5.2
Luther Head,HOU,06_07,10.9,3.2,2.4
Jason Kapono,MIA,06_07,10.9,2.7,1.2
Jason Williams,MIA,06_07,10.9,2.3,5.3
Rudy Gay,MEM,06_07,10.8,4.5,1.3
Samuel Dalembert,PHI,06_07,10.7,8.9,0.8
David Lee,NYK,06_07,10.7,10.4,1.8
Udonis Haslem,MIA,06_07,10.7,8.3,1.2
Bobby Jackson,NOK,06_07,10.6,3.2,2.5
Gerald Green,BOS,06_07,10.4,2.6,1.0
Troy Murphy,GSWIND,06_07,10.3,6.1,1.9
Devin Harris,DAL,06_07,10.2,2.4,3.7
Randy Foye,MIN,06_07,10.1,2.7,2.8
Shane Battier,HOU,06_07,10.1,4.1,2.1
Rasual Butler,NOK,06_07,10.1,3.2,0.8
Mike James,MIN,06_07,10.1,2.0,3.6
Nate Robinson,NYK,06_07,10.1,2.4,1.4
Derek Fisher,UTA,06_07,10.1,1.8,3.3
Chris Kaman,LAC,06_07,10.1,7.8,1.1
Shareef Abdur-Rahim,SAC,06_07,9.9,5.0,1.4
Mikki Moore,NJN,06_07,9.8,5.1,0.9
Matt Barnes,GSW,06_07,9.8,4.6,2.1
Boris Diaw,PHO,06_07,9.7,4.3,4.8
Juwan Howard,HOU,06_07,9.7,5.9,1.6
Nick Collison,SEA,06_07,9.6,8.1,1.0
Travis Outlaw,POR,06_07,9.6,3.2,0.8
Juan Dixon,PORTOR,06_07,9.6,2.0,1.5
Andris Biedriņš,GSW,06_07,9.5,9.3,1.1
Channing Frye,NYK,06_07,9.5,5.5,0.9
Kenyon Martin,DEN,06_07,9.5,10.0,0.5
Tyson Chandler,NOK,06_07,9.5,12.4,0.9
Earl Watson,SEA,06_07,9.4,2.4,5.7
Shaun Livingston,LAC,06_07,9.3,3.4,5.1
Walter Herrmann,CHA,06_07,9.2,2.9,0.5
Jannero Pargo,NOK,06_07,9.2,2.2,2.5
Boštjan Nachbar,NJN,06_07,9.2,3.3,0.8
Corliss Williamson,SAC,06_07,9.1,3.2,0.6
Brevin Knight,CHA,06_07,9.1,2.6,6.6
Michael Finley,SAS,06_07,9.0,2.7,1.3
Brad Miller,SAC,06_07,9.0,6.4,3.6
Sasha Pavlović,CLE,06_07,9.0,2.4,1.6
LaMarcus Aldridge,POR,06_07,9.0,5.0,0.4
Morris Peterson,TOR,06_07,8.9,3.3,0.7
Trevor Ariza,ORL,06_07,8.9,4.4,1.1
Damien Wilkins,SEA,06_07,8.8,2.8,1.9
José Calderón,TOR,06_07,8.7,1.7,5.0
Alonzo Mourning,MIA,06_07,8.6,4.5,0.2
Joe Smith,DENPHI,06_07,8.5,6.2,0.8
John Salmons,SAC,06_07,8.5,3.3,3.2
Brent Barry,SAS,06_07,8.5,2.1,1.8
Jorge Garbajosa,TOR,06_07,8.5,4.9,1.9
Antoine Walker,MIA,06_07,8.5,4.3,1.7
Kwame Brown,LAL,06_07,8.4,6.0,1.8
Maurice Evans,LAL,06_07,8.4,2.9,1.0
Ime Udoka,POR,06_07,8.4,3.7,1.5
Eddie House,NJN,06_07,8.4,1.6,1.2
Andrei Kirilenko,UTA,06_07,8.3,4.7,2.9
James White,SAS,06_07,8.3,3.3,0.8
Antonio McDyess,DET,06_07,8.1,6.0,0.9
Darko Miličić,ORL,06_07,8.0,5.5,1.1
Derek Anderson,CHA,06_07,8.0,2.3,2.7
Keyon Dooling,ORL,06_07,7.9,1.3,1.7
Gordan Giriček,UTA,06_07,7.8,2.1,1.0
Andrew Bynum,LAL,06_07,7.8,5.9,1.1
Stromile Swift,MEM,06_07,7.8,4.6,0.3
Bonzi Wells,HOU,06_07,7.8,4.3,1.1
James Posey,MIA,06_07,7.7,5.0,1.3
Salim Stoudamire,ATL,06_07,7.7,1.2,1.0
Eddie Jones,MEMMIA,06_07,7.7,3.0,1.7
Tarence Kinsey,MEM,06_07,7.7,2.0,0.9
Carlos Arroyo,ORL,06_07,7.7,1.9,2.8
