Player,Team,Season,PPG,RPG,APG
Drew Gooden,MIL,11_12,13.7,6.5,2.6
Jrue Holiday,PHI,11_12,13.5,3.3,4.5
Mo Williams,LAC,11_12,13.2,1.9,3.1
Chris Kaman,NOH,11_12,13.1,7.7,2.1
Ersan İlyasova,MIL,11_12,13.0,8.8,1.2
Manu Ginóbili,SAS,11_12,12.9,3.4,4.4
Gerald Green,NJN,11_12,12.9,3.5,1.1
Brandon Knight,DET,11_12,12.8,3.2,3.8
Roy Hibbert,IND,11_12,12.8,8.8,1.7
Thaddeus Young,PHI,11_12,12.8,5.2,1.2
David West,IND,11_12,12.8,6.6,2.1
Mike Conley,MEM,11_12,12.7,2.5,6.5
Tayshaun Prince,DET,11_12,12.7,4.5,2.4
Jared Dudley,PHO,11_12,12.7,4.6,1.7
MarShon Brooks,NJN,11_12,12.6,3.6,2.3
O.J. Mayo,MEM,11_12,12.6,3.2,2.6
Jeff Teague,ATL,11_12,12.6,2.4,4.9
Klay Thompson,GSW,11_12,12.5,2.4,2.0
Brandon Bass,BOS,11_12,12.5,6.2,0.9
Carl Landry,NOH,11_12,12.5,5.2,0.9
Ben Gordon,DET,11_12,12.5,2.3,2.4
J.R. Smith,NYK,11_12,12.5,3.9,2.4
Steve Nash,PHO,11_12,12.5,3.0,10.7
Andre Iguodala,PHI,11_12,12.4,6.1,5.5
Al Horford,ATL,11_12,12.4,7.0,2.2
Mike Dunleavy,MIL,11_12,12.3,3.7,2.1
Kemba Walker,CHA,11_12,12.1,3.5,4.4
Paul George,IND,11_12,12.1,5.6,2.4
Luke Ridnour,MIN,11_12,12.1,2.7,4.8
Anthony Morrow,NJN,11_12,12.0,2.0,1.0
Caron Butler,LAC,11_12,12.0,3.7,1.2
Rajon Rondo,BOS,11_12,11.9,4.8,11.7
Jameer Nelson,ORL,11_12,11.9,3.2,5.7
Gordon Hayward,UTA,11_12,11.8,3.5,3.1
Marco Belinelli,NOH,11_12,11.8,2.6,1.5
Goran Dragić,HOU,11_12,11.7,2.5,5.3
Jason Richardson,ORL,11_12,11.6,3.6,2.0
Richard Hamilton,CHI,11_12,11.6,2.4,3.0
Zach Randolph,MEM,11_12,11.6,8.0,1.7
JJ Redick,ORL,11_12,11.6,2.3,2.5
Isaiah Thomas,SAC,11_12,11.5,2.6,4.1
Michael Beasley,MIN,11_12,11.5,4.4,1.0
Raymond Felton,POR,11_12,11.4,2.5,6.5
Jerryd Bayless,TOR,11_12,11.4,2.1,3.8
Courtney Lee,HOU,11_12,11.4,2.7,1.5
Devin Harris,UTA,11_12,11.3,1.8,5.0
Andrew Bogut,MIL,11_12,11.3,8.3,2.6
JaVale McGee,DENWAS,11_12,11.3,7.8,0.5
J.J. Barea,MIN,11_12,11.3,2.8,5.7
Tyson Chandler,NYK,11_12,11.3,9.9,0.9
Ramon Sessions,CLELAL,11_12,11.3,3.3,5.5
Nate Robinson,GSW,11_12,11.2,2.0,4.5
D.J. Augustin,CHA,11_12,11.1,2.3,6.4
Leandro Barbosa,INDTOR,11_12,11.1,2.0,1.5
Shannon Brown,PHO,11_12,11.0,2.7,1.2
Elton Brand,PHI,11_12,11.0,7.2,1.6
Randy Foye,LAC,11_12,11.0,2.1,2.2
Lester Hudson,CLEMEM,11_12,10.9,2.9,2.2
Hedo Türkoğlu,ORL,11_12,10.9,3.8,4.4
Anderson Varejão,CLE,11_12,10.8,11.5,1.7
Trevor Ariza,NOH,11_12,10.8,5.2,3.3
Shawn Marion,DAL,11_12,10.6,7.4,2.1
Ricky Rubio,MIN,11_12,10.6,4.2,8.2
Alonzo Gee,CLE,11_12,10.6,5.1,1.8
Channing Frye,PHO,11_12,10.5,5.9,1.4
José Calderón,TOR,11_12,10.5,3.0,8.8
Jordan Farmar,NJN,11_12,10.4,1.6,3.3
Darren Collison,IND,11_12,10.4,3.1,4.8
Patty Mills,SAS,11_12,10.3,1.8,2.4
Dorell Wright,GSW,11_12,10.3,4.6,1.5
Kenneth Faried,DEN,11_12,10.2,7.7,0.8
Joakim Noah,CHI,11_12,10.2,9.8,2.5
Grant Hill,PHO,11_12,10.2,3.5,2.2
Marvin Williams,ATL,11_12,10.2,5.2,1.2
Vince Carter,DAL,11_12,10.1,3.4,2.3
Gary Neal,SAS,11_12,9.9,2.1,2.1
Jason Smith,NOH,11_12,9.9,4.9,0.8
Emeka Okafor,NOH,11_12,9.9,7.9,0.9
Stephen Jackson,MILSAS,11_12,9.8,3.5,2.5
Mario Chalmers,MIA,11_12,9.8,2.7,3.5
Tony Allen,MEM,11_12,9.8,4.0,1.4
Brandon Rush,GSW,11_12,9.8,3.9,1.4
Andre Miller,DEN,11_12,9.7,3.3,6.7
C.J. Watson,CHI,11_12,9.7,2.1,4.1
Linas Kleiza,TOR,11_12,9.7,4.1,0.9
Chase Budinger,HOU,11_12,9.6,3.7,1.3
George Hill,IND,11_12,9.6,3.0,2.9
Spencer Hawes,PHI,11_12,9.6,7.3,2.6
Alan Anderson,TOR,11_12,9.6,2.0,1.5
Delonte West,DAL,11_12,9.6,2.3,3.2
DeJuan Blair,SAS,11_12,9.5,5.5,1.2
Iman Shumpert,NYK,11_12,9.5,3.2,2.8
Chandler Parsons,HOU,11_12,9.5,4.8,2.1
Evan Turner,PHI,11_12,9.4,5.8,2.8
Wilson Chandler,DEN,11_12,9.4,5.1,2.1
Byron Mullens,CHA,11_12,9.3,5.0,0.9
Tiago Splitter,SAS,11_12,9.3,5.2,1.1
Tyler Hansbrough,IND,11_12,9.3,4.4,0.5
Cartier Martin,WAS,11_12,9.3,3.4,0.6
Glen Davis,ORL,11_12,9.3,5.4,0.8
Richard Jefferson,GSWSAS,11_12,9.2,3.5,1.4
Danny Green,SAS,11_12,9.1,3.5,1.3
Serge Ibaka,OKC,11_12,9.1,7.5,0.4
James Johnson,TOR,11_12,9.1,4.7,2.0
Jason Thompson,SAC,11_12,9.1,6.9,1.2
C.J. Miles,UTA,11_12,9.1,2.1,1.2
Carlos Delfino,MIL,11_12,9.0,3.9,2.3
Greivis Vásquez,NOH,11_12,8.9,2.6,5.4
Rodrigue Beaubois,DAL,11_12,8.9,2.8,2.9
Corey Brewer,DEN,11_12,8.9,2.5,1.5
Steve Novak,NYK,11_12,8.8,1.9,0.2
Derrick Williams,MIN,11_12,8.8,4.7,0.6
Landry Fields,NYK,11_12,8.8,4.2,2.6
Derrick Favors,UTA,11_12,8.8,6.5,0.7
Marreese Speights,MEM,11_12,8.8,6.2,0.8
Jonas Jerebko,DET,11_12,8.7,4.8,0.7
Josh Howard,UTA,11_12,8.7,3.7,1.2
Rudy Fernández,DEN,11_12,8.6,2.1,2.4
Andray Blatche,WAS,11_12,8.5,5.8,1.1
Jodie Meeks,PHI,11_12,8.4,2.4,0.8
Trevor Booker,WAS,11_12,8.4,6.5,0.8
J.J. Hickson,PORSAC,11_12,8.4,6.2,0.8
Reggie Williams,CHA,11_12,8.3,2.8,1.8
Tristan Thompson,CLE,11_12,8.2,6.5,0.4
Michael Redd,PHO,11_12,8.2,1.5,0.6
James Singleton,WAS,11_12,8.2,6.8,1.2
