Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP,is_outlier
Brandon Rush,GSW,11/12,-0.23287671232876705,-0.1935483870967742,-0.27272727272727276,-1.0102564102564104,-0.2592592592592593,0,0.3333333333333333,0.2857142857142857,-0.06818181818181834,0.5652173913043478,-0.5285714285714287,0.41666666666666663,False
Nick Collison,OKC,11/12,-0.9589041095890413,-0.0645161290322581,-0.3181818181818181,0.856410256410256,-0.2592592592592593,0,1.0,-0.42857142857142855,-0.7727272727272727,-0.08695652173913045,-1.3000000000000003,-0.33333333333333337,False
Udonis Haslem,MIA,11/12,-0.7534246575342467,0.9032258064516127,-0.5909090909090908,0.779487179487179,-0.2592592592592593,0,-1.1111111111111112,-1.2857142857142858,-1.0454545454545452,-1.2173913043478262,-0.8000000000000002,-1.0833333333333333,False
Jameer Nelson,ORL,11/12,0.054794520547945265,-0.41935483870967727,1.6818181818181817,0.08205128205128212,-0.2592592592592593,0,-0.6666666666666666,-0.14285714285714285,-0.2045454545454546,-0.2173913043478261,0.3285714285714282,-0.25,False
O.J. Mayo,MEM,11/12,0.15068493150684928,-0.41935483870967727,0.27272727272727276,0.3897435897435895,-0.2592592592592593,0,-1.2222222222222223,-0.7142857142857143,-0.18181818181818196,0.1739130434782609,0.6857142857142853,0.1666666666666666,False
Dante Cunningham,MEM,11/12,-0.8630136986301371,-0.22580645161290325,-0.6363636363636362,0.3897435897435895,-0.2962962962962964,0,0.3333333333333333,-1.0,-0.13636363636363627,0.1739130434782609,-0.7857142857142859,-0.25,False
Luis Scola,HOU,11/12,0.5479452054794521,0.6451612903225805,0.04545454545454549,-0.15384615384615397,-0.2962962962962964,0,-1.1111111111111112,-0.14285714285714285,-0.022727272727272645,-1.0,0.8142857142857142,-0.9166666666666666,False
Joel Anthony,MIA,11/12,-1.1095890410958906,-0.1935483870967742,-0.8636363636363635,0.779487179487179,-0.2962962962962964,0,0.1111111111111111,-1.1428571428571428,-1.1818181818181817,-0.391304347826087,-1.6142857142857143,-0.5,False
Ian Mahinmi,DAL,11/12,-0.7808219178082193,0.0645161290322581,-0.8181818181818181,0.0,-0.2962962962962964,0,0.1111111111111111,-1.0,-0.45454545454545453,-1.1739130434782608,-0.6714285714285716,-1.0,False
Dorell Wright,GSW,11/12,-0.16438356164383555,0.03225806451612891,-0.22727272727272727,-1.0102564102564104,-0.2962962962962964,0,-0.1111111111111111,0.14285714285714285,-0.11363636363636363,0.2173913043478261,-0.25714285714285723,0.0833333333333332,False
Chandler Parsons,HOU,11/12,-0.27397260273972607,0.09677419354838702,0.04545454545454549,-0.15384615384615397,-0.2962962962962964,0,-0.7777777777777778,-0.42857142857142855,-0.4999999999999998,0.1739130434782609,-0.34285714285714314,0.1666666666666666,False
Landry Fields,NYK,11/12,-0.3698630136986301,-0.09677419354838702,0.27272727272727276,0.0,-0.2962962962962964,0,-1.3333333333333333,-0.8571428571428571,-0.7954545454545454,-0.1739130434782609,-0.44285714285714306,-0.0833333333333334,False
Jonas Jerebko,DET,11/12,-0.3835616438356166,0.09677419354838702,-0.5909090909090908,-0.8512820512820515,-0.3333333333333334,0,-0.3333333333333333,-0.2857142857142857,-0.2954545454545456,-0.8260869565217391,-0.14285714285714285,-0.75,False
Kevin Martin,HOU,11/12,0.7534246575342467,-0.6129032258064515,0.36363636363636354,-0.15384615384615397,-0.3333333333333334,0,-0.1111111111111111,0.14285714285714285,0.22727272727272727,0.391304347826087,0.7999999999999997,-0.0833333333333334,False
Luke Ridnour,MIN,11/12,0.08219178082191778,-0.5806451612903224,1.2727272727272725,-0.7743589743589745,-0.3333333333333334,0,-0.3333333333333333,0.14285714285714285,-0.4318181818181819,-0.391304347826087,-0.1857142857142858,-0.33333333333333337,False
Shane Battier,MIA,11/12,-0.9178082191780823,-0.6774193548387096,-0.3181818181818181,0.779487179487179,-0.3333333333333334,0,-0.4444444444444444,-0.8571428571428571,-1.3181818181818183,0.2173913043478261,-1.2000000000000004,0.0,False
Al Harrington,DEN,11/12,0.3698630136986301,0.5161290322580643,-0.27272727272727276,0.15897435897435855,-0.37037037037037035,0,-1.0,-0.42857142857142855,-0.04545454545454529,-0.3478260869565218,0.7571428571428568,-0.33333333333333337,False
Gustavo Ayón,NOP,11/12,-0.767123287671233,0.1290322580645162,-0.27272727272727276,-1.1641025641025642,-0.37037037037037035,0,-0.1111111111111111,-1.1428571428571428,0.27272727272727254,0.9130434782608696,-0.6571428571428574,0.0833333333333332,False
Randy Foye,LAC,11/12,-0.06849315068493152,-0.7741935483870966,0.09090909090909098,0.31282051282051254,-0.37037037037037035,0,-0.4444444444444444,0.14285714285714285,-0.45454545454545453,-0.08695652173913045,0.22857142857142826,-0.16666666666666669,False
Courtney Lee,HOU,11/12,-0.013698630136986256,-0.5806451612903224,-0.22727272727272727,-0.15384615384615397,-0.37037037037037035,0,-0.6666666666666666,-0.14285714285714285,-0.6590909090909092,-0.1739130434782609,-0.21428571428571427,-0.16666666666666669,False
Antawn Jamison,CLE,11/12,0.7808219178082192,0.5806451612903224,0.0,-1.1641025641025642,-0.40740740740740744,0,-1.0,0.14285714285714285,0.1363636363636367,-0.30434782608695654,1.014285714285714,-0.16666666666666669,False
Derrick Favors,UTA,11/12,-0.3698630136986301,0.6451612903225805,-0.5909090909090908,0.0,-0.4444444444444445,0,-0.8888888888888888,-0.7142857142857143,0.3636363636363639,-0.6521739130434783,0.22857142857142826,-0.6666666666666666,False
Chase Budinger,HOU,11/12,-0.2602739726027398,-0.25806451612903214,-0.3181818181818181,-0.15384615384615397,-0.4444444444444445,0,-0.2222222222222222,-0.14285714285714285,-0.13636363636363627,0.34782608695652173,0.05714285714285694,-0.0833333333333334,False
Jason Kidd,DAL,11/12,-0.7260273972602741,-0.1290322580645162,1.5909090909090908,0.0,-0.4444444444444445,0,-1.0,-1.0,-0.5454545454545455,0.5217391304347827,-0.9142857142857146,0.0833333333333332,False
Trevor Booker,WAS,11/12,-0.4246575342465754,0.6451612903225805,-0.5454545454545454,-1.2410256410256413,-0.4444444444444445,0,-0.3333333333333333,-0.5714285714285714,-0.022727272727272645,-0.5217391304347827,-0.5000000000000002,-0.5833333333333333,False
Andre Miller,DEN,11/12,-0.24657534246575355,-0.3870967741935484,2.1363636363636362,0.15897435897435855,-0.48148148148148157,0,-0.8888888888888888,0.0,-0.15909090909090892,-0.30434782608695654,0.0999999999999999,-0.33333333333333337,False
Spencer Hawes,PHI,11/12,-0.2602739726027398,0.9032258064516127,0.27272727272727276,-0.07692307692307698,-0.48148148148148157,0,-0.7777777777777778,-1.5714285714285714,0.5909090909090912,0.47826086956521746,0.17142857142857132,-0.25,False
Marco Belinelli,NOP,11/12,0.041095890410959006,-0.6129032258064515,-0.22727272727272727,-1.1641025641025642,-0.48148148148148157,0,-0.7777777777777778,0.14285714285714285,-0.818181818181818,-0.6956521739130436,0.05714285714285694,-0.5833333333333333,False
Vince Carter,DAL,11/12,-0.1917808219178083,-0.3548387096774193,0.13636363636363627,0.0,-0.48148148148148157,0,-1.1111111111111112,-0.7142857142857143,-0.4318181818181819,-0.13043478260869568,0.1857142857142853,-0.25,False
Carl Landry,NOP,11/12,0.13698630136986303,0.22580645161290325,-0.5,-1.1641025641025642,-0.48148148148148157,0,-0.1111111111111111,-0.14285714285714285,0.6136363636363634,-0.26086956521739135,0.6999999999999998,-0.5833333333333333,False
Mo Williams,LAC,11/12,0.23287671232876705,-0.8387096774193548,0.5,0.31282051282051254,-0.5185185185185186,0,-0.5555555555555556,0.14285714285714285,-0.11363636363636363,-0.08695652173913045,0.5428571428571425,-0.25,False
Jason Richardson,ORL,11/12,0.013698630136986256,-0.2903225806451612,0.0,0.08205128205128212,-0.5185185185185186,0,-1.0,-0.42857142857142855,-0.4999999999999998,0.13043478260869562,0.15714285714285683,0.0,False
