Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP,is_outlier,Standings,Top3_Team,PPG_weighted,Efficiency_score,PPG_rel,Net_Rating,BPM_x_USG%,PPG_x_Win%
Matt Bonner,SAS,10/11,-0.5753424657534247,-0.2903225806451612,-0.5,1.0205128205128202,0.0740740740740741,0,1.4444444444444444,0.0,-0.4545454545454545,0.6521739130434783,-0.8142857142857144,0.2499999999999998,False,2,1,-0.6,-1.4,-26.5,1.4,-0.5,-0.6
Grant Hill,PHO,10/11,0.232876712328767,-0.096774193548387,0.2272727272727272,-0.2923076923076925,0.0740740740740741,0,-0.3333333333333333,0.4285714285714285,-0.1818181818181819,-0.391304347826087,0.1428571428571428,-0.1666666666666666,False,15,0,-0.1,-0.1,10.7,-0.8,-0.1,-0.1
John Salmons,MIL,10/11,0.3424657534246575,-0.2903225806451612,0.6818181818181818,-0.6051282051282053,0.0370370370370369,0,-1.2222222222222223,-0.4285714285714285,-0.6136363636363634,-0.3043478260869565,0.2571428571428567,0.0,False,19,0,-0.2,-0.4,15.8,-0.8,-0.1,-0.2
Darren Collison,IND,10/11,0.232876712328767,-0.5483870967741935,1.4090909090909087,-0.4820512820512821,0.0370370370370369,0,-0.7777777777777778,0.0,0.0227272727272726,-0.3043478260869565,0.3999999999999996,-0.0833333333333334,False,17,0,-0.1,-0.5,10.7,-0.8,-0.1,-0.1
Joe Johnson,ATL,10/11,0.9178082191780822,-0.1612903225806451,1.2272727272727273,-0.041025641025641,0.0,0,-0.7777777777777778,0.2857142857142857,0.2045454545454542,-0.3043478260869565,1.0285714285714285,0.0,False,11,0,-0.0,-0.1,42.3,-1.1,-0.3,-0.0
Toney Douglas,NYK,10/11,-0.1232876712328767,-0.4838709677419354,0.4545454545454545,-0.1692307692307693,0.0,0,-0.1111111111111111,0.4285714285714285,-0.0681818181818183,0.0,0.1428571428571428,0.0833333333333332,False,13,0,0.0,0.0,-5.7,-0.5,0.0,0.0
Thabo Sefolosha,OKC,10/11,-0.8767123287671235,-0.0322580645161289,-0.2727272727272727,0.6461538461538462,-0.0370370370370372,0,0.0,-0.2857142857142857,-1.159090909090909,0.0869565217391304,-1.385714285714286,0.1666666666666666,False,6,0,-0.6,-0.8,-40.4,0.3,-0.1,-0.6
Luke Ridnour,MIN,10/11,0.041095890410959,-0.5483870967741935,1.5454545454545454,-1.7333333333333336,-0.0740740740740741,0,0.0,0.7142857142857143,-0.1136363636363636,-0.1739130434782609,-0.1857142857142858,0.0,False,27,0,-0.1,-1.8,1.9,-0.7,0.0,-0.1
Marvin Williams,ATL,10/11,-0.1506849315068492,0.096774193548387,-0.2727272727272727,-0.041025641025641,-0.0740740740740741,0,-0.1111111111111111,0.0,-0.4545454545454545,-0.5217391304347827,-0.2714285714285717,-0.4166666666666667,False,11,0,0.0,0.0,-6.9,-0.1,0.1,0.0
Ed Davis,TOR,10/11,-0.5205479452054795,0.8387096774193545,-0.6363636363636362,-1.4205128205128206,-0.0740740740740741,0,0.8888888888888888,0.2857142857142857,0.0681818181818183,-0.5652173913043479,-0.8285714285714286,-0.5833333333333333,False,25,0,0.7,0.5,-24.0,0.6,0.5,0.7
Brandon Jennings,MIL,10/11,0.6438356164383562,-0.2580645161290321,1.2727272727272725,-0.6051282051282053,-0.1111111111111112,0,-1.3333333333333333,-0.7142857142857143,0.0227272727272726,0.5217391304347827,0.914285714285714,0.7499999999999998,False,19,0,-0.4,-1.0,29.7,-0.6,0.5,-0.4
Ersan İlyasova,MIL,10/11,-0.273972602739726,0.5161290322580643,-0.5,-0.6051282051282053,-0.1481481481481482,0,-0.7777777777777778,-1.0,-0.2727272727272725,-0.4347826086956522,0.0,-0.5,False,19,0,0.2,0.2,-12.6,0.2,-0.0,0.2
Rudy Fernández,POR,10/11,-0.3972602739726028,-0.7419354838709675,0.2272727272727272,0.2051282051282047,-0.1481481481481482,0,-0.4444444444444444,0.0,-0.4772727272727271,0.2173913043478261,-0.0571428571428574,0.1666666666666666,False,9,0,-0.1,-0.2,-18.3,-0.4,-0.0,-0.1
Tyler Hansbrough,IND,10/11,-0.0684931506849315,0.2258064516129032,-0.6363636363636362,-0.4820512820512821,-0.1481481481481482,0,-0.3333333333333333,-0.1428571428571428,0.2045454545454542,-1.0,0.5714285714285714,-0.9166666666666666,False,17,0,0.0,0.2,-3.2,-0.2,-0.6,0.0
Darrell Arthur,MEM,10/11,-0.3287671232876713,-0.0645161290322581,-0.5909090909090908,0.0820512820512821,-0.1481481481481482,0,-0.6666666666666666,-0.5714285714285714,0.0454545454545452,-0.8695652173913044,0.3571428571428571,-0.75,False,10,0,-0.0,-0.1,-15.1,-0.1,-0.3,-0.0
Marcus Camby,POR,10/11,-0.9315068493150686,1.870967741935484,0.0454545454545454,0.2051282051282047,-0.1851851851851851,0,-0.7777777777777778,-1.1428571428571428,-0.1590909090909089,0.4782608695652174,-1.0571428571428574,0.2499999999999998,False,9,0,-0.2,0.2,-42.9,0.4,-0.5,-0.2
Derek Fisher,LAL,10/11,-0.6438356164383563,-0.8387096774193548,0.3181818181818182,0.7692307692307687,-0.1851851851851851,0,-0.7777777777777778,-0.1428571428571428,-1.4999999999999998,-1.0434782608695652,-0.9000000000000001,-0.9166666666666666,False,4,0,-0.5,-0.9,-29.7,-0.6,0.9,-0.5
Reggie Williams,GSW,10/11,-0.3150684931506851,-0.5806451612903224,-0.2272727272727272,-0.5435897435897438,-0.1851851851851851,0,0.6666666666666666,0.8571428571428571,-0.1363636363636362,-0.2608695652173913,-0.0571428571428574,-0.3333333333333333,False,18,0,0.2,0.6,-14.5,-0.2,0.0,0.2
Roy Hibbert,IND,10/11,0.1643835616438355,0.9677419354838708,0.0,-0.4820512820512821,-0.2222222222222222,0,-1.3333333333333333,-0.5714285714285714,0.0909090909090909,-0.6521739130434783,0.6428571428571429,-0.5,False,17,0,-0.1,-0.5,7.6,-0.8,-0.4,-0.1
Keith Bogans,CHI,10/11,-0.9726027397260276,-0.8709677419354838,-0.3636363636363636,1.0820512820512818,-0.2222222222222222,0,0.1111111111111111,-0.7142857142857143,-1.477272727272727,-0.2608695652173913,-1.1,-0.3333333333333333,False,1,1,-1.1,-2.4,-44.8,0.8,0.3,-1.1
Nick Collison,OKC,10/11,-0.945205479452055,0.0,-0.4545454545454545,0.6461538461538462,-0.2222222222222222,0,0.8888888888888888,0.0,-1.068181818181818,-0.6956521739130436,-1.3285714285714287,-0.6666666666666666,False,6,0,-0.6,-0.9,-43.5,0.9,0.9,-0.6
Gary Neal,SAS,10/11,-0.232876712328767,-0.6774193548387096,-0.3636363636363636,1.0205128205128202,-0.2592592592592593,0,-0.2222222222222222,0.1428571428571428,-0.5454545454545455,-0.3043478260869565,0.2142857142857142,-0.3333333333333333,False,2,1,-0.2,-1.3,-10.7,-0.4,-0.1,-0.2
Carlos Delfino,MIL,10/11,0.0,-0.1290322580645162,0.1363636363636362,-0.6051282051282053,-0.2592592592592593,0,-0.8888888888888888,-0.8571428571428571,-0.5454545454545455,0.4782608695652174,-0.2000000000000003,0.2499999999999998,False,19,0,-0.0,-0.0,0.0,-0.0,-0.1,-0.0
Kwame Brown,CHO,10/11,-0.4931506849315069,0.7419354838709675,-0.5909090909090908,-0.666666666666667,-0.2592592592592593,0,-0.2222222222222222,0.0,-0.6136363636363634,-1.391304347826087,-0.6000000000000002,-1.1666666666666663,False,20,0,0.3,0.2,-22.7,-0.2,0.8,0.3
Chase Budinger,HOU,10/11,-0.232876712328767,-0.2903225806451612,-0.1818181818181817,-0.1076923076923077,-0.2962962962962964,0,-0.2222222222222222,0.2857142857142857,-0.2954545454545456,-0.2608695652173913,0.1142857142857138,-0.25,False,12,0,0.0,0.1,-10.7,-0.5,-0.0,0.0
Hakim Warrick,PHO,10/11,-0.4246575342465754,-0.2580645161290321,-0.5,-0.2923076923076925,-0.2962962962962964,0,0.1111111111111111,0.4285714285714285,0.2272727272727272,-0.6086956521739131,0.2571428571428567,-0.6666666666666666,False,15,0,0.1,0.3,-19.6,-0.3,-0.2,0.1
Marco Belinelli,NOP,10/11,-0.1506849315068492,-0.8387096774193548,-0.3636363636363636,0.0820512820512821,-0.2962962962962964,0,-0.5555555555555556,0.1428571428571428,-0.7727272727272727,-0.4347826086956522,0.1285714285714283,-0.3333333333333333,False,10,0,-0.0,-0.1,-6.9,-0.7,-0.1,-0.0
Jamal Crawford,ATL,10/11,0.3698630136986301,-0.9032258064516128,0.5454545454545455,-0.041025641025641,-0.2962962962962964,0,-0.7777777777777778,0.4285714285714285,-0.2954545454545456,-0.6086956521739131,0.6142857142857139,-0.4166666666666667,False,11,0,-0.0,-0.0,17.0,-1.2,-0.4,-0.0
Corey Maggette,MIL,10/11,0.0684931506849315,-0.2903225806451612,-0.3181818181818181,-0.6051282051282053,-0.2962962962962964,0,-0.7777777777777778,-0.4285714285714285,0.0681818181818183,-0.5217391304347827,1.2285714285714282,-0.5,False,19,0,-0.0,0.3,3.2,-0.3,-0.6,-0.0
Trevor Ariza,NOP,10/11,-0.0684931506849315,0.2903225806451613,0.0909090909090909,0.0820512820512821,-0.2962962962962964,0,-1.6666666666666667,-0.5714285714285714,-0.9545454545454544,-0.3478260869565218,-0.2000000000000003,-0.0833333333333334,False,10,0,-0.0,0.0,-3.2,-1.1,0.1,-0.0
Tayshaun Prince,DET,10/11,0.3561643835616438,-0.096774193548387,0.3636363636363635,-0.917948717948718,-0.3333333333333334,0,-0.4444444444444444,1.0,-0.0909090909090909,-0.5217391304347827,0.2714285714285712,-0.3333333333333333,False,22,0,-0.3,-0.6,16.4,-1.4,-0.1,-0.3
Joel Anthony,MIA,10/11,-1.3013698630136987,-0.3225806451612902,-0.7727272727272726,0.8307692307692304,-0.3333333333333334,0,0.8888888888888888,-0.5714285714285714,-1.8636363636363635,-0.8695652173913044,-1.9714285714285715,-0.75,True,3,1,-1.1,-2.0,-59.9,1.5,1.7,-1.1
Anthony Tolliver,MIN,10/11,-0.6575342465753425,0.0,-0.3181818181818181,-1.7333333333333336,-0.3333333333333334,0,1.1111111111111112,0.5714285714285714,-0.4999999999999998,-0.1739130434782609,-0.8571428571428574,-0.3333333333333333,False,27,0,1.1,1.7,-30.3,0.5,0.1,1.1
DeMar DeRozan,TOR,10/11,0.7808219178082192,-0.2258064516129032,-0.0909090909090908,-1.4205128205128206,-0.3703703703703703,0,-0.6666666666666666,1.0,-0.2272727272727272,-1.2608695652173914,0.5857142857142854,-1.1666666666666663,False,25,0,-1.1,-0.7,36.0,-1.7,-0.7,-1.1
J.J. Barea,DAL,10/11,-0.273972602739726,-0.8064516129032256,0.8636363636363635,0.7692307692307687,-0.3703703703703703,0,-0.6666666666666666,0.1428571428571428,-0.1590909090909089,-0.391304347826087,0.6857142857142853,-0.4166666666666667,False,4,0,-0.2,-0.2,-12.6,-0.8,-0.3,-0.2
Kurt Thomas,CHI,10/11,-1.0136986301369866,0.4193548387096772,-0.3636363636363636,1.0820512820512818,-0.3703703703703703,0,-0.4444444444444444,-1.4285714285714286,-1.25,-0.4347826086956522,-1.385714285714286,-0.5833333333333333,False,1,1,-1.1,-1.0,-46.7,1.0,0.6,-1.1
Ronny Turiaf,NYK,10/11,-1.0000000000000002,-0.4193548387096772,-0.2727272727272727,-0.1692307692307693,-0.3703703703703703,0,1.6666666666666667,0.0,-0.4318181818181819,0.4347826086956521,-1.3571428571428574,-0.0833333333333334,False,13,0,0.2,0.3,-46.1,1.7,-0.6,0.2
Chris Andersen,DEN,10/11,-0.8082191780821919,0.1290322580645162,-0.7272727272727273,0.333333333333333,-0.3703703703703703,0,1.8888888888888888,-0.8571428571428571,0.7954545454545454,1.1304347826086958,-0.8000000000000002,-0.1666666666666666,False,8,0,-0.3,-0.5,-37.2,2.7,-0.9,-0.3
Charlie Villanueva,DET,10/11,-0.0547945205479452,-0.1935483870967742,-0.6363636363636362,-0.917948717948718,-0.4074074074074074,0,-0.3333333333333333,0.4285714285714285,0.0909090909090909,-0.3478260869565218,0.5714285714285714,-0.3333333333333333,False,22,0,0.1,0.8,-2.5,-0.8,-0.2,0.1
Zaza Pachulia,ATL,10/11,-0.9726027397260276,-0.096774193548387,-0.5909090909090908,-0.041025641025641,-0.4074074074074074,0,-0.1111111111111111,-0.4285714285714285,-0.7045454545454544,-1.391304347826087,-0.6571428571428574,-1.0833333333333333,False,11,0,0.0,0.1,-44.8,0.3,0.9,0.0
Shannon Brown,LAL,10/11,-0.3835616438356166,-0.8387096774193548,-0.3636363636363636,0.7692307692307687,-0.4074074074074074,0,-0.7777777777777778,-0.2857142857142857,-0.4318181818181819,-0.5217391304347827,0.4428571428571425,-0.5,False,4,0,-0.3,-1.2,-17.7,-0.5,-0.2,-0.3
Antonio McDyess,SAS,10/11,-0.8493150684931509,0.2903225806451613,-0.3636363636363636,1.0205128205128202,-0.4444444444444445,0,-0.6666666666666666,-0.5714285714285714,-0.6136363636363634,-0.4782608695652174,-0.6000000000000002,-0.5833333333333333,False,2,1,-0.9,-0.9,-39.1,-0.1,0.3,-0.9
Anthony Morrow,BRK,10/11,0.232876712328767,-0.4838709677419354,-0.3636363636363636,-1.2923076923076926,-0.4444444444444445,0,0.1111111111111111,0.8571428571428571,-0.7727272727272727,-0.6086956521739131,-0.1571428571428573,-0.5,False,23,0,-0.3,0.8,10.7,-0.7,0.1,-0.3
Matt Barnes,LAL,10/11,-0.6575342465753425,-0.0645161290322581,-0.3181818181818181,0.7692307692307687,-0.4444444444444445,0,0.0,-0.7142857142857143,-0.2045454545454546,0.0869565217391304,-0.3571428571428571,-0.3333333333333333,False,4,0,-0.5,-0.8,-30.3,0.7,-0.0,-0.5
Francisco García,SAC,10/11,-0.2465753424657535,-0.7096774193548386,-0.3636363636363636,-1.2923076923076926,-0.4444444444444445,0,0.1111111111111111,0.1428571428571428,-0.4545454545454545,0.2608695652173913,-0.2571428571428572,-0.0833333333333334,False,23,0,0.3,1.7,-11.4,-0.0,-0.1,0.3
Brad Miller,HOU,10/11,-0.6986301369863014,-0.2580645161290321,0.1818181818181817,-0.1076923076923077,-0.4444444444444445,0,0.5555555555555556,0.0,0.1818181818181819,1.0434782608695652,-0.3000000000000002,0.0833333333333332,False,12,0,0.1,0.1,-32.2,0.6,-0.3,0.1
Jeff Foster,IND,10/11,-1.1232876712328768,0.5483870967741935,-0.5454545454545454,-0.4820512820512821,-0.4444444444444445,0,1.1111111111111112,-0.5714285714285714,-0.2727272727272725,-0.391304347826087,-1.285714285714286,-0.5833333333333333,False,17,0,0.5,0.5,-51.7,1.7,0.5,0.5
Mario Chalmers,MIA,10/11,-0.6986301369863014,-0.7741935483870966,0.2272727272727272,0.8307692307692304,-0.4814814814814815,0,-1.0,-0.5714285714285714,-1.1818181818181817,-0.5217391304347827,-0.585714285714286,-0.5,False,3,1,-0.6,-1.0,-32.2,-0.4,0.3,-0.6
Zydrunas Ilgauskas,MIA,10/11,-0.8904109589041097,-0.1612903225806451,-0.7272727272727273,0.8307692307692304,-0.4814814814814815,0,-0.5555555555555556,-0.8571428571428571,-0.6136363636363634,-1.347826086956522,-0.442857142857143,-1.0833333333333333,False,3,1,-0.7,-1.5,-41.0,0.3,0.6,-0.7
Keyon Dooling,MIL,10/11,-0.6027397260273974,-0.9677419354838708,0.4545454545454545,-0.6051282051282053,-0.4814814814814815,0,-1.0,-0.2857142857142857,-0.9545454545454544,-0.6956521739130436,-0.2571428571428572,-0.5833333333333333,False,19,0,0.4,0.7,-27.8,-0.7,0.2,0.4
Jason Thompson,SAC,10/11,-0.3698630136986301,0.5161290322580643,-0.3636363636363636,-1.2923076923076926,-0.4814814814814815,0,-0.6666666666666666,0.1428571428571428,-0.4318181818181819,-1.1304347826086958,-0.1714285714285718,-1.0,False,23,0,0.5,0.3,-17.0,-0.8,0.2,0.5
Sam Young,MEM,10/11,-0.5753424657534247,-0.6774193548387096,-0.5,0.0820512820512821,-0.4814814814814815,0,-0.6666666666666666,-0.2857142857142857,-0.6818181818181818,-0.5652173913043479,-0.2571428571428572,-0.5,False,10,0,-0.0,-0.1,-26.5,-0.4,0.1,-0.0
Samuel Dalembert,SAC,10/11,-0.4794520547945206,1.1935483870967738,-0.5454545454545454,-1.2923076923076926,-0.4814814814814815,0,-1.3333333333333333,-0.4285714285714285,-0.3181818181818182,-1.1304347826086958,-0.2857142857142857,-1.0,False,23,0,0.6,-0.2,-22.1,-0.9,0.3,0.6
Brendan Haywood,DAL,10/11,-0.9726027397260276,0.2258064516129032,-0.7727272727272726,0.7692307692307687,-0.4814814814814815,0,-0.6666666666666666,-0.7142857142857143,-0.8636363636363638,-1.0,-0.9571428571428572,-0.9166666666666666,False,4,0,-0.7,-1.2,-44.8,0.0,1.0,-0.7
Chris Wilcox,DET,10/11,-0.5616438356164384,0.096774193548387,-0.5454545454545454,-0.917948717948718,-0.5185185185185186,0,0.4444444444444444,0.2857142857142857,0.5681818181818181,-0.782608695652174,-0.0285714285714289,-0.75,False,22,0,0.5,0.9,-25.9,0.2,0.0,0.5
Nick Young,WAS,10/11,0.8082191780821917,-0.5806451612903224,-0.3636363636363636,-1.358974358974359,-0.5185185185185186,0,-0.5555555555555556,0.8571428571428571,-0.2272727272727272,-0.7391304347826089,0.7571428571428568,-0.5833333333333333,False,24,0,-1.1,0.2,37.2,-1.4,-0.6,-1.1
Shaquille O'Neal,BOS,10/11,-0.3150684931506851,0.096774193548387,-0.5909090909090908,0.7076923076923077,-0.5555555555555555,0,-0.1111111111111111,-1.4285714285714286,0.4318181818181814,-0.0434782608695652,0.1428571428571428,-0.5833333333333333,False,5,0,-0.2,-0.6,-14.5,1.3,-0.0,-0.2
Courtney Lee,HOU,10/11,-0.4383561643835616,-0.6129032258064515,-0.3636363636363636,-0.1076923076923077,-0.5555555555555555,0,-0.4444444444444444,0.2857142857142857,-0.6590909090909092,-0.6521739130434783,-0.1714285714285718,-0.5833333333333333,False,12,0,0.0,0.2,-20.2,-0.7,0.1,0.0
Kenyon Martin,DEN,10/11,-0.3972602739726028,0.5483870967741935,0.1363636363636362,0.333333333333333,-0.5555555555555555,0,-0.5555555555555556,-0.4285714285714285,-0.3181818181818182,0.2173913043478261,-0.3857142857142861,-0.1666666666666666,False,8,0,-0.1,0.1,-18.3,-0.1,-0.1,-0.1
Ömer Aşık,CHI,10/11,-1.1917808219178083,-0.2580645161290321,-0.7272727272727273,1.0820512820512818,-0.5555555555555555,0,-0.8888888888888888,-1.5714285714285714,-0.8409090909090907,-0.9565217391304348,-0.9428571428571432,-0.8333333333333333,False,1,1,-1.3,-2.4,-54.9,0.7,0.9,-1.3
Trevor Booker,WAS,10/11,-0.8493150684931509,-0.1935483870967742,-0.6818181818181818,-1.358974358974359,-0.5925925925925926,0,0.6666666666666666,0.1428571428571428,-0.0454545454545452,-0.5652173913043479,-0.742857142857143,-0.6666666666666666,False,24,0,1.2,2.3,-39.1,0.5,0.4,1.2
Andris Biedriņš,GSW,10/11,-0.8904109589041097,0.8709677419354838,-0.4545454545454545,-0.5435897435897438,-0.5925925925925926,0,-0.3333333333333333,-0.1428571428571428,-0.7727272727272727,-1.1739130434782608,-1.2142857142857146,-1.0,False,18,0,0.5,0.3,-41.0,-0.2,1.4,0.5
Brandon Rush,IND,10/11,-0.3287671232876713,-0.4193548387096772,-0.5,-0.4820512820512821,-0.5925925925925926,0,-0.8888888888888888,0.0,-1.1136363636363635,-0.5217391304347827,-0.4571428571428573,-0.5,False,17,0,0.2,0.6,-15.1,-0.9,0.2,0.2
Antawn Jamison,CLE,10/11,0.8904109589041097,0.7096774193548386,-0.1363636363636363,-1.6051282051282054,-0.5925925925925926,0,-0.8888888888888888,0.4285714285714285,0.2954545454545456,-0.2173913043478261,0.9857142857142857,-0.1666666666666666,False,26,0,-1.4,-2.3,41.0,-1.3,-0.2,-1.4
Andrea Bargnani,TOR,10/11,1.356164383561644,0.2258064516129032,-0.0909090909090908,-1.4205128205128206,-0.6296296296296297,0,-0.7777777777777778,1.0,0.2045454545454542,-0.782608695652174,1.2999999999999996,-0.5833333333333333,False,25,0,-1.9,-2.1,62.5,-1.8,-1.0,-1.9
C.J. Miles,UTA,10/11,0.178082191780822,-0.3870967741935484,-0.1363636363636363,-0.3538461538461541,-0.6296296296296297,0,-1.0,0.2857142857142857,-0.2499999999999999,-0.6086956521739131,0.8571428571428571,-0.5,False,16,0,-0.1,0.1,8.2,-1.3,-0.5,-0.1
Ryan Gomes,LAC,10/11,-0.589041095890411,-0.3870967741935484,-0.1818181818181817,-0.7948717948717949,-0.6296296296296297,0,-0.5555555555555556,0.4285714285714285,-1.477272727272727,-1.0869565217391306,-0.9142857142857146,-1.0,False,21,0,0.5,0.9,-27.1,-1.0,1.0,0.5
Shawne Williams,NYK,10/11,-0.6027397260273974,-0.2580645161290321,-0.5909090909090908,-0.1692307692307693,-0.6296296296296297,0,-0.1111111111111111,0.1428571428571428,-0.7500000000000001,-0.4782608695652174,-0.5571428571428575,-0.5833333333333333,False,13,0,0.1,0.2,-27.8,-0.3,0.3,0.1
Omri Casspi,SAC,10/11,-0.3972602739726028,-0.0645161290322581,-0.4545454545454545,-1.2923076923076926,-0.6296296296296297,0,-0.6666666666666666,0.1428571428571428,-0.8636363636363638,-0.4347826086956522,-0.3428571428571431,-0.4166666666666667,False,23,0,0.5,1.2,-18.3,-0.8,0.1,0.5
O.J. Mayo,MEM,10/11,-0.0273972602739725,-0.6774193548387096,0.0,0.0820512820512821,-0.6666666666666667,0,-1.2222222222222223,-0.1428571428571428,-0.6590909090909092,-0.4347826086956522,0.3857142857142856,-0.3333333333333333,False,10,0,-0.0,-0.1,-1.3,-1.1,-0.2,-0.0
Patrick Patterson,HOU,10/11,-0.7123287671232879,-0.2258064516129032,-0.5454545454545454,-0.1076923076923077,-0.6666666666666667,0,0.6666666666666666,0.1428571428571428,0.2727272727272725,-0.0434782608695652,-0.4285714285714285,-0.5,False,12,0,0.1,0.2,-32.8,0.5,0.0,0.1
Daniel Gibson,CLE,10/11,0.0136986301369862,-0.6129032258064515,0.4545454545454545,-1.6051282051282054,-0.6666666666666667,0,-0.4444444444444444,0.8571428571428571,-0.5227272727272728,-0.3478260869565218,0.0857142857142854,-0.25,False,26,0,-0.0,0.2,0.6,-1.3,-0.0,-0.0
Paul George,IND,10/11,-0.5068493150684933,-0.2580645161290321,-0.409090909090909,-0.4820512820512821,-0.6666666666666667,0,-1.0,-0.5714285714285714,-0.5681818181818181,-0.2173913043478261,-0.1857142857142858,-0.4166666666666667,False,17,0,0.2,0.6,-23.3,-0.4,0.0,0.2
Andray Blatche,WAS,10/11,0.7260273972602742,1.1935483870967738,0.0909090909090909,-1.358974358974359,-0.6666666666666667,0,-1.3333333333333333,0.0,0.3181818181818178,-0.5652173913043479,0.914285714285714,-0.4166666666666667,False,24,0,-1.0,-2.7,33.4,-1.3,-0.5,-1.0
Spencer Hawes,PHI,10/11,-0.589041095890411,0.3870967741935484,-0.2272727272727272,-0.2307692307692309,-0.6666666666666667,0,-1.6666666666666667,-0.7142857142857143,-0.6136363636363634,-1.0,-0.0285714285714289,-0.9166666666666666,False,14,0,0.1,0.1,-27.1,-1.0,0.0,0.1
Steve Nash,PHO,05/06,1.0000000000000002,-0.096774193548387,3.8636363636363633,0.5846153846153845,3.0370370370370368,1,1.0,0.1428571428571428,1.7727272727272727,2.0,0.5999999999999999,3.1666666666666665,False,4,0,0.6,2.8,-42.1,0.9,1.2,0.6
Michael Redd,MIL,05/06,1.904109589041096,-0.0645161290322581,0.409090909090909,-0.2923076923076925,2.4444444444444446,0,0.3333333333333333,0.2857142857142857,1.2954545454545452,1.4782608695652175,1.3142857142857145,2.916666666666666,True,13,0,-0.6,-0.7,-80.1,0.0,1.9,-0.6
Ben Wallace,DET,05/06,-0.5753424657534247,2.193548387096774,-0.0454545454545454,1.205128205128205,2.1851851851851847,0,0.0,-1.8571428571428568,0.4545454545454545,1.347826086956522,-1.1285714285714288,2.416666666666666,True,1,1,-0.7,1.9,24.2,1.9,-1.5,-0.7
Chris Bosh,TOR,05/06,1.5068493150684934,1.516129032258064,0.2727272727272727,-1.1076923076923078,2.074074074074074,0,0.6666666666666666,0.4285714285714285,1.7499999999999998,1.0869565217391306,0.8714285714285711,1.9166666666666663,True,19,0,-1.7,-3.7,-63.4,0.2,0.9,-1.7
Jason Terry,DAL,05/06,0.7671232876712332,-0.8064516129032256,0.818181818181818,0.9589743589743588,2.0,0,0.6666666666666666,0.0,0.6590909090909087,1.2608695652173914,0.4428571428571425,2.1666666666666665,True,3,1,0.7,0.7,-32.3,0.7,0.6,0.7
Tony Parker,SAS,05/06,1.0136986301369864,-0.3870967741935484,1.727272727272727,1.1435897435897435,2.0,0,-0.2222222222222222,-0.8571428571428571,1.2045454545454546,1.0434782608695652,1.1428571428571428,1.8333333333333328,False,2,1,1.2,2.7,-42.7,0.6,1.2,1.2
Carmelo Anthony,DEN,05/06,2.054794520547945,0.1290322580645162,0.3181818181818182,-0.041025641025641,1.9259259259259256,0,-0.2222222222222222,0.0,1.477272727272727,1.0000000000000002,1.8428571428571427,2.0,True,10,0,-0.1,-0.1,-86.5,-0.2,1.8,-0.1
Mehmet Okur,UTA,05/06,0.8904109589041097,1.483870967741935,0.1818181818181817,-0.2307692307692309,1.888888888888889,0,0.1111111111111111,-0.2857142857142857,0.7954545454545454,0.5217391304347827,0.6285714285714283,1.3333333333333333,False,12,0,-0.2,-0.6,-37.5,0.4,0.3,-0.2
Lamar Odom,LAL,05/06,0.4520547945205481,1.516129032258064,1.5909090909090908,0.0205128205128205,1.8518518518518516,0,0.0,-0.4285714285714285,0.3409090909090909,1.0000000000000002,-0.1428571428571428,2.333333333333333,True,9,0,0.0,0.1,-19.0,0.4,-0.1,0.0
Brad Miller,SAC,05/06,0.4794520547945206,1.0645161290322578,1.2272727272727273,-0.041025641025641,1.8148148148148144,0,0.2222222222222222,-0.5714285714285714,0.4545454545454545,0.9130434782608696,-0.0285714285714289,1.8333333333333328,False,10,0,-0.0,-0.1,-20.2,0.8,-0.0,-0.0
Shane Battier,MEM,05/06,-0.1917808219178083,0.2580645161290321,-0.1363636363636363,0.2717948717948714,1.8148148148148144,0,0.5555555555555556,-0.8571428571428571,-0.1818181818181819,0.9565217391304348,-0.7714285714285717,1.8333333333333328,False,7,0,-0.1,-0.0,8.1,1.4,-0.7,-0.1
Boris Diaw,PHO,05/06,0.2465753424657535,0.7741935483870968,1.909090909090909,0.5846153846153845,1.7407407407407407,0,0.3333333333333333,-0.2857142857142857,0.4090909090909092,1.0434782608695652,-0.1714285714285718,2.0,False,4,0,0.1,1.7,-10.4,0.6,-0.2,0.1
Rasheed Wallace,DET,05/06,0.4931506849315069,0.7419354838709675,0.1363636363636362,1.205128205128205,1.7407407407407407,0,-0.2222222222222222,-1.1428571428571428,0.4772727272727275,1.4347826086956523,0.2857142857142857,2.416666666666666,True,1,1,0.6,1.7,-20.8,0.9,0.4,0.6
Zydrunas Ilgauskas,CLE,05/06,0.5616438356164384,0.9999999999999996,-0.3636363636363636,0.333333333333333,1.6666666666666663,0,0.2222222222222222,-0.5714285714285714,1.454545454545454,0.5217391304347827,0.7857142857142857,0.8333333333333333,False,6,0,0.2,0.4,-23.6,0.8,0.4,0.2
Yao Ming,HOU,05/06,1.479452054794521,1.8387096774193543,-0.2272727272727272,-0.666666666666667,1.629629629629629,0,0.1111111111111111,-1.1428571428571428,2.2954545454545454,1.7391304347826089,1.5428571428571425,1.7499999999999998,True,17,0,-1.0,-2.1,-62.3,1.3,2.7,-1.0
