Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP,is_outlier,Standings,Top3_Team,PPG_weighted,Efficiency_score,PPG_rel,Net_Rating,BPM_x_USG%,PPG_x_Win%
Marvin Bagley III,SAC,18/19,0.4657534246575344,0.9999999999999996,-0.4545454545454545,-0.3538461538461541,-0.2222222222222222,0,-0.1111111111111111,0.2857142857142857,0.7727272727272724,-0.6086956521739131,0.7285714285714283,-0.5833333333333333,False,12,0,-0.2,-0.4,3.6,-0.4,-0.4,-0.2
Daniel Theis,BOS,18/19,-0.7945205479452055,-0.3548387096774193,-0.4545454545454545,0.2717948717948714,-0.2592592592592593,0,1.7777777777777777,-0.1428571428571428,0.3409090909090909,-0.1739130434782609,-0.4714285714285715,-0.5,False,8,0,-0.2,-0.4,-6.1,1.9,0.1,-0.2
Devin Booker,PHO,18/19,2.068493150684932,-0.1290322580645162,2.1818181818181817,-1.6051282051282054,-0.2592592592592593,0,-0.3333333333333333,1.4285714285714286,1.068181818181818,0.2608695652173913,1.971428571428571,0.4999999999999998,True,19,0,-3.3,-6.6,15.8,-1.8,0.5,-3.3
Cory Joseph,IND,18/19,-0.6849315068493151,-0.3548387096774193,0.8636363636363635,0.2051282051282047,-0.2592592592592593,0,-0.7777777777777778,-0.1428571428571428,-1.0227272727272727,-0.3478260869565218,-0.7714285714285717,-0.1666666666666666,False,9,0,-0.1,-0.0,-5.2,-0.6,0.3,-0.1
Maxi Kleber,DAL,18/19,-0.6438356164383563,0.0322580645161289,-0.4545454545454545,-0.7333333333333334,-0.2592592592592593,0,0.3333333333333333,0.1428571428571428,-0.5454545454545455,0.0,-0.8000000000000002,-0.1666666666666666,False,15,0,0.5,0.8,-4.9,0.2,-0.0,0.5
Patty Mills,SAS,18/19,-0.2191780821917808,-0.7419354838709675,0.4545454545454545,0.2051282051282047,-0.2592592592592593,0,0.0,0.8571428571428571,-0.5227272727272728,-0.3043478260869565,-0.0857142857142859,-0.25,False,9,0,-0.0,-0.1,-1.7,-0.9,0.0,-0.0
Langston Galloway,DET,18/19,-0.4246575342465754,-0.7741935483870966,-0.409090909090909,-0.2307692307692309,-0.2962962962962964,0,0.3333333333333333,0.7142857142857143,-1.090909090909091,-0.8260869565217391,-0.4285714285714285,-0.75,False,11,0,0.1,0.4,-3.2,-0.4,0.4,0.1
Maurice Harkless,POR,18/19,-0.5205479452054795,0.0,-0.3636363636363636,0.5179487179487178,-0.2962962962962964,0,0.2222222222222222,0.0,-0.5227272727272728,0.1304347826086956,-0.742857142857143,-0.0833333333333334,False,5,0,-0.3,-0.5,-4.0,0.2,-0.1,-0.3
Shai Gilgeous-Alexander,LAC,18/19,-0.095890410958904,-0.5483870967741935,0.5909090909090908,0.2051282051282047,-0.3333333333333334,0,-0.4444444444444444,0.5714285714285714,-0.4772727272727271,-0.391304347826087,-0.1142857142857144,-0.25,False,9,0,-0.0,-0.0,-0.7,-1.0,0.0,-0.0
Jaren Jackson Jr.,MEM,18/19,0.3150684931506851,0.0645161290322581,-0.409090909090909,-0.7333333333333334,-0.3333333333333334,0,-0.4444444444444444,-0.1428571428571428,0.2045454545454542,-0.3043478260869565,0.5285714285714285,-0.3333333333333333,False,15,0,-0.2,0.0,2.4,-0.3,-0.2,-0.2
Jonas Jerebko,GSW,18/19,-0.7123287671232879,-0.1935483870967742,-0.3181818181818181,0.7692307692307687,-0.3333333333333334,0,0.8888888888888888,0.4285714285714285,-0.4545454545454545,-0.4782608695652174,-0.5571428571428575,-0.5833333333333333,False,3,1,-0.5,-0.9,-5.4,0.5,0.3,-0.5
Dorian Finney-Smith,DAL,18/19,-0.5479452054794521,0.096774193548387,-0.3636363636363636,-0.7333333333333334,-0.3333333333333334,0,-0.3333333333333333,0.4285714285714285,-1.0227272727272727,-0.782608695652174,-0.7285714285714288,-0.6666666666666666,False,15,0,0.4,0.6,-4.2,-0.8,0.6,0.4
Royce O'Neale,UTA,18/19,-0.8630136986301371,-0.3225806451612902,-0.2272727272727272,0.333333333333333,-0.3333333333333334,0,-0.4444444444444444,-0.2857142857142857,-1.477272727272727,-0.391304347826087,-1.1571428571428573,-0.4166666666666667,False,7,0,-0.3,-0.5,-6.6,-0.2,0.5,-0.3
Evan Fournier,ORL,18/19,0.4931506849315069,-0.4193548387096772,0.7272727272727273,-0.1692307692307693,-0.3703703703703703,0,-0.8888888888888888,0.4285714285714285,-0.7272727272727271,-1.2173913043478262,0.4285714285714285,-1.1666666666666663,False,10,0,-0.1,-0.1,3.8,-1.3,-0.5,-0.1
Noah Vonleh,NYK,18/19,-0.4246575342465754,1.0645161290322578,-0.0454545454545454,-1.7333333333333336,-0.3703703703703703,0,-0.1111111111111111,0.4285714285714285,-0.3636363636363635,-0.4782608695652174,-0.6142857142857144,-0.4166666666666667,False,20,0,0.7,-1.0,-3.2,-0.5,0.3,0.7
Terry Rozier,BOS,18/19,-0.3424657534246575,-0.1935483870967742,0.409090909090909,0.2717948717948714,-0.3703703703703703,0,-0.6666666666666666,0.0,-0.5909090909090908,-0.2608695652173913,-0.0714285714285714,-0.25,False,8,0,-0.1,-0.0,-2.6,-0.7,0.0,-0.1
Alex Len,ATL,18/19,-0.0547945205479452,0.3225806451612902,-0.409090909090909,-0.9794871794871798,-0.3703703703703703,0,0.1111111111111111,0.7142857142857143,0.3863636363636362,-0.6956521739130436,0.4285714285714285,-0.6666666666666666,False,17,0,0.1,0.1,-0.4,-0.6,-0.3,0.1
Tony Snell,MIL,18/19,-0.7534246575342467,-0.7741935483870966,-0.5,0.9589743589743588,-0.3703703703703703,0,0.7777777777777778,0.1428571428571428,-1.090909090909091,-0.4782608695652174,-0.8857142857142859,-0.5833333333333333,False,1,1,-0.7,-1.9,-5.8,0.6,0.4,-0.7
DeMarre Carroll,BRK,18/19,-0.0547945205479452,0.2258064516129032,-0.3181818181818181,-0.1692307692307693,-0.4074074074074074,0,-0.2222222222222222,0.4285714285714285,-0.7727272727272727,-0.8260869565217391,-0.0714285714285714,-0.75,False,10,0,0.0,0.0,-0.4,-0.7,0.1,0.0
Kyle Kuzma,LAL,18/19,0.9863013698630138,0.3225806451612902,0.2272727272727272,-0.4820512820512821,-0.4074074074074074,0,-0.6666666666666666,0.5714285714285714,-0.3409090909090909,-0.782608695652174,0.6714285714285714,-0.5833333333333333,False,13,0,-0.5,-0.7,7.5,-1.2,-0.5,-0.5
Jake Layman,POR,18/19,-0.5342465753424659,-0.4516129032258063,-0.5909090909090908,0.5179487179487178,-0.4074074074074074,0,0.6666666666666666,0.5714285714285714,-0.4545454545454545,-0.391304347826087,-0.4571428571428573,-0.5,False,5,0,-0.3,-0.8,-4.1,0.1,0.2,-0.3
Ersan İlyasova,MIL,18/19,-0.6438356164383563,0.0,-0.5454545454545454,0.9589743589743588,-0.4444444444444445,0,0.0,-0.2857142857142857,-0.8863636363636364,-1.1739130434782608,-0.485714285714286,-1.0,False,1,1,-0.6,-1.1,-4.9,0.3,0.6,-0.6
Jaylen Brown,BOS,18/19,0.2054794520547945,-0.096774193548387,-0.2727272727272727,0.2717948717948714,-0.4444444444444445,0,-0.8888888888888888,0.1428571428571428,-0.4545454545454545,-1.0869565217391306,0.4285714285714285,-0.9166666666666666,False,8,0,0.1,-0.0,1.6,-1.0,-0.5,0.1
Torrey Craig,DEN,18/19,-0.7945205479452055,-0.3225806451612902,-0.4545454545454545,0.5846153846153845,-0.4444444444444445,0,0.2222222222222222,0.2857142857142857,-1.159090909090909,-1.0,-0.9571428571428572,-0.9166666666666666,False,4,0,-0.5,-0.9,-6.1,-0.1,1.0,-0.5
Meyers Leonard,POR,18/19,-0.767123287671233,-0.2258064516129032,-0.3636363636363636,0.5179487179487178,-0.4444444444444445,0,1.8888888888888888,0.4285714285714285,0.0681818181818183,0.6086956521739131,-0.6142857142857144,-0.25,False,5,0,-0.4,-0.7,-5.9,1.5,-0.4,-0.4
Juancho Hernangómez,DEN,18/19,-0.7808219178082193,-0.2258064516129032,-0.5454545454545454,0.5846153846153845,-0.4444444444444445,0,0.6666666666666666,0.2857142857142857,-1.0227272727272727,-0.6521739130434783,-0.985714285714286,-0.6666666666666666,False,4,0,-0.5,-0.9,-6.0,0.4,0.6,-0.5
Tyus Jones,MIN,18/19,-0.6301369863013699,-0.8064516129032256,1.2727272727272725,-0.5435897435897438,-0.4444444444444445,0,0.4444444444444444,0.8571428571428571,-0.4090909090909092,-0.4347826086956522,-0.7142857142857145,-0.4166666666666667,False,14,0,0.3,0.1,-4.8,-0.4,0.3,0.3
Derrick Rose,MIN,18/19,0.8904109589041097,-0.5806451612903224,1.0454545454545452,-0.5435897435897438,-0.4444444444444445,0,0.2222222222222222,1.2857142857142858,0.9090909090909092,0.4347826086956521,1.1714285714285713,0.0833333333333332,False,14,0,-0.5,-0.7,6.8,-1.1,0.5,-0.5
Zach Collins,POR,18/19,-0.6712328767123289,-0.096774193548387,-0.5,0.5179487179487178,-0.4814814814814815,0,0.0,0.2857142857142857,-0.4545454545454545,-0.6956521739130436,-0.3571428571428571,-0.6666666666666666,False,5,0,-0.3,-0.7,-5.1,-0.3,0.2,-0.3
Miles Bridges,CHO,18/19,-0.5479452054794521,-0.1612903225806451,-0.3636363636363636,-0.3538461538461541,-0.4814814814814815,0,-0.1111111111111111,0.5714285714285714,-0.5454545454545455,-0.5217391304347827,-0.5714285714285717,-0.5,False,12,0,0.2,0.4,-4.2,-0.7,0.3,0.2
Derrick Jones Jr.,MIA,18/19,-0.6164383561643837,-0.1612903225806451,-0.6363636363636362,-0.3538461538461541,-0.4814814814814815,0,0.1111111111111111,-0.1428571428571428,-0.3409090909090909,-0.391304347826087,-0.5000000000000002,-0.5833333333333333,False,12,0,0.2,0.5,-4.7,0.3,0.2,0.2
Mikal Bridges,PHO,18/19,-0.4383561643835616,-0.4193548387096772,0.0454545454545454,-1.6051282051282054,-0.4814814814814815,0,0.0,1.0,-1.068181818181818,-0.8695652173913044,-0.985714285714286,-0.6666666666666666,False,19,0,0.7,1.3,-3.3,-1.0,0.9,0.7
Doug McDermott,IND,18/19,-0.5753424657534247,-1.0,-0.5,0.2051282051282047,-0.4814814814814815,0,0.5555555555555556,0.5714285714285714,-0.8863636363636364,-0.782608695652174,-0.4000000000000001,-0.75,False,9,0,-0.1,-0.4,-4.4,-0.0,0.3,-0.1
Dennis Schröder,OKC,18/19,0.5479452054794521,-0.2903225806451612,0.9545454545454544,0.2717948717948714,-0.4814814814814815,0,-1.0,0.2857142857142857,-0.6363636363636365,-1.0434782608695652,0.7285714285714283,-0.9166666666666666,False,8,0,0.1,0.3,4.2,-1.3,-0.8,0.1
T.J. McConnell,PHI,18/19,-0.6986301369863014,-0.7096774193548386,0.6363636363636362,0.3948717948717946,-0.4814814814814815,0,-0.2222222222222222,0.2857142857142857,-0.4772727272727271,-0.5652173913043479,-0.585714285714286,-0.5833333333333333,False,6,0,-0.3,-0.3,-5.3,-0.5,0.3,-0.3
Gorgui Dieng,MIN,18/19,-0.6986301369863014,-0.1290322580645162,-0.5,-0.5435897435897438,-0.5185185185185186,0,0.2222222222222222,0.0,0.5909090909090912,0.0869565217391304,0.0714285714285714,-0.3333333333333333,False,14,0,0.4,0.7,-5.3,0.2,0.0,0.4
Terrance Ferguson,OKC,18/19,-0.6301369863013699,-0.8387096774193548,-0.4545454545454545,0.2717948717948714,-0.5185185185185186,0,0.0,0.5714285714285714,-2.068181818181818,-1.8260869565217392,-1.2142857142857146,-1.6666666666666663,True,8,0,-0.2,-0.5,-4.8,-0.6,2.2,-0.2
Zach LaVine,CHI,18/19,1.671232876712329,0.0645161290322581,1.1363636363636362,-1.4205128205128206,-0.5185185185185186,0,-0.6666666666666666,1.0,0.7272727272727271,0.1739130434782609,1.6285714285714283,0.3333333333333332,False,18,0,-2.4,-4.1,12.8,-1.7,0.3,-2.4
Justise Winslow,MIA,18/19,0.1506849315068492,0.2903225806451613,1.0454545454545452,-0.3538461538461541,-0.5185185185185186,0,-1.1111111111111112,0.0,-0.6136363636363634,-0.4347826086956522,0.2428571428571427,-0.3333333333333333,False,12,0,-0.1,-0.5,1.2,-1.1,-0.1,-0.1
Lauri Markkanen,CHI,18/19,0.9863013698630138,1.4516129032258065,-0.2727272727272727,-1.4205128205128206,-0.5555555555555555,0,-0.5555555555555556,0.5714285714285714,0.3636363636363639,-0.2608695652173913,0.8571428571428571,-0.3333333333333333,False,18,0,-1.4,-3.1,7.5,-1.1,-0.2,-1.4
Bogdan Bogdanović,SAC,18/19,0.3561643835616438,-0.3225806451612902,0.818181818181818,-0.3538461538461541,-0.5555555555555555,0,-0.5555555555555556,0.7142857142857143,-0.3181818181818182,-0.4347826086956522,0.457142857142857,-0.3333333333333333,False,12,0,-0.1,-0.3,2.7,-1.3,-0.2,-0.1
Robin Lopez,CHI,18/19,-0.273972602739726,-0.1935483870967742,-0.3636363636363636,-1.4205128205128206,-0.5555555555555555,0,0.1111111111111111,1.0,0.0909090909090909,-1.0,-0.0714285714285714,-0.9166666666666666,False,18,0,0.4,1.2,-2.1,-0.9,0.1,0.4
Kyle Anderson,MEM,18/19,-0.4794520547945206,0.4193548387096772,0.4545454545454545,-0.7333333333333334,-0.5555555555555555,0,-0.2222222222222222,-0.1428571428571428,-0.6136363636363634,0.1739130434782609,-0.9285714285714288,-0.1666666666666666,False,15,0,0.4,-0.3,-3.7,-0.1,-0.2,0.4
Eric Gordon,HOU,18/19,0.6438356164383562,-0.7419354838709675,-0.0454545454545454,0.5179487179487178,-0.5925925925925926,0,-0.4444444444444444,1.0,-0.7500000000000001,-0.7391304347826089,0.4142857142857141,-0.5833333333333333,False,5,0,0.3,-0.1,4.9,-1.4,-0.3,0.3
Tristan Thompson,CLE,18/19,-0.0821917808219177,1.8387096774193543,0.0,-1.6051282051282054,-0.5925925925925926,0,0.5555555555555556,1.1428571428571428,0.6590909090909087,-0.391304347826087,-0.2000000000000003,-0.5833333333333333,False,19,0,0.1,-2.8,-0.6,-0.6,0.1,0.1
Cheick Diallo,NOP,18/19,-0.7534246575342467,0.2258064516129032,-0.6818181818181818,-0.7333333333333334,-0.5925925925925926,0,0.7777777777777778,0.0,0.4545454545454545,-0.5652173913043479,-0.442857142857143,-0.75,False,15,0,0.6,0.9,-5.8,0.8,0.3,0.6
Gary Harris,DEN,18/19,0.1917808219178083,-0.5483870967741935,0.0909090909090909,0.5846153846153845,-0.5925925925925926,0,-0.4444444444444444,0.4285714285714285,-0.7500000000000001,-0.8695652173913044,0.1285714285714283,-0.75,False,4,0,0.1,-0.2,1.5,-0.9,-0.1,0.1
Willy Hernangómez,CHO,18/19,-0.5753424657534247,0.2903225806451613,-0.4545454545454545,-0.3538461538461541,-0.5925925925925926,0,0.6666666666666666,0.4285714285714285,1.113636363636363,-0.2173913043478261,0.4285714285714285,-0.5833333333333333,False,12,0,0.2,0.3,-4.4,0.2,-0.1,0.2
Jalen Brunson,DAL,18/19,-0.3013698630136985,-0.7096774193548386,0.5454545454545455,-0.7333333333333334,-0.5925925925925926,0,-0.2222222222222222,0.8571428571428571,-0.6136363636363634,-0.9130434782608696,0.0,-0.8333333333333333,False,15,0,0.2,0.3,-2.3,-1.1,-0.0,0.2
Luke Kennard,DET,18/19,-0.2465753424657535,-0.5161290322580645,-0.0909090909090908,-0.2307692307692309,-0.6296296296296297,0,-0.2222222222222222,0.5714285714285714,-0.818181818181818,-0.6521739130434783,-0.1428571428571428,-0.6666666666666666,False,11,0,0.1,0.2,-1.9,-0.8,0.1,0.1
Marco Belinelli,SAS,18/19,-0.136986301369863,-0.6451612903225805,-0.1363636363636363,0.2051282051282047,-0.6296296296296297,0,-0.3333333333333333,0.8571428571428571,-0.818181818181818,-0.9130434782608696,0.0999999999999999,-0.8333333333333333,False,9,0,-0.0,-0.2,-1.0,-1.2,-0.1,-0.0
Michael Kidd-Gilchrist,CHO,18/19,-0.6575342465753425,-0.2258064516129032,-0.4545454545454545,-0.3538461538461541,-0.6296296296296297,0,0.3333333333333333,0.5714285714285714,-0.4999999999999998,-1.2173913043478262,-0.485714285714286,-1.0,False,12,0,0.2,0.5,-5.0,-0.2,0.6,0.2
DeMarcus Cousins,GSW,18/19,0.6575342465753427,1.1935483870967738,0.7272727272727273,0.7692307692307687,-0.6666666666666667,0,-0.3333333333333333,-0.8571428571428571,1.3409090909090904,1.1304347826086958,1.2857142857142858,-0.0833333333333334,False,3,1,0.5,2.0,5.0,0.5,1.5,0.5
Dwyane Wade,MIA,18/19,0.4794520547945206,-0.1612903225806451,1.0,-0.3538461538461541,-0.6666666666666667,0,-1.1111111111111112,0.1428571428571428,0.0681818181818183,0.0869565217391304,1.257142857142857,0.0833333333333332,False,12,0,-0.2,-0.5,3.7,-1.3,0.1,-0.2
Norman Powell,TOR,18/19,-0.3972602739726028,-0.7096774193548386,-0.2272727272727272,0.8307692307692304,-0.6666666666666667,0,-0.2222222222222222,0.1428571428571428,-0.4999999999999998,-0.4782608695652174,-0.0142857142857144,-0.5833333333333333,False,2,1,-0.3,-1.1,-3.0,-0.4,0.0,-0.3
Seth Curry,POR,18/19,-0.4931506849315069,-0.9354838709677418,-0.5,0.5179487179487178,-0.6666666666666667,0,0.1111111111111111,0.8571428571428571,-0.9318181818181815,-0.6086956521739131,-0.3571428571428571,-0.6666666666666666,False,5,0,-0.3,-1.0,-3.8,-0.7,0.2,-0.3
LeBron James,MIA,12/13,2.0958904109589045,1.129032258064516,2.3636363636363638,1.3333333333333333,5.592592592592593,1,1.4444444444444444,-1.0,3.659090909090909,4.913043478260869,1.5857142857142854,7.333333333333333,False,1,1,2.8,7.5,58.4,2.4,7.8,2.8
Blake Griffin,LAC,12/13,0.8904109589041097,1.2258064516129032,0.7727272727272727,0.7076923076923077,2.3703703703703702,0,0.2222222222222222,-0.8571428571428571,1.5681818181818177,1.608695652173913,0.8999999999999996,2.416666666666666,True,5,0,0.6,2.0,24.8,1.1,1.4,0.6
Mike Conley,MEM,12/13,0.4246575342465754,-0.5483870967741935,1.8636363636363635,0.7076923076923077,2.111111111111111,0,-0.1111111111111111,-1.1428571428571428,0.6363636363636365,1.826086956521739,0.2714285714285712,2.916666666666666,True,5,0,0.3,1.2,11.8,1.0,0.5,0.3
George Hill,IND,12/13,0.3698630136986301,-0.2580645161290321,1.2272727272727273,0.3076923076923074,2.0370370370370368,0,0.5555555555555556,-0.8571428571428571,0.2500000000000003,1.2608695652173914,-0.0428571428571429,2.0,False,7,0,0.1,0.4,10.3,1.4,-0.1,0.1
Dwyane Wade,MIA,12/13,1.3287671232876714,0.1612903225806451,1.4090909090909087,1.3333333333333333,2.0,0,0.0,-0.7142857142857143,1.9318181818181817,1.7391304347826089,1.4857142857142855,2.25,True,1,1,1.8,3.9,37.0,0.7,2.6,1.8
Serge Ibaka,OKC,12/13,0.232876712328767,1.032258064516129,-0.6818181818181818,0.9589743589743588,1.9259259259259256,0,0.5555555555555556,-1.0,0.886363636363636,0.4782608695652174,-0.1428571428571428,0.9166666666666666,False,2,1,0.2,0.6,6.5,1.6,-0.1,0.2
Tony Parker,SAS,12/13,1.205479452054795,-0.4838709677419354,2.545454545454545,0.8307692307692304,1.888888888888889,0,0.4444444444444444,-0.2857142857142857,1.7045454545454544,1.3913043478260871,1.2285714285714282,1.6666666666666663,True,3,1,1.0,2.7,33.6,0.7,1.7,1.0
David Lee,GSW,12/13,0.9589041095890412,2.161290322580645,0.6818181818181818,0.1435897435897431,1.8148148148148144,0,-0.2222222222222222,-0.5714285714285714,0.8409090909090907,0.6086956521739131,0.5857142857142854,1.4166666666666663,True,9,0,0.1,0.5,26.7,0.3,0.4,0.1
David West,IND,12/13,0.7671232876712332,1.032258064516129,0.409090909090909,0.3076923076923074,1.8148148148148144,0,-0.2222222222222222,-1.2857142857142858,1.0454545454545456,1.565217391304348,0.7571428571428568,2.1666666666666665,True,7,0,0.2,0.7,21.4,1.1,1.2,0.2
Paul George,IND,12/13,0.8082191780821917,0.9999999999999996,0.9545454545454544,0.3076923076923074,1.7777777777777777,0,-0.8888888888888888,-1.5714285714285714,0.2954545454545456,1.4782608695652175,0.6285714285714283,2.75,True,7,0,0.2,0.9,22.5,0.7,0.9,0.2
Chris Bosh,MIA,12/13,0.6986301369863017,0.7419354838709675,-0.1363636363636363,1.3333333333333333,1.7777777777777777,0,0.2222222222222222,-0.7142857142857143,1.0227272727272727,0.391304347826087,0.514285714285714,0.8333333333333333,False,1,1,0.9,1.7,19.5,0.9,0.2,0.9
Brook Lopez,BRK,12/13,1.0821917808219177,0.7741935483870968,-0.5,0.2717948717948714,1.7777777777777777,0,0.2222222222222222,-0.4285714285714285,2.0909090909090904,1.2173913043478264,1.3571428571428572,1.583333333333333,True,8,0,0.3,0.4,30.2,0.7,1.7,0.3
Al Horford,ATL,12/13,0.8082191780821917,1.8387096774193543,0.5454545454545455,-0.041025641025641,1.7037037037037035,0,-0.2222222222222222,-0.8571428571428571,0.9772727272727274,0.6521739130434783,0.3857142857142856,1.3333333333333333,False,11,0,-0.0,-0.1,22.5,0.6,0.3,-0.0
Tim Duncan,SAS,12/13,0.8630136986301372,1.7419354838709675,0.3181818181818182,0.8307692307692304,1.5185185185185186,0,-0.5555555555555556,-1.8571428571428568,2.022727272727272,2.130434782608696,1.2428571428571429,2.25,True,3,1,0.7,2.4,24.0,1.3,2.6,0.7
Tiago Splitter,SAS,12/13,-0.1643835616438355,0.6129032258064516,-0.1818181818181817,0.8307692307692304,1.481481481481481,0,0.6666666666666666,-1.1428571428571428,0.7272727272727271,0.7826086956521741,-0.1285714285714288,0.8333333333333333,False,3,1,-0.1,0.2,-4.6,1.8,-0.1,-0.1
Zach Randolph,MEM,12/13,0.5342465753424659,2.161290322580645,-0.2727272727272727,0.7076923076923077,1.3703703703703702,0,-0.6666666666666666,-1.2857142857142858,0.5454545454545451,-0.0869565217391304,0.5714285714285714,0.3333333333333332,True,5,0,0.4,1.7,14.9,0.6,-0.0,0.4
Kenneth Faried,DEN,12/13,0.0,1.516129032258064,-0.4545454545454545,0.7692307692307687,1.333333333333333,0,0.4444444444444444,-0.8571428571428571,0.6818181818181818,0.3043478260869566,-0.2000000000000003,0.4999999999999998,False,4,0,0.0,0.8,0.0,1.3,-0.1,0.0
Al Jefferson,UTA,12/13,0.8630136986301372,1.516129032258064,0.0454545454545454,-0.1076923076923077,1.2962962962962965,0,-0.3333333333333333,-0.5714285714285714,1.2272727272727268,0.8695652173913044,0.8857142857142856,1.4166666666666663,False,12,0,-0.1,-0.3,24.0,0.2,0.8,-0.1
Paul Millsap,UTA,12/13,0.4246575342465754,0.8387096774193545,0.2727272727272727,-0.1076923076923077,1.259259259259259,0,0.0,-0.5714285714285714,0.9772727272727274,1.0000000000000002,0.471428571428571,1.4166666666666663,False,12,0,-0.0,-0.2,11.8,0.6,0.5,-0.0
Thaddeus Young,PHI,12/13,0.4520547945205481,0.9677419354838708,-0.1818181818181817,-0.666666666666667,1.1851851851851851,0,-0.3333333333333333,-0.7142857142857143,0.6136363636363634,0.3478260869565217,0.0999999999999999,0.8333333333333333,False,16,0,-0.3,-0.8,12.6,0.4,0.0,-0.3
Ty Lawson,DEN,12/13,0.7123287671232876,-0.5806451612903224,2.227272727272727,0.7692307692307687,1.1851851851851851,0,0.1111111111111111,0.1428571428571428,0.5454545454545451,0.6956521739130436,0.457142857142857,1.1666666666666663,True,4,0,0.5,1.8,19.8,-0.0,0.3,0.5
Joakim Noah,CHI,12/13,0.0547945205479452,2.129032258064516,0.9090909090909092,0.0205128205128205,1.148148148148148,0,-0.5555555555555556,-1.2857142857142858,0.5909090909090912,1.3043478260869563,-0.2714285714285717,1.8333333333333328,True,10,0,0.0,0.1,1.5,0.7,-0.4,0.0
Amir Johnson,TOR,12/13,-0.2054794520547945,0.9677419354838708,-0.2272727272727272,-0.666666666666667,1.148148148148148,0,0.4444444444444444,-0.5714285714285714,0.4090909090909092,0.2608695652173913,-0.4285714285714285,0.5833333333333333,False,16,0,0.1,-0.4,-5.7,1.0,-0.1,0.1
