Player,Team,Season,PPG,RPG,APG
Nicolas Batum,CHO,16_17,15.1,6.2,5.9
JJ Redick,LAC,16_17,15.0,2.2,1.4
Gary Harris,DEN,16_17,14.9,3.1,2.9
Serge Ibaka,ORLTOR,16_17,14.8,6.8,0.9
Jordan Clarkson,LAL,16_17,14.7,3.0,2.6
Khris Middleton,MIL,16_17,14.7,4.2,3.4
Nikola Vučević,ORL,16_17,14.6,10.4,2.8
Jeremy Lin,BRK,16_17,14.5,3.8,5.1
Myles Turner,IND,16_17,14.5,7.3,1.3
Tim Hardaway Jr.,ATL,16_17,14.5,2.8,2.3
Reggie Jackson,DET,16_17,14.5,2.2,5.2
T.J. Warren,PHO,16_17,14.4,5.1,1.1
Enes Freedom,OKC,16_17,14.3,6.7,0.9
Dirk Nowitzki,DAL,16_17,14.2,6.5,1.5
Zach Randolph,MEM,16_17,14.1,8.2,1.7
Jordan Crawford,NOP,16_17,14.1,1.8,3.0
Rudy Gobert,UTA,16_17,14.0,12.8,1.2
Al Horford,BOS,16_17,14.0,6.8,5.0
Marcus Morris,DET,16_17,14.0,4.6,2.0
Markieff Morris,WAS,16_17,14.0,6.5,1.7
Jae Crowder,BOS,16_17,13.9,5.8,2.2
Kentavious Caldwell-Pope,DET,16_17,13.8,3.3,2.5
Bojan Bogdanović,BRKWAS,16_17,13.7,3.4,1.4
Tyler Johnson,MIA,16_17,13.7,4.0,3.2
Will Barton,DEN,16_17,13.7,4.3,3.4
Andre Drummond,DET,16_17,13.6,13.8,1.1
Ryan Anderson,HOU,16_17,13.6,4.6,0.9
Dwight Howard,ATL,16_17,13.5,12.7,1.4
Wesley Matthews,DAL,16_17,13.5,3.5,2.9
Otto Porter Jr.,WAS,16_17,13.4,6.4,1.5
Darren Collison,SAC,16_17,13.2,2.2,4.6
Nick Young,LAL,16_17,13.2,2.3,1.0
Julius Randle,LAL,16_17,13.2,8.6,3.6
Sean Kilpatrick,BRK,16_17,13.1,4.0,2.2
Ersan İlyasova,ATLOKCPHI,16_17,13.1,5.9,1.7
Robert Covington,PHI,16_17,12.9,6.5,1.5
Dario Šarić,PHI,16_17,12.8,6.3,2.2
James Johnson,MIA,16_17,12.8,4.9,3.6
Seth Curry,DAL,16_17,12.8,2.6,2.7
Elfrid Payton,ORL,16_17,12.8,4.7,6.5
Aaron Gordon,ORL,16_17,12.7,5.1,1.9
DeAndre Jordan,LAC,16_17,12.7,13.8,1.2
Rodney Hood,UTA,16_17,12.7,3.4,1.6
Clint Capela,HOU,16_17,12.6,8.1,1.0
Pau Gasol,SAS,16_17,12.4,7.8,2.3
Jamal Crawford,LAC,16_17,12.3,1.6,2.6
Austin Rivers,LAC,16_17,12.0,2.2,2.8
Jonas Valančiūnas,TOR,16_17,12.0,9.5,0.7
Jahlil Okafor,PHI,16_17,11.8,4.8,1.2
Greg Monroe,MIL,16_17,11.7,6.6,2.3
Trevor Ariza,HOU,16_17,11.7,5.7,2.2
Frank Kaminsky,CHO,16_17,11.7,4.5,2.2
Steven Adams,OKC,16_17,11.3,7.7,1.1
Marvin Williams,CHO,16_17,11.2,6.6,1.4
Ricky Rubio,MIN,16_17,11.1,4.1,9.1
Brandon Knight,PHO,16_17,11.0,2.2,2.4
Jerryd Bayless,PHI,16_17,11.0,4.0,4.3
Terrence Ross,ORLTOR,16_17,11.0,2.6,1.1
Thaddeus Young,IND,16_17,11.0,6.1,1.6
Kent Bazemore,ATL,16_17,11.0,3.2,2.4
Emmanuel Mudiay,DEN,16_17,11.0,3.2,3.9
Deron Williams,CLEDAL,16_17,11.0,2.3,5.6
Justise Winslow,MIA,16_17,10.9,5.2,3.7
J.J. Barea,DAL,16_17,10.9,2.4,5.5
Taj Gibson,CHIOKC,16_17,10.8,6.2,0.9
Courtney Lee,NYK,16_17,10.8,3.4,2.3
Terrence Jones,MILNOP,16_17,10.8,5.7,1.1
Marcin Gortat,WAS,16_17,10.8,10.4,1.5
C.J. Miles,IND,16_17,10.7,3.0,0.6
Allen Crabbe,POR,16_17,10.7,2.9,1.2
Alex Poythress,PHI,16_17,10.7,4.8,0.8
Nikola Mirotić,CHI,16_17,10.6,5.5,1.1
Marcus Smart,BOS,16_17,10.6,3.9,4.6
Buddy Hield,NOPSAC,16_17,10.6,3.3,1.5
Marco Belinelli,CHO,16_17,10.5,2.4,2.0
Wayne Ellington,MIA,16_17,10.5,2.1,1.1
Mason Plumlee,DENPOR,16_17,10.4,7.5,3.5
Robin Lopez,CHI,16_17,10.4,6.4,1.0
Cody Zeller,CHO,16_17,10.3,6.5,1.6
Tyreke Evans,NOPSAC,16_17,10.3,3.4,3.1
Malcolm Brogdon,MIL,16_17,10.2,2.8,4.2
Jon Leuer,DET,16_17,10.2,5.4,1.5
Draymond Green,GSW,16_17,10.2,7.9,7.0
Jusuf Nurkić,DENPOR,16_17,10.2,7.2,1.9
Josh Richardson,MIA,16_17,10.2,3.2,2.6
Tony Parker,SAS,16_17,10.1,1.8,4.5
Kyle Korver,ATLCLE,16_17,10.1,2.8,1.6
Yogi Ferrell,BRKDAL,16_17,10.0,2.4,3.7
Maurice Harkless,POR,16_17,10.0,4.4,1.1
Trevor Booker,BRK,16_17,10.0,8.0,1.9
Gorgui Dieng,MIN,16_17,10.0,7.9,1.9
Shabazz Muhammad,MIN,16_17,9.9,2.8,0.4
Jamal Murray,DEN,16_17,9.9,2.6,2.1
Ty Lawson,SAC,16_17,9.9,2.6,4.8
Richaun Holmes,PHI,16_17,9.8,5.5,1.0
Jeremy Lamb,CHO,16_17,9.7,4.3,1.2
Kenneth Faried,DEN,16_17,9.6,7.6,0.9
E'Twaun Moore,NOP,16_17,9.6,2.1,2.2
Patrick Beverley,HOU,16_17,9.5,5.9,4.2
Derrick Favors,UTA,16_17,9.5,6.1,1.1
Patty Mills,SAS,16_17,9.5,1.8,3.5
Nik Stauskas,PHI,16_17,9.5,2.8,2.4
Michael Beasley,MIL,16_17,9.4,3.4,0.9
Brandon Ingram,LAL,16_17,9.4,4.0,2.1
Ish Smith,DET,16_17,9.4,2.9,5.2
Cory Joseph,TOR,16_17,9.3,2.9,3.3
Jeff Green,ORL,16_17,9.2,3.1,1.2
Gerald Henderson,PHI,16_17,9.2,2.6,1.6
Marquese Chriss,PHO,16_17,9.2,4.2,0.7
Michael Kidd-Gilchrist,CHO,16_17,9.2,7.0,1.4
Joe Johnson,UTA,16_17,9.2,3.1,1.8
Jameer Nelson,DEN,16_17,9.2,2.6,5.1
Channing Frye,CLE,16_17,9.1,3.9,0.6
Nenê,HOU,16_17,9.1,4.2,1.0
Montrezl Harrell,HOU,16_17,9.1,3.8,1.1
Jodie Meeks,ORL,16_17,9.1,2.1,1.2
Tony Allen,MEM,16_17,9.1,5.5,1.4
Kelly Olynyk,BOS,16_17,9.0,4.8,2.0
Evan Turner,POR,16_17,9.0,3.8,3.2
Dahntay Jones,CLE,16_17,9.0,2.0,1.0
Doug McDermott,CHIOKC,16_17,9.0,2.7,0.9
JaMychal Green,MEM,16_17,8.9,7.1,1.1
DeMarre Carroll,TOR,16_17,8.9,3.8,1.0
Skal Labissière,SAC,16_17,8.8,4.9,0.8
Nerlens Noel,DALPHI,16_17,8.7,5.8,1.0
Al-Farouq Aminu,POR,16_17,8.7,7.4,1.6
Marreese Speights,LAC,16_17,8.7,4.5,0.8
Rondae Hollis-Jefferson,BRK,16_17,8.7,5.8,2.0
J.R. Smith,CLE,16_17,8.6,2.8,1.5
Tony Snell,MIL,16_17,8.5,3.1,1.2
Monta Ellis,IND,16_17,8.5,2.8,3.2
Tyson Chandler,PHO,16_17,8.4,11.5,0.6
Arron Afflalo,SAC,16_17,8.4,2.0,1.3
Norman Powell,TOR,16_17,8.4,2.2,1.1
Joe Harris,BRK,16_17,8.2,2.8,1.0
Troy Daniels,MEM,16_17,8.2,1.5,0.7
Shawn Long,PHI,16_17,8.2,4.7,0.7
Caris LeVert,BRK,16_17,8.2,3.3,1.9
Willy Hernangómez,NYK,16_17,8.2,7.0,1.3
Willie Cauley-Stein,SAC,16_17,8.1,4.5,1.1
